"yearsBP","annual65N","annualGlobal","globalCosWeighted","Title","Source","yearsElapsed"
112100,209.82,290.37,341.876,"","",4599887900
112000,210.06,290.37,341.876,"","",4599888000
111900,210.31,290.37,341.876,"","",4599888100
111800,210.59,290.37,341.874,"","",4599888200
111700,210.88,290.37,341.872,"","",4599888300
111600,211.17,290.38,341.869,"","",4599888400
111500,211.45,290.38,341.867,"","",4599888500
111400,211.74,290.38,341.865,"","",4599888600
111300,212.03,290.39,341.862,"","",4599888700
111200,212.31,290.39,341.86,"","",4599888800
111100,212.6,290.39,341.858,"","",4599888900
111000,212.89,290.4,341.856,"","",4599889000
110900,213.17,290.4,341.853,"","",4599889100
110800,213.47,290.41,341.853,"","",4599889200
110700,213.77,290.42,341.853,"","",4599889300
110600,214.06,290.43,341.854,"","",4599889400
110500,214.36,290.44,341.854,"","",4599889500
110400,214.66,290.44,341.854,"","",4599889600
110300,214.95,290.45,341.854,"","",4599889700
110200,215.25,290.46,341.854,"","",4599889800
110100,215.55,290.47,341.854,"","",4599889900
110000,215.84,290.48,341.854,"","",4599890000
109900,216.14,290.49,341.854,"","",4599890100
109800,216.42,290.5,341.855,"","",4599890200
109700,216.7,290.51,341.855,"","",4599890300
109600,216.97,290.53,341.855,"","",4599890400
109500,217.25,290.54,341.856,"","",4599890500
109400,217.53,290.55,341.856,"","",4599890600
109300,217.81,290.57,341.856,"","",4599890700
109200,218.09,290.58,341.857,"","",4599890800
109100,218.37,290.6,341.857,"","",4599890900
109000,218.65,290.61,341.857,"","",4599891000
108900,218.92,290.62,341.858,"","",4599891100
108800,219.17,290.64,341.855,"","",4599891200
108700,219.42,290.65,341.852,"","",4599891300
108600,219.67,290.67,341.849,"","",4599891400
108500,219.92,290.68,341.846,"","",4599891500
108400,220.16,290.7,341.843,"","",4599891600
108300,220.41,290.71,341.84,"","",4599891700
108200,220.66,290.73,341.838,"","",4599891800
108100,220.91,290.74,341.835,"","",4599891900
108000,221.16,290.76,341.832,"","",4599892000
107900,221.41,290.77,341.829,"","",4599892100
107800,221.6,290.79,341.827,"","",4599892200
107700,221.79,290.81,341.826,"","",4599892300
107600,221.97,290.83,341.824,"","",4599892400
107500,222.16,290.85,341.823,"","",4599892500
107400,222.35,290.87,341.821,"","",4599892600
107300,222.54,290.89,341.82,"","",4599892700
107200,222.73,290.91,341.818,"","",4599892800
107100,222.92,290.92,341.816,"","",4599892900
107000,223.11,290.94,341.815,"","",4599893000
106900,223.3,290.96,341.813,"","",4599893100
106800,223.43,290.99,341.814,"","",4599893200
106700,223.57,291.01,341.814,"","",4599893300
106600,223.7,291.03,341.815,"","",4599893400
106500,223.83,291.06,341.815,"","",4599893500
106400,223.96,291.08,341.816,"","",4599893600
106300,224.09,291.11,341.816,"","",4599893700
106200,224.22,291.13,341.817,"","",4599893800
106100,224.35,291.15,341.817,"","",4599893900
106000,224.48,291.18,341.817,"","",4599894000
105900,224.61,291.2,341.818,"","",4599894100
105800,224.66,291.22,341.814,"","",4599894200
105700,224.71,291.24,341.811,"","",4599894300
105600,224.76,291.27,341.807,"","",4599894400
105500,224.81,291.29,341.804,"","",4599894500
105400,224.86,291.31,341.8,"","",4599894600
105300,224.9,291.33,341.797,"","",4599894700
105200,224.95,291.35,341.793,"","",4599894800
105100,225,291.38,341.79,"","",4599894900
105000,225.05,291.4,341.786,"","",4599895000
104900,225.1,291.42,341.783,"","",4599895100
104800,225.08,291.44,341.782,"","",4599895200
104700,225.05,291.47,341.782,"","",4599895300
104600,225.03,291.5,341.782,"","",4599895400
104500,225.01,291.52,341.782,"","",4599895500
104400,224.99,291.55,341.782,"","",4599895600
104300,224.97,291.57,341.782,"","",4599895700
104200,224.94,291.6,341.781,"","",4599895800
104100,224.92,291.63,341.781,"","",4599895900
104000,224.9,291.65,341.781,"","",4599896000
103900,224.88,291.68,341.781,"","",4599896100
103800,224.79,291.7,341.777,"","",4599896200
103700,224.7,291.73,341.774,"","",4599896300
103600,224.6,291.75,341.77,"","",4599896400
103500,224.51,291.77,341.766,"","",4599896500
103400,224.42,291.8,341.763,"","",4599896600
103300,224.33,291.82,341.759,"","",4599896700
103200,224.24,291.84,341.756,"","",4599896800
103100,224.15,291.87,341.752,"","",4599896900
103000,224.06,291.89,341.748,"","",4599897000
102900,223.97,291.92,341.745,"","",4599897100
102800,223.81,291.94,341.745,"","",4599897200
102700,223.65,291.97,341.746,"","",4599897300
102600,223.5,291.99,341.746,"","",4599897400
102500,223.34,292.02,341.747,"","",4599897500
102400,223.18,292.04,341.747,"","",4599897600
102300,223.02,292.07,341.748,"","",4599897700
102200,222.87,292.1,341.748,"","",4599897800
102100,222.71,292.12,341.749,"","",4599897900
102000,222.55,292.15,341.749,"","",4599898000
101900,222.39,292.17,341.75,"","",4599898100
101800,222.2,292.2,341.748,"","",4599898200
101700,222.01,292.22,341.747,"","",4599898300
101600,221.82,292.25,341.745,"","",4599898400
101500,221.63,292.27,341.743,"","",4599898500
101400,221.44,292.3,341.742,"","",4599898600
101300,221.24,292.32,341.74,"","",4599898700
101200,221.05,292.34,341.739,"","",4599898800
101100,220.86,292.37,341.737,"","",4599898900
101000,220.67,292.39,341.736,"","",4599899000
100900,220.48,292.42,341.734,"","",4599899100
100800,220.26,292.44,341.732,"","",4599899200
100700,220.05,292.46,341.729,"","",4599899300
100600,219.84,292.48,341.726,"","",4599899400
100500,219.62,292.5,341.724,"","",4599899500
100400,219.41,292.53,341.721,"","",4599899600
100300,219.19,292.55,341.718,"","",4599899700
100200,218.98,292.57,341.716,"","",4599899800
100100,218.77,292.59,341.713,"","",4599899900
100000,218.55,292.61,341.71,"","",4599900000
99900,218.34,292.64,341.708,"","",4599900100
99800,218.12,292.66,341.706,"","",4599900200
99700,217.9,292.68,341.705,"","",4599900300
99600,217.68,292.7,341.704,"","",4599900400
99500,217.46,292.73,341.702,"","",4599900500
99400,217.24,292.75,341.701,"","",4599900600
99300,217.02,292.77,341.7,"","",4599900700
99200,216.8,292.79,341.699,"","",4599900800
99100,216.58,292.81,341.697,"","",4599900900
99000,216.36,292.84,341.696,"","",4599901000
98900,216.14,292.86,341.695,"","",4599901100
98800,215.94,292.88,341.695,"","",4599901200
98700,215.74,292.9,341.695,"","",4599901300
98600,215.54,292.92,341.696,"","",4599901400
98500,215.34,292.94,341.696,"","",4599901500
98400,215.14,292.96,341.696,"","",4599901600
98300,214.94,292.99,341.697,"","",4599901700
98200,214.74,293.01,341.697,"","",4599901800
98100,214.54,293.03,341.697,"","",4599901900
98000,214.34,293.05,341.697,"","",4599902000
97900,214.14,293.07,341.698,"","",4599902100
97800,213.97,293.08,341.691,"","",4599902200
97700,213.8,293.09,341.683,"","",4599902300
97600,213.63,293.11,341.676,"","",4599902400
97500,213.46,293.12,341.669,"","",4599902500
97400,213.29,293.13,341.662,"","",4599902600
97300,213.12,293.14,341.655,"","",4599902700
97200,212.95,293.16,341.648,"","",4599902800
97100,212.79,293.17,341.64,"","",4599902900
97000,212.62,293.18,341.633,"","",4599903000
96900,212.45,293.19,341.626,"","",4599903100
96800,212.33,293.21,341.624,"","",4599903200
96700,212.21,293.22,341.622,"","",4599903300
96600,212.09,293.23,341.621,"","",4599903400
96500,211.97,293.25,341.619,"","",4599903500
96400,211.85,293.26,341.617,"","",4599903600
96300,211.73,293.27,341.615,"","",4599903700
96200,211.61,293.28,341.613,"","",4599903800
96100,211.49,293.3,341.612,"","",4599903900
96000,211.37,293.31,341.61,"","",4599904000
95900,211.26,293.32,341.608,"","",4599904100
95800,211.2,293.33,341.605,"","",4599904200
95700,211.15,293.34,341.602,"","",4599904300
95600,211.09,293.35,341.6,"","",4599904400
95500,211.04,293.36,341.597,"","",4599904500
95400,210.98,293.37,341.594,"","",4599904600
95300,210.93,293.38,341.592,"","",4599904700
95200,210.87,293.39,341.589,"","",4599904800
95100,210.82,293.4,341.586,"","",4599904900
95000,210.77,293.41,341.583,"","",4599905000
94900,210.71,293.42,341.581,"","",4599905100
94800,210.71,293.43,341.581,"","",4599905200
94700,210.71,293.43,341.58,"","",4599905300
94600,210.71,293.44,341.58,"","",4599905400
94500,210.71,293.45,341.58,"","",4599905500
94400,210.71,293.46,341.58,"","",4599905600
94300,210.71,293.46,341.579,"","",4599905700
94200,210.71,293.47,341.579,"","",4599905800
94100,210.71,293.48,341.579,"","",4599905900
94000,210.71,293.49,341.579,"","",4599906000
93900,210.71,293.49,341.579,"","",4599906100
93800,210.78,293.49,341.576,"","",4599906200
93700,210.84,293.5,341.574,"","",4599906300
93600,210.91,293.5,341.571,"","",4599906400
93500,210.98,293.5,341.569,"","",4599906500
93400,211.04,293.5,341.566,"","",4599906600
93300,211.11,293.51,341.564,"","",4599906700
93200,211.18,293.51,341.561,"","",4599906800
93100,211.24,293.51,341.559,"","",4599906900
93000,211.31,293.51,341.556,"","",4599907000
92900,211.38,293.52,341.554,"","",4599907100
92800,211.5,293.51,341.551,"","",4599907200
92700,211.62,293.51,341.548,"","",4599907300
92600,211.74,293.51,341.544,"","",4599907400
92500,211.86,293.51,341.541,"","",4599907500
92400,211.98,293.5,341.538,"","",4599907600
92300,212.1,293.5,341.535,"","",4599907700
92200,212.22,293.5,341.532,"","",4599907800
92100,212.35,293.5,341.529,"","",4599907900
92000,212.47,293.49,341.525,"","",4599908000
91900,212.59,293.49,341.522,"","",4599908100
91800,212.76,293.49,341.52,"","",4599908200
91700,212.93,293.48,341.518,"","",4599908300
91600,213.1,293.48,341.516,"","",4599908400
91500,213.27,293.47,341.514,"","",4599908500
91400,213.45,293.47,341.512,"","",4599908600
91300,213.62,293.46,341.51,"","",4599908700
91200,213.79,293.46,341.508,"","",4599908800
91100,213.96,293.45,341.506,"","",4599908900
91000,214.13,293.45,341.504,"","",4599909000
90900,214.3,293.45,341.501,"","",4599909100
90800,214.5,293.43,341.494,"","",4599909200
90700,214.69,293.42,341.486,"","",4599909300
90600,214.89,293.41,341.478,"","",4599909400
90500,215.09,293.4,341.471,"","",4599909500
90400,215.28,293.38,341.463,"","",4599909600
90300,215.48,293.37,341.455,"","",4599909700
90200,215.67,293.36,341.448,"","",4599909800
90100,215.87,293.35,341.44,"","",4599909900
90000,216.06,293.33,341.432,"","",4599910000
89900,216.26,293.32,341.424,"","",4599910100
89800,216.47,293.31,341.426,"","",4599910200
89700,216.69,293.3,341.427,"","",4599910300
89600,216.9,293.3,341.429,"","",4599910400
89500,217.12,293.29,341.43,"","",4599910500
89400,217.33,293.28,341.432,"","",4599910600
89300,217.54,293.27,341.433,"","",4599910700
89200,217.76,293.26,341.434,"","",4599910800
89100,217.97,293.25,341.436,"","",4599910900
89000,218.19,293.24,341.437,"","",4599911000
88900,218.4,293.24,341.439,"","",4599911100
88800,218.6,293.22,341.436,"","",4599911200
88700,218.81,293.21,341.432,"","",4599911300
88600,219.01,293.19,341.429,"","",4599911400
88500,219.21,293.18,341.426,"","",4599911500
88400,219.42,293.16,341.423,"","",4599911600
88300,219.62,293.15,341.419,"","",4599911700
88200,219.83,293.13,341.416,"","",4599911800
88100,220.03,293.12,341.413,"","",4599911900
88000,220.23,293.1,341.41,"","",4599912000
87900,220.44,293.09,341.406,"","",4599912100
87800,220.63,293.07,341.406,"","",4599912200
87700,220.82,293.06,341.405,"","",4599912300
87600,221.01,293.04,341.404,"","",4599912400
87500,221.2,293.03,341.404,"","",4599912500
87400,221.39,293.01,341.403,"","",4599912600
87300,221.58,293,341.402,"","",4599912700
87200,221.77,292.99,341.402,"","",4599912800
87100,221.95,292.97,341.401,"","",4599912900
87000,222.14,292.96,341.4,"","",4599913000
86900,222.33,292.94,341.4,"","",4599913100
86800,222.49,292.92,341.396,"","",4599913200
86700,222.64,292.9,341.392,"","",4599913300
86600,222.79,292.88,341.389,"","",4599913400
86500,222.94,292.86,341.385,"","",4599913500
86400,223.09,292.84,341.382,"","",4599913600
86300,223.24,292.82,341.378,"","",4599913700
86200,223.39,292.8,341.375,"","",4599913800
86100,223.54,292.78,341.371,"","",4599913900
86000,223.7,292.76,341.367,"","",4599914000
85900,223.85,292.74,341.364,"","",4599914100
85800,223.94,292.72,341.36,"","",4599914200
85700,224.03,292.7,341.356,"","",4599914300
85600,224.13,292.68,341.352,"","",4599914400
85500,224.22,292.66,341.349,"","",4599914500
85400,224.31,292.63,341.345,"","",4599914600
85300,224.4,292.61,341.341,"","",4599914700
85200,224.5,292.59,341.337,"","",4599914800
85100,224.59,292.57,341.333,"","",4599914900
85000,224.68,292.55,341.33,"","",4599915000
84900,224.78,292.52,341.326,"","",4599915100
84800,224.82,292.5,341.322,"","",4599915200
84700,224.86,292.48,341.319,"","",4599915300
84600,224.91,292.45,341.316,"","",4599915400
84500,224.95,292.43,341.312,"","",4599915500
84400,225,292.41,341.309,"","",4599915600
84300,225.04,292.38,341.306,"","",4599915700
84200,225.09,292.36,341.302,"","",4599915800
84100,225.13,292.34,341.299,"","",4599915900
84000,225.18,292.31,341.296,"","",4599916000
83900,225.22,292.29,341.292,"","",4599916100
83800,225.2,292.26,341.288,"","",4599916200
83700,225.18,292.24,341.284,"","",4599916300
83600,225.15,292.21,341.28,"","",4599916400
83500,225.13,292.19,341.276,"","",4599916500
83400,225.11,292.16,341.271,"","",4599916600
83300,225.09,292.14,341.267,"","",4599916700
83200,225.06,292.11,341.263,"","",4599916800
83100,225.04,292.08,341.259,"","",4599916900
83000,225.02,292.06,341.255,"","",4599917000
82900,225,292.03,341.25,"","",4599917100
82800,224.92,292.01,341.25,"","",4599917200
82700,224.84,291.99,341.25,"","",4599917300
82600,224.77,291.96,341.249,"","",4599917400
82500,224.69,291.94,341.249,"","",4599917500
82400,224.61,291.92,341.248,"","",4599917600
82300,224.54,291.89,341.248,"","",4599917700
82200,224.46,291.87,341.247,"","",4599917800
82100,224.38,291.84,341.247,"","",4599917900
82000,224.31,291.82,341.246,"","",4599918000
81900,224.23,291.8,341.246,"","",4599918100
81800,224.09,291.77,341.241,"","",4599918200
81700,223.95,291.74,341.237,"","",4599918300
81600,223.81,291.72,341.232,"","",4599918400
81500,223.67,291.69,341.227,"","",4599918500
81400,223.53,291.66,341.223,"","",4599918600
81300,223.4,291.63,341.218,"","",4599918700
81200,223.26,291.61,341.213,"","",4599918800
81100,223.12,291.58,341.209,"","",4599918900
81000,222.98,291.55,341.204,"","",4599919000
80900,222.84,291.53,341.199,"","",4599919100
80800,222.65,291.5,341.196,"","",4599919200
80700,222.47,291.47,341.194,"","",4599919300
80600,222.28,291.45,341.191,"","",4599919400
80500,222.1,291.42,341.188,"","",4599919500
80400,221.91,291.39,341.186,"","",4599919600
80300,221.72,291.37,341.183,"","",4599919700
80200,221.54,291.34,341.18,"","",4599919800
80100,221.35,291.31,341.178,"","",4599919900
80000,221.17,291.29,341.175,"","",4599920000
79900,220.98,291.26,341.172,"","",4599920100
79800,220.77,291.24,341.169,"","",4599920200
79700,220.55,291.21,341.166,"","",4599920300
79600,220.34,291.18,341.163,"","",4599920400
79500,220.13,291.16,341.16,"","",4599920500
79400,219.91,291.13,341.157,"","",4599920600
79300,219.7,291.1,341.154,"","",4599920700
79200,219.48,291.08,341.151,"","",4599920800
79100,219.27,291.05,341.149,"","",4599920900
79000,219.06,291.02,341.146,"","",4599921000
78900,218.84,291,341.143,"","",4599921100
78800,218.61,290.97,341.141,"","",4599921200
78700,218.37,290.95,341.139,"","",4599921300
78600,218.13,290.93,341.137,"","",4599921400
78500,217.9,290.9,341.135,"","",4599921500
78400,217.66,290.88,341.134,"","",4599921600
78300,217.43,290.86,341.132,"","",4599921700
78200,217.19,290.83,341.13,"","",4599921800
78100,216.95,290.81,341.128,"","",4599921900
78000,216.72,290.79,341.127,"","",4599922000
77900,216.48,290.76,341.125,"","",4599922100
77800,216.25,290.74,341.121,"","",4599922200
77700,216.02,290.71,341.118,"","",4599922300
77600,215.79,290.69,341.114,"","",4599922400
77500,215.56,290.66,341.111,"","",4599922500
77400,215.33,290.64,341.107,"","",4599922600
77300,215.1,290.62,341.103,"","",4599922700
77200,214.87,290.59,341.1,"","",4599922800
77100,214.64,290.57,341.096,"","",4599922900
77000,214.41,290.54,341.093,"","",4599923000
76900,214.18,290.52,341.089,"","",4599923100
76800,213.96,290.5,341.084,"","",4599923200
76700,213.74,290.47,341.08,"","",4599923300
76600,213.52,290.45,341.075,"","",4599923400
76500,213.3,290.43,341.07,"","",4599923500
76400,213.08,290.41,341.066,"","",4599923600
76300,212.86,290.38,341.061,"","",4599923700
76200,212.64,290.36,341.056,"","",4599923800
76100,212.42,290.34,341.051,"","",4599923900
76000,212.2,290.32,341.047,"","",4599924000
75900,211.98,290.3,341.042,"","",4599924100
75800,211.8,290.28,341.041,"","",4599924200
75700,211.61,290.26,341.04,"","",4599924300
75600,211.43,290.24,341.039,"","",4599924400
75500,211.25,290.22,341.038,"","",4599924500
75400,211.06,290.21,341.037,"","",4599924600
75300,210.88,290.19,341.037,"","",4599924700
75200,210.7,290.17,341.036,"","",4599924800
75100,210.51,290.15,341.035,"","",4599924900
75000,210.33,290.13,341.034,"","",4599925000
74900,210.15,290.11,341.033,"","",4599925100
74800,210,290.1,341.032,"","",4599925200
74700,209.85,290.08,341.031,"","",4599925300
74600,209.7,290.07,341.03,"","",4599925400
74500,209.56,290.05,341.029,"","",4599925500
74400,209.41,290.04,341.028,"","",4599925600
74300,209.26,290.02,341.027,"","",4599925700
74200,209.11,290,341.026,"","",4599925800
74100,208.97,289.99,341.025,"","",4599925900
74000,208.82,289.97,341.024,"","",4599926000
73900,208.67,289.96,341.023,"","",4599926100
73800,208.57,289.94,341.019,"","",4599926200
73700,208.48,289.93,341.014,"","",4599926300
73600,208.38,289.91,341.009,"","",4599926400
73500,208.28,289.9,341.005,"","",4599926500
73400,208.18,289.88,341,"","",4599926600
73300,208.08,289.87,340.995,"","",4599926700
73200,207.98,289.85,340.991,"","",4599926800
73100,207.88,289.84,340.986,"","",4599926900
73000,207.78,289.82,340.981,"","",4599927000
72900,207.68,289.81,340.976,"","",4599927100
72800,207.64,289.8,340.974,"","",4599927200
72700,207.6,289.78,340.971,"","",4599927300
72600,207.55,289.77,340.968,"","",4599927400
72500,207.51,289.76,340.966,"","",4599927500
72400,207.46,289.75,340.963,"","",4599927600
72300,207.42,289.74,340.961,"","",4599927700
72200,207.37,289.73,340.958,"","",4599927800
72100,207.33,289.71,340.955,"","",4599927900
72000,207.28,289.7,340.953,"","",4599928000
71900,207.24,289.69,340.95,"","",4599928100
71800,207.25,289.68,340.947,"","",4599928200
71700,207.25,289.67,340.944,"","",4599928300
71600,207.26,289.67,340.941,"","",4599928400
71500,207.26,289.66,340.938,"","",4599928500
71400,207.27,289.65,340.935,"","",4599928600
71300,207.28,289.64,340.932,"","",4599928700
71200,207.28,289.63,340.928,"","",4599928800
71100,207.29,289.63,340.925,"","",4599928900
71000,207.29,289.62,340.922,"","",4599929000
70900,207.3,289.61,340.919,"","",4599929100
70800,207.36,289.61,340.916,"","",4599929200
70700,207.41,289.6,340.913,"","",4599929300
70600,207.46,289.59,340.909,"","",4599929400
70500,207.52,289.59,340.906,"","",4599929500
70400,207.57,289.58,340.902,"","",4599929600
70300,207.63,289.58,340.899,"","",4599929700
70200,207.68,289.57,340.896,"","",4599929800
70100,207.74,289.56,340.892,"","",4599929900
70000,207.79,289.56,340.889,"","",4599930000
69900,207.85,289.55,340.886,"","",4599930100
69800,207.95,289.55,340.887,"","",4599930200
69700,208.05,289.56,340.888,"","",4599930300
69600,208.15,289.56,340.889,"","",4599930400
69500,208.25,289.56,340.89,"","",4599930500
69400,208.35,289.56,340.891,"","",4599930600
69300,208.45,289.56,340.892,"","",4599930700
69200,208.55,289.56,340.893,"","",4599930800
69100,208.65,289.57,340.894,"","",4599930900
69000,208.75,289.57,340.895,"","",4599931000
68900,208.85,289.57,340.896,"","",4599931100
68800,208.98,289.57,340.892,"","",4599931200
68700,209.11,289.57,340.889,"","",4599931300
68600,209.24,289.57,340.885,"","",4599931400
68500,209.36,289.58,340.882,"","",4599931500
68400,209.49,289.58,340.878,"","",4599931600
68300,209.62,289.58,340.875,"","",4599931700
68200,209.74,289.58,340.871,"","",4599931800
68100,209.87,289.58,340.867,"","",4599931900
68000,210,289.58,340.864,"","",4599932000
67900,210.13,289.59,340.86,"","",4599932100
67800,210.28,289.59,340.858,"","",4599932200
67700,210.43,289.6,340.856,"","",4599932300
67600,210.58,289.61,340.853,"","",4599932400
67500,210.73,289.61,340.851,"","",4599932500
67400,210.88,289.62,340.849,"","",4599932600
67300,211.03,289.63,340.847,"","",4599932700
67200,211.19,289.63,340.844,"","",4599932800
67100,211.34,289.64,340.842,"","",4599932900
67000,211.49,289.65,340.84,"","",4599933000
66900,211.64,289.65,340.837,"","",4599933100
66800,211.8,289.66,340.835,"","",4599933200
66700,211.96,289.67,340.833,"","",4599933300
66600,212.12,289.68,340.831,"","",4599933400
66500,212.28,289.69,340.829,"","",4599933500
66400,212.45,289.7,340.827,"","",4599933600
66300,212.61,289.71,340.825,"","",4599933700
66200,212.77,289.72,340.823,"","",4599933800
66100,212.93,289.73,340.821,"","",4599933900
66000,213.09,289.74,340.819,"","",4599934000
65900,213.25,289.75,340.817,"","",4599934100
65800,213.41,289.76,340.815,"","",4599934200
65700,213.58,289.78,340.813,"","",4599934300
65600,213.74,289.79,340.812,"","",4599934400
65500,213.9,289.81,340.81,"","",4599934500
65400,214.06,289.82,340.808,"","",4599934600
65300,214.22,289.83,340.807,"","",4599934700
65200,214.38,289.85,340.805,"","",4599934800
65100,214.54,289.86,340.803,"","",4599934900
65000,214.71,289.88,340.802,"","",4599935000
64900,214.87,289.89,340.8,"","",4599935100
64800,215.01,289.91,340.798,"","",4599935200
64700,215.16,289.92,340.796,"","",4599935300
64600,215.3,289.94,340.795,"","",4599935400
64500,215.45,289.95,340.793,"","",4599935500
64400,215.59,289.97,340.791,"","",4599935600
64300,215.74,289.99,340.789,"","",4599935700
64200,215.88,290,340.787,"","",4599935800
64100,216.03,290.02,340.786,"","",4599935900
64000,216.18,290.04,340.784,"","",4599936000
63900,216.32,290.05,340.782,"","",4599936100
63800,216.45,290.07,340.779,"","",4599936200
63700,216.59,290.09,340.776,"","",4599936300
63600,216.72,290.11,340.773,"","",4599936400
63500,216.85,290.13,340.77,"","",4599936500
63400,216.99,290.15,340.767,"","",4599936600
63300,217.12,290.16,340.764,"","",4599936700
63200,217.25,290.18,340.761,"","",4599936800
63100,217.39,290.2,340.758,"","",4599936900
63000,217.52,290.22,340.755,"","",4599937000
62900,217.65,290.24,340.752,"","",4599937100
62800,217.76,290.26,340.749,"","",4599937200
62700,217.87,290.28,340.747,"","",4599937300
62600,217.98,290.3,340.744,"","",4599937400
62500,218.09,290.32,340.741,"","",4599937500
62400,218.2,290.34,340.739,"","",4599937600
62300,218.31,290.36,340.736,"","",4599937700
62200,218.42,290.38,340.733,"","",4599937800
62100,218.52,290.41,340.731,"","",4599937900
62000,218.63,290.43,340.728,"","",4599938000
61900,218.74,290.45,340.726,"","",4599938100
61800,218.81,290.47,340.723,"","",4599938200
61700,218.88,290.49,340.72,"","",4599938300
61600,218.95,290.51,340.717,"","",4599938400
61500,219.02,290.53,340.714,"","",4599938500
61400,219.09,290.55,340.711,"","",4599938600
61300,219.15,290.58,340.708,"","",4599938700
61200,219.22,290.6,340.705,"","",4599938800
61100,219.29,290.62,340.702,"","",4599938900
61000,219.36,290.64,340.699,"","",4599939000
60900,219.43,290.66,340.696,"","",4599939100
60800,219.48,290.69,340.695,"","",4599939200
60700,219.53,290.72,340.695,"","",4599939300
60600,219.59,290.74,340.695,"","",4599939400
60500,219.64,290.77,340.695,"","",4599939500
60400,219.69,290.79,340.695,"","",4599939600
60300,219.74,290.82,340.695,"","",4599939700
60200,219.8,290.85,340.694,"","",4599939800
60100,219.85,290.87,340.694,"","",4599939900
60000,219.9,290.9,340.694,"","",4599940000
59900,219.95,290.92,340.694,"","",4599940100
59800,219.99,290.95,340.692,"","",4599940200
59700,220.02,290.98,340.691,"","",4599940300
59600,220.05,291,340.689,"","",4599940400
59500,220.08,291.03,340.688,"","",4599940500
59400,220.11,291.06,340.686,"","",4599940600
59300,220.15,291.08,340.685,"","",4599940700
59200,220.18,291.11,340.683,"","",4599940800
59100,220.21,291.13,340.681,"","",4599940900
59000,220.24,291.16,340.68,"","",4599941000
58900,220.28,291.19,340.678,"","",4599941100
58800,220.27,291.21,340.676,"","",4599941200
58700,220.26,291.24,340.674,"","",4599941300
58600,220.26,291.26,340.672,"","",4599941400
58500,220.25,291.29,340.67,"","",4599941500
58400,220.25,291.31,340.668,"","",4599941600
58300,220.24,291.34,340.666,"","",4599941700
58200,220.23,291.36,340.664,"","",4599941800
58100,220.23,291.39,340.662,"","",4599941900
58000,220.22,291.41,340.66,"","",4599942000
57900,220.22,291.44,340.658,"","",4599942100
57800,220.2,291.46,340.658,"","",4599942200
57700,220.18,291.49,340.659,"","",4599942300
57600,220.17,291.52,340.659,"","",4599942400
57500,220.15,291.54,340.659,"","",4599942500
57400,220.13,291.57,340.659,"","",4599942600
57300,220.12,291.6,340.659,"","",4599942700
57200,220.1,291.62,340.659,"","",4599942800
57100,220.09,291.65,340.659,"","",4599942900
57000,220.07,291.68,340.659,"","",4599943000
56900,220.05,291.7,340.659,"","",4599943100
56800,220.03,291.72,340.654,"","",4599943200
56700,220,291.74,340.649,"","",4599943300
56600,219.97,291.77,340.644,"","",4599943400
56500,219.94,291.79,340.639,"","",4599943500
56400,219.91,291.81,340.634,"","",4599943600
56300,219.88,291.83,340.628,"","",4599943700
56200,219.86,291.85,340.623,"","",4599943800
56100,219.83,291.87,340.618,"","",4599943900
56000,219.8,291.89,340.613,"","",4599944000
55900,219.77,291.92,340.608,"","",4599944100
55800,219.73,291.94,340.607,"","",4599944200
55700,219.69,291.96,340.606,"","",4599944300
55600,219.64,291.98,340.605,"","",4599944400
55500,219.6,292.01,340.604,"","",4599944500
55400,219.56,292.03,340.603,"","",4599944600
55300,219.52,292.05,340.602,"","",4599944700
55200,219.47,292.08,340.601,"","",4599944800
55100,219.43,292.1,340.601,"","",4599944900
55000,219.39,292.12,340.6,"","",4599945000
54900,219.35,292.15,340.599,"","",4599945100
54800,219.31,292.17,340.6,"","",4599945200
54700,219.27,292.19,340.602,"","",4599945300
54600,219.23,292.22,340.603,"","",4599945400
54500,219.19,292.24,340.605,"","",4599945500
54400,219.15,292.26,340.607,"","",4599945600
54300,219.11,292.29,340.608,"","",4599945700
54200,219.07,292.31,340.61,"","",4599945800
54100,219.02,292.33,340.612,"","",4599945900
54000,218.98,292.36,340.613,"","",4599946000
53900,218.94,292.38,340.615,"","",4599946100
53800,218.9,292.4,340.611,"","",4599946200
53700,218.85,292.41,340.608,"","",4599946300
53600,218.8,292.43,340.604,"","",4599946400
53500,218.76,292.44,340.601,"","",4599946500
53400,218.71,292.46,340.597,"","",4599946600
53300,218.67,292.48,340.593,"","",4599946700
53200,218.62,292.49,340.59,"","",4599946800
53100,218.57,292.51,340.586,"","",4599946900
53000,218.53,292.52,340.583,"","",4599947000
52900,218.48,292.54,340.579,"","",4599947100
52800,218.44,292.56,340.58,"","",4599947200
52700,218.39,292.57,340.582,"","",4599947300
52600,218.35,292.59,340.583,"","",4599947400
52500,218.3,292.61,340.584,"","",4599947500
52400,218.26,292.63,340.585,"","",4599947600
52300,218.21,292.64,340.586,"","",4599947700
52200,218.17,292.66,340.587,"","",4599947800
52100,218.12,292.68,340.588,"","",4599947900
52000,218.08,292.69,340.589,"","",4599948000
51900,218.04,292.71,340.591,"","",4599948100
51800,218,292.72,340.59,"","",4599948200
51700,217.96,292.73,340.589,"","",4599948300
51600,217.93,292.75,340.589,"","",4599948400
51500,217.89,292.76,340.588,"","",4599948500
