Title: Sunspot, latitude and percentage area
Source:  http://solarscience.msfc.nasa.gov/greenwch/bflydata.txt
Year,Latitude, Percentage of area
1874.391,-87.44,0.0000
1874.391,-73.57,0.0000
1874.391,-66.69,0.0000
1874.391,-61.35,0.0000
1874.391,-56.80,0.0000
1874.391,-52.74,0.0000
1874.391,-49.03,0.0000
1874.391,-45.58,0.0000
1874.391,-42.34,0.0000
1874.391,-39.25,0.0000
1874.391,-36.29,0.0000
1874.391,-33.44,0.0000
1874.391,-30.68,0.0000
1874.391,-27.99,0.0000
1874.391,-25.38,0.0000
1874.391,-22.81,0.0000
1874.391,-20.30,0.0000
1874.391,-17.83,0.0000
1874.391,-15.39,-0.0035
1874.391,-12.97,-0.0009
1874.391,-10.58,0.0000
1874.391,-8.21,-0.0108
1874.391,-5.86,-0.0037
1874.391,-3.51,0.0000
1874.391,-1.17,0.0000
1874.391,1.17,0.0000
1874.391,3.51,0.0000
1874.391,5.86,0.0000
1874.391,8.21,-0.0031
1874.391,10.58,0.0000
1874.391,12.97,0.0000
1874.391,15.39,0.0000
1874.391,17.83,0.0000
1874.391,20.30,-0.0002
1874.391,22.81,-0.0003
1874.391,25.38,0.0000
1874.391,27.99,0.0000
1874.391,30.68,0.0000
1874.391,33.44,0.0000
1874.391,36.29,0.0000
1874.391,39.25,0.0000
1874.391,42.34,0.0000
1874.391,45.58,0.0000
1874.391,49.03,0.0000
1874.391,52.74,0.0000
1874.391,56.80,0.0000
1874.391,61.35,0.0000
1874.391,66.69,0.0000
1874.391,73.57,0.0000
1874.391,87.44,0.0000
1874.465,-87.44,0.0000
1874.465,-73.57,0.0000
1874.465,-66.69,0.0000
1874.465,-61.35,0.0000
1874.465,-56.80,0.0000
1874.465,-52.74,0.0000
1874.465,-49.03,0.0000
1874.465,-45.58,0.0000
1874.465,-42.34,0.0000
1874.465,-39.25,0.0000
1874.465,-36.29,0.0000
1874.465,-33.44,0.0000
1874.465,-30.68,0.0000
1874.465,-27.99,0.0000
1874.465,-25.38,0.0000
1874.465,-22.81,0.0000
1874.465,-20.30,0.0000
1874.465,-17.83,0.0000
1874.465,-15.39,-0.0010
1874.465,-12.97,0.0000
1874.465,-10.58,-0.0036
1874.465,-8.21,-0.0013
1874.465,-5.86,-0.0011
1874.465,-3.51,0.0000
1874.465,-1.17,0.0000
1874.465,1.17,0.0000
1874.465,3.51,0.0000
1874.465,5.86,0.0000
1874.465,8.21,-0.0001
1874.465,10.58,-0.0129
1874.465,12.97,-0.0027
1874.465,15.39,0.0000
1874.465,17.83,0.0000
1874.465,20.30,0.0000
1874.465,22.81,0.0000
1874.465,25.38,0.0000
1874.465,27.99,0.0000
1874.465,30.68,0.0000
1874.465,33.44,0.0000
1874.465,36.29,0.0000
1874.465,39.25,0.0000
1874.465,42.34,0.0000
1874.465,45.58,0.0000
1874.465,49.03,0.0000
1874.465,52.74,0.0000
1874.465,56.80,0.0000
1874.465,61.35,0.0000
1874.465,66.69,0.0000
1874.465,73.57,0.0000
1874.465,87.44,0.0000
1874.542,-87.44,0.0000
1874.542,-73.57,0.0000
1874.542,-66.69,0.0000
1874.542,-61.35,0.0000
1874.542,-56.80,0.0000
1874.542,-52.74,0.0000
1874.542,-49.03,0.0000
1874.542,-45.58,0.0000
1874.542,-42.34,0.0000
1874.542,-39.25,0.0000
1874.542,-36.29,0.0000
1874.542,-33.44,0.0000
1874.542,-30.68,0.0000
1874.542,-27.99,0.0000
1874.542,-25.38,0.0000
1874.542,-22.81,0.0000
1874.542,-20.30,0.0000
1874.542,-17.83,0.0000
1874.542,-15.39,0.0000
1874.542,-12.97,0.0000
1874.542,-10.58,-0.0331
1874.542,-8.21,-0.0009
1874.542,-5.86,-0.0095
1874.542,-3.51,-0.0008
1874.542,-1.17,0.0000
1874.542,1.17,0.0000
1874.542,3.51,-0.0001
1874.542,5.86,-0.0023
1874.542,8.21,-0.0013
1874.542,10.58,-0.0403
1874.542,12.97,-0.0029
1874.542,15.39,-0.0005
1874.542,17.83,-0.0082
1874.542,20.30,-0.0028
1874.542,22.81,-0.0004
1874.542,25.38,0.0000
1874.542,27.99,0.0000
1874.542,30.68,0.0000
1874.542,33.44,0.0000
1874.542,36.29,0.0000
1874.542,39.25,0.0000
1874.542,42.34,0.0000
1874.542,45.58,0.0000
1874.542,49.03,0.0000
1874.542,52.74,0.0000
1874.542,56.80,0.0000
1874.542,61.35,0.0000
1874.542,66.69,0.0000
1874.542,73.57,0.0000
1874.542,87.44,0.0000
1874.616,-87.44,0.0000
1874.616,-73.57,0.0000
1874.616,-66.69,0.0000
1874.616,-61.35,0.0000
1874.616,-56.80,0.0000
1874.616,-52.74,0.0000
1874.616,-49.03,0.0000
1874.616,-45.58,0.0000
1874.616,-42.34,0.0000
1874.616,-39.25,0.0000
1874.616,-36.29,0.0000
1874.616,-33.44,0.0000
1874.616,-30.68,0.0000
1874.616,-27.99,0.0000
1874.616,-25.38,0.0000
1874.616,-22.81,0.0000
1874.616,-20.30,-0.0064
1874.616,-17.83,-0.0159
1874.616,-15.39,0.0000
1874.616,-12.97,-0.0007
1874.616,-10.58,-0.0012
1874.616,-8.21,0.0000
1874.616,-5.86,0.0000
1874.616,-3.51,0.0000
1874.616,-1.17,0.0000
1874.616,1.17,-0.0056
1874.616,3.51,-0.0053
1874.616,5.86,-0.0263
1874.616,8.21,-0.0072
1874.616,10.58,-0.0255
1874.616,12.97,-0.0022
1874.616,15.39,0.0000
1874.616,17.83,-0.0015
1874.616,20.30,-0.0001
1874.616,22.81,0.0000
1874.616,25.38,0.0000
1874.616,27.99,0.0000
1874.616,30.68,0.0000
1874.616,33.44,0.0000
1874.616,36.29,0.0000
1874.616,39.25,0.0000
1874.616,42.34,0.0000
1874.616,45.58,0.0000
1874.616,49.03,0.0000
1874.616,52.74,0.0000
1874.616,56.80,0.0000
1874.616,61.35,0.0000
1874.616,66.69,0.0000
1874.616,73.57,0.0000
1874.616,87.44,0.0000
1874.690,-87.44,0.0000
1874.690,-73.57,0.0000
1874.690,-66.69,0.0000
1874.690,-61.35,0.0000
1874.690,-56.80,0.0000
1874.690,-52.74,0.0000
1874.690,-49.03,0.0000
1874.690,-45.58,0.0000
1874.690,-42.34,0.0000
1874.690,-39.25,0.0000
1874.690,-36.29,0.0000
1874.690,-33.44,0.0000
1874.690,-30.68,0.0000
1874.690,-27.99,0.0000
1874.690,-25.38,0.0000
1874.690,-22.81,0.0000
1874.690,-20.30,-0.0002
1874.690,-17.83,-0.0206
1874.690,-15.39,-0.0103
1874.690,-12.97,-0.0001
1874.690,-10.58,-0.0014
1874.690,-8.21,-0.0055
1874.690,-5.86,-0.0001
1874.690,-3.51,0.0000
1874.690,-1.17,0.0000
1874.690,1.17,-0.0065
1874.690,3.51,-0.0052
1874.690,5.86,-0.0008
1874.690,8.21,0.0000
1874.690,10.58,-0.0007
1874.690,12.97,-0.0002
1874.690,15.39,0.0000
1874.690,17.83,0.0000
1874.690,20.30,0.0000
1874.690,22.81,0.0000
1874.690,25.38,0.0000
1874.690,27.99,0.0000
1874.690,30.68,0.0000
1874.690,33.44,0.0000
1874.690,36.29,0.0000
1874.690,39.25,0.0000
1874.690,42.34,0.0000
1874.690,45.58,0.0000
1874.690,49.03,0.0000
1874.690,52.74,0.0000
1874.690,56.80,0.0000
1874.690,61.35,0.0000
1874.690,66.69,0.0000
1874.690,73.57,0.0000
1874.690,87.44,0.0000
1874.767,-87.44,0.0000
1874.767,-73.57,0.0000
1874.767,-66.69,0.0000
1874.767,-61.35,0.0000
1874.767,-56.80,0.0000
1874.767,-52.74,0.0000
1874.767,-49.03,0.0000
1874.767,-45.58,0.0000
1874.767,-42.34,0.0000
1874.767,-39.25,0.0000
1874.767,-36.29,0.0000
1874.767,-33.44,0.0000
1874.767,-30.68,0.0000
1874.767,-27.99,0.0000
1874.767,-25.38,0.0000
1874.767,-22.81,0.0000
1874.767,-20.30,0.0000
1874.767,-17.83,0.0000
1874.767,-15.39,-0.0014
1874.767,-12.97,-0.0432
1874.767,-10.58,-0.0004
1874.767,-8.21,-0.0134
1874.767,-5.86,0.0000
1874.767,-3.51,0.0000
1874.767,-1.17,0.0000
1874.767,1.17,0.0000
1874.767,3.51,-0.0006
1874.767,5.86,-0.0002
1874.767,8.21,-0.0013
1874.767,10.58,0.0000
1874.767,12.97,0.0000
1874.767,15.39,0.0000
1874.767,17.83,0.0000
1874.767,20.30,-0.0007
1874.767,22.81,-0.0003
1874.767,25.38,0.0000
1874.767,27.99,0.0000
1874.767,30.68,0.0000
1874.767,33.44,0.0000
1874.767,36.29,0.0000
1874.767,39.25,0.0000
1874.767,42.34,0.0000
1874.767,45.58,0.0000
1874.767,49.03,0.0000
1874.767,52.74,0.0000
1874.767,56.80,0.0000
1874.767,61.35,0.0000
1874.767,66.69,0.0000
1874.767,73.57,0.0000
1874.767,87.44,0.0000
1874.841,-87.44,0.0000
1874.841,-73.57,0.0000
1874.841,-66.69,0.0000
1874.841,-61.35,0.0000
1874.841,-56.80,0.0000
1874.841,-52.74,0.0000
1874.841,-49.03,0.0000
1874.841,-45.58,0.0000
1874.841,-42.34,0.0000
1874.841,-39.25,0.0000
1874.841,-36.29,0.0000
1874.841,-33.44,0.0000
1874.841,-30.68,0.0000
1874.841,-27.99,0.0000
1874.841,-25.38,0.0000
1874.841,-22.81,0.0000
1874.841,-20.30,0.0000
1874.841,-17.83,-0.0034
1874.841,-15.39,-0.0017
1874.841,-12.97,-0.0058
1874.841,-10.58,0.0000
1874.841,-8.21,-0.0019
1874.841,-5.86,0.0000
1874.841,-3.51,0.0000
1874.841,-1.17,0.0000
1874.841,1.17,0.0000
1874.841,3.51,0.0000
1874.841,5.86,0.0000
1874.841,8.21,-0.0036
1874.841,10.58,-0.0011
1874.841,12.97,-0.0006
1874.841,15.39,0.0000
1874.841,17.83,0.0000
1874.841,20.30,0.0000
1874.841,22.81,0.0000
1874.841,25.38,0.0000
1874.841,27.99,0.0000
1874.841,30.68,0.0000
1874.841,33.44,0.0000
1874.841,36.29,0.0000
1874.841,39.25,0.0000
1874.841,42.34,0.0000
1874.841,45.58,0.0000
1874.841,49.03,0.0000
1874.841,52.74,0.0000
1874.841,56.80,0.0000
1874.841,61.35,0.0000
1874.841,66.69,0.0000
1874.841,73.57,0.0000
1874.841,87.44,0.0000
1874.914,-87.44,0.0000
1874.914,-73.57,0.0000
1874.914,-66.69,0.0000
1874.914,-61.35,0.0000
1874.914,-56.80,0.0000
1874.914,-52.74,0.0000
1874.914,-49.03,0.0000
1874.914,-45.58,0.0000
1874.914,-42.34,0.0000
1874.914,-39.25,0.0000
1874.914,-36.29,0.0000
1874.914,-33.44,0.0000
1874.914,-30.68,0.0000
1874.914,-27.99,0.0000
1874.914,-25.38,0.0000
1874.914,-22.81,0.0000
1874.914,-20.30,0.0000
1874.914,-17.83,-0.0034
1874.914,-15.39,-0.0122
1874.914,-12.97,-0.0016
1874.914,-10.58,0.0000
1874.914,-8.21,0.0000
1874.914,-5.86,0.0000
1874.914,-3.51,0.0000
1874.914,-1.17,0.0000
1874.914,1.17,0.0000
1874.914,3.51,-0.0022
1874.914,5.86,-0.0008
1874.914,8.21,-0.0132
1874.914,10.58,0.0000
1874.914,12.97,0.0000
1874.914,15.39,-0.0072
1874.914,17.83,0.0000
1874.914,20.30,0.0000
1874.914,22.81,0.0000
1874.914,25.38,0.0000
1874.914,27.99,0.0000
1874.914,30.68,0.0000
1874.914,33.44,0.0000
1874.914,36.29,0.0000
1874.914,39.25,0.0000
1874.914,42.34,0.0000
1874.914,45.58,0.0000
1874.914,49.03,0.0000
1874.914,52.74,0.0000
1874.914,56.80,0.0000
1874.914,61.35,0.0000
1874.914,66.69,0.0000
1874.914,73.57,0.0000
1874.914,87.44,0.0000
1874.988,-87.44,0.0000
1874.988,-73.57,0.0000
1874.988,-66.69,0.0000
1874.988,-61.35,0.0000
1874.988,-56.80,0.0000
1874.988,-52.74,0.0000
1874.988,-49.03,0.0000
1874.988,-45.58,0.0000
1874.988,-42.34,0.0000
1874.988,-39.25,0.0000
1874.988,-36.29,0.0000
1874.988,-33.44,0.0000
1874.988,-30.68,0.0000
1874.988,-27.99,0.0000
1874.988,-25.38,0.0000
1874.988,-22.81,0.0000
1874.988,-20.30,0.0000
1874.988,-17.83,0.0000
1874.988,-15.39,0.0000
1874.988,-12.97,-0.0002
1874.988,-10.58,0.0000
1874.988,-8.21,0.0000
1874.988,-5.86,-0.0012
1874.988,-3.51,0.0000
1874.988,-1.17,0.0000
1874.988,1.17,0.0000
1874.988,3.51,0.0000
1874.988,5.86,-0.0052
1874.988,8.21,-0.0038
1874.988,10.58,0.0000
1874.988,12.97,-0.0001
1874.988,15.39,0.0000
1874.988,17.83,0.0000
1874.988,20.30,0.0000
1874.988,22.81,0.0000
1874.988,25.38,0.0000
1874.988,27.99,0.0000
1874.988,30.68,0.0000
1874.988,33.44,0.0000
1874.988,36.29,0.0000
1874.988,39.25,0.0000
1874.988,42.34,0.0000
1874.988,45.58,0.0000
1874.988,49.03,0.0000
1874.988,52.74,0.0000
1874.988,56.80,0.0000
1874.988,61.35,0.0000
1874.988,66.69,0.0000
1874.988,73.57,0.0000
1874.988,87.44,0.0000
1875.066,-87.44,0.0000
1875.066,-73.57,0.0000
1875.066,-66.69,0.0000
1875.066,-61.35,0.0000
1875.066,-56.80,0.0000
1875.066,-52.74,0.0000
1875.066,-49.03,0.0000
1875.066,-45.58,0.0000
1875.066,-42.34,0.0000
1875.066,-39.25,0.0000
1875.066,-36.29,0.0000
1875.066,-33.44,0.0000
1875.066,-30.68,0.0000
1875.066,-27.99,0.0000
1875.066,-25.38,0.0000
1875.066,-22.81,0.0000
1875.066,-20.30,0.0000
1875.066,-17.83,0.0000
1875.066,-15.39,0.0000
1875.066,-12.97,-0.0026
1875.066,-10.58,0.0000
1875.066,-8.21,-0.0001
1875.066,-5.86,0.0000
1875.066,-3.51,0.0000
1875.066,-1.17,0.0000
1875.066,1.17,0.0000
1875.066,3.51,0.0000
1875.066,5.86,-0.0043
1875.066,8.21,0.0000
1875.066,10.58,-0.0007
1875.066,12.97,0.0000
1875.066,15.39,0.0000
1875.066,17.83,0.0000
1875.066,20.30,0.0000
1875.066,22.81,0.0000
1875.066,25.38,0.0000
1875.066,27.99,0.0000
1875.066,30.68,0.0000
1875.066,33.44,0.0000
1875.066,36.29,0.0000
1875.066,39.25,0.0000
1875.066,42.34,0.0000
1875.066,45.58,0.0000
1875.066,49.03,0.0000
1875.066,52.74,0.0000
1875.066,56.80,0.0000
1875.066,61.35,0.0000
1875.066,66.69,0.0000
1875.066,73.57,0.0000
1875.066,87.44,0.0000
1875.140,-87.44,0.0000
1875.140,-73.57,0.0000
1875.140,-66.69,0.0000
1875.140,-61.35,0.0000
1875.140,-56.80,0.0000
1875.140,-52.74,0.0000
1875.140,-49.03,0.0000
1875.140,-45.58,0.0000
1875.140,-42.34,0.0000
1875.140,-39.25,0.0000
1875.140,-36.29,0.0000
1875.140,-33.44,0.0000
1875.140,-30.68,0.0000
1875.140,-27.99,0.0000
1875.140,-25.38,0.0000
1875.140,-22.81,0.0000
1875.140,-20.30,0.0000
1875.140,-17.83,0.0000
1875.140,-15.39,0.0000
1875.140,-12.97,-0.0006
1875.140,-10.58,0.0000
1875.140,-8.21,0.0000
1875.140,-5.86,0.0000
1875.140,-3.51,0.0000
1875.140,-1.17,0.0000
1875.140,1.17,0.0000
1875.140,3.51,0.0000
1875.140,5.86,-0.0008
1875.140,8.21,0.0000
1875.140,10.58,-0.0001
1875.140,12.97,-0.0001
1875.140,15.39,0.0000
1875.140,17.83,-0.0077
1875.140,20.30,-0.0019
1875.140,22.81,0.0000
1875.140,25.38,0.0000
1875.140,27.99,0.0000
1875.140,30.68,0.0000
1875.140,33.44,0.0000
1875.140,36.29,0.0000
1875.140,39.25,0.0000
1875.140,42.34,0.0000
1875.140,45.58,0.0000
1875.140,49.03,0.0000
1875.140,52.74,0.0000
1875.140,56.80,0.0000
1875.140,61.35,0.0000
1875.140,66.69,0.0000
1875.140,73.57,0.0000
1875.140,87.44,0.0000
1875.214,-87.44,0.0000
1875.214,-73.57,0.0000
1875.214,-66.69,0.0000
1875.214,-61.35,0.0000
1875.214,-56.80,0.0000
1875.214,-52.74,0.0000
1875.214,-49.03,0.0000
1875.214,-45.58,0.0000
1875.214,-42.34,0.0000
1875.214,-39.25,0.0000
1875.214,-36.29,0.0000
1875.214,-33.44,0.0000
1875.214,-30.68,0.0000
1875.214,-27.99,0.0000
1875.214,-25.38,0.0000
1875.214,-22.81,0.0000
1875.214,-20.30,0.0000
1875.214,-17.83,-0.0006
1875.214,-15.39,-0.0012
1875.214,-12.97,-0.0031
1875.214,-10.58,-0.0050
1875.214,-8.21,-0.0015
1875.214,-5.86,-0.0007
1875.214,-3.51,-0.0038
1875.214,-1.17,0.0000
1875.214,1.17,0.0000
1875.214,3.51,-0.0015
1875.214,5.86,-0.0022
1875.214,8.21,-0.0007
1875.214,10.58,0.0000
1875.214,12.97,0.0000
1875.214,15.39,-0.0027
1875.214,17.83,-0.0315
1875.214,20.30,0.0000
1875.214,22.81,0.0000
1875.214,25.38,0.0000
1875.214,27.99,0.0000
1875.214,30.68,0.0000
1875.214,33.44,0.0000
1875.214,36.29,0.0000
1875.214,39.25,0.0000
1875.214,42.34,0.0000
1875.214,45.58,0.0000
1875.214,49.03,0.0000
1875.214,52.74,0.0000
1875.214,56.80,0.0000
1875.214,61.35,0.0000
1875.214,66.69,0.0000
1875.214,73.57,0.0000
1875.214,87.44,0.0000
1875.290,-87.44,0.0000
1875.290,-73.57,0.0000
1875.290,-66.69,0.0000
1875.290,-61.35,0.0000
1875.290,-56.80,0.0000
1875.290,-52.74,0.0000
1875.290,-49.03,0.0000
1875.290,-45.58,0.0000
1875.290,-42.34,0.0000
1875.290,-39.25,0.0000
1875.290,-36.29,0.0000
1875.290,-33.44,0.0000
1875.290,-30.68,0.0000
1875.290,-27.99,0.0000
1875.290,-25.38,0.0000
1875.290,-22.81,0.0000
1875.290,-20.30,0.0000
1875.290,-17.83,-0.0006
1875.290,-15.39,-0.0171
1875.290,-12.97,-0.0039
1875.290,-10.58,-0.0002
1875.290,-8.21,-0.0001
1875.290,-5.86,0.0000
1875.290,-3.51,-0.0001
1875.290,-1.17,0.0000
1875.290,1.17,0.0000
1875.290,3.51,-0.0038
1875.290,5.86,-0.0010
1875.290,8.21,-0.0023
1875.290,10.58,-0.0007
1875.290,12.97,0.0000
1875.290,15.39,0.0000
1875.290,17.83,-0.0081
1875.290,20.30,-0.0030
1875.290,22.81,0.0000
1875.290,25.38,0.0000
1875.290,27.99,0.0000
1875.290,30.68,0.0000
1875.290,33.44,0.0000
1875.290,36.29,0.0000
1875.290,39.25,0.0000
1875.290,42.34,0.0000
1875.290,45.58,0.0000
1875.290,49.03,0.0000
1875.290,52.74,0.0000
1875.290,56.80,0.0000
1875.290,61.35,0.0000
1875.290,66.69,0.0000
1875.290,73.57,0.0000
1875.290,87.44,0.0000
1875.364,-87.44,0.0000
1875.364,-73.57,0.0000
1875.364,-66.69,0.0000
1875.364,-61.35,0.0000
1875.364,-56.80,0.0000
1875.364,-52.74,0.0000
1875.364,-49.03,0.0000
1875.364,-45.58,0.0000
1875.364,-42.34,0.0000
1875.364,-39.25,0.0000
1875.364,-36.29,0.0000
1875.364,-33.44,0.0000
1875.364,-30.68,0.0000
1875.364,-27.99,0.0000
1875.364,-25.38,0.0000
1875.364,-22.81,0.0000
1875.364,-20.30,0.0000
1875.364,-17.83,0.0000
1875.364,-15.39,-0.0012
1875.364,-12.97,-0.0037
1875.364,-10.58,0.0000
1875.364,-8.21,0.0000
1875.364,-5.86,-0.0049
1875.364,-3.51,0.0000
1875.364,-1.17,0.0000
1875.364,1.17,0.0000
1875.364,3.51,0.0000
1875.364,5.86,0.0000
1875.364,8.21,-0.0137
1875.364,10.58,-0.0158
1875.364,12.97,-0.0012
1875.364,15.39,0.0000
1875.364,17.83,0.0000
1875.364,20.30,0.0000
1875.364,22.81,0.0000
1875.364,25.38,0.0000
1875.364,27.99,0.0000
1875.364,30.68,0.0000
1875.364,33.44,0.0000
1875.364,36.29,0.0000
1875.364,39.25,0.0000
1875.364,42.34,0.0000
1875.364,45.58,0.0000
1875.364,49.03,0.0000
1875.364,52.74,0.0000
1875.364,56.80,0.0000
1875.364,61.35,0.0000
1875.364,66.69,0.0000
1875.364,73.57,0.0000
1875.364,87.44,0.0000
1875.438,-87.44,0.0000
1875.438,-73.57,0.0000
1875.438,-66.69,0.0000
1875.438,-61.35,0.0000
1875.438,-56.80,0.0000
1875.438,-52.74,0.0000
1875.438,-49.03,0.0000
1875.438,-45.58,0.0000
1875.438,-42.34,0.0000
1875.438,-39.25,0.0000
1875.438,-36.29,0.0000
1875.438,-33.44,0.0000
1875.438,-30.68,0.0000
1875.438,-27.99,0.0000
1875.438,-25.38,0.0000
1875.438,-22.81,0.0000
1875.438,-20.30,0.0000
1875.438,-17.83,0.0000
1875.438,-15.39,0.0000
1875.438,-12.97,0.0000
1875.438,-10.58,-0.0138
1875.438,-8.21,0.0000
1875.438,-5.86,0.0000
1875.438,-3.51,0.0000
1875.438,-1.17,0.0000
1875.438,1.17,0.0000
1875.438,3.51,0.0000
1875.438,5.86,0.0000
1875.438,8.21,-0.0005
1875.438,10.58,0.0000
1875.438,12.97,0.0000
1875.438,15.39,-0.0001
1875.438,17.83,0.0000
1875.438,20.30,0.0000
1875.438,22.81,0.0000
1875.438,25.38,0.0000
1875.438,27.99,0.0000
1875.438,30.68,0.0000
1875.438,33.44,0.0000
1875.438,36.29,0.0000
1875.438,39.25,0.0000
1875.438,42.34,0.0000
1875.438,45.58,0.0000
1875.438,49.03,0.0000
1875.438,52.74,0.0000
1875.438,56.80,0.0000
1875.438,61.35,0.0000
1875.438,66.69,0.0000
1875.438,73.57,0.0000
1875.438,87.44,0.0000
1875.512,-87.44,0.0000
1875.512,-73.57,0.0000
1875.512,-66.69,0.0000
1875.512,-61.35,0.0000
1875.512,-56.80,0.0000
1875.512,-52.74,0.0000
1875.512,-49.03,0.0000
1875.512,-45.58,0.0000
1875.512,-42.34,0.0000
1875.512,-39.25,0.0000
1875.512,-36.29,0.0000
1875.512,-33.44,0.0000
1875.512,-30.68,0.0000
1875.512,-27.99,0.0000
1875.512,-25.38,0.0000
1875.512,-22.81,0.0000
1875.512,-20.30,0.0000
1875.512,-17.83,0.0000
1875.512,-15.39,0.0000
1875.512,-12.97,-0.0006
1875.512,-10.58,-0.0062
1875.512,-8.21,-0.0142
1875.512,-5.86,0.0000
1875.512,-3.51,0.0000
1875.512,-1.17,0.0000
1875.512,1.17,0.0000
1875.512,3.51,0.0000
1875.512,5.86,-0.0143
1875.512,8.21,0.0000
1875.512,10.58,-0.0009
1875.512,12.97,-0.0005
1875.512,15.39,0.0000
1875.512,17.83,-0.0001
1875.512,20.30,0.0000
1875.512,22.81,0.0000
1875.512,25.38,0.0000
1875.512,27.99,0.0000
1875.512,30.68,0.0000
1875.512,33.44,0.0000
1875.512,36.29,0.0000
1875.512,39.25,0.0000
1875.512,42.34,0.0000
1875.512,45.58,0.0000
1875.512,49.03,0.0000
1875.512,52.74,0.0000
1875.512,56.80,0.0000
1875.512,61.35,0.0000
1875.512,66.69,0.0000
1875.512,73.57,0.0000
1875.512,87.44,0.0000
1875.589,-87.44,0.0000
1875.589,-73.57,0.0000
1875.589,-66.69,0.0000
1875.589,-61.35,0.0000
1875.589,-56.80,0.0000
1875.589,-52.74,0.0000
1875.589,-49.03,0.0000
1875.589,-45.58,0.0000
1875.589,-42.34,0.0000
1875.589,-39.25,0.0000
1875.589,-36.29,0.0000
1875.589,-33.44,0.0000
1875.589,-30.68,0.0000
1875.589,-27.99,0.0000
1875.589,-25.38,0.0000
1875.589,-22.81,0.0000
1875.589,-20.30,0.0000
1875.589,-17.83,0.0000
1875.589,-15.39,0.0000
1875.589,-12.97,0.0000
1875.589,-10.58,0.0000
1875.589,-8.21,0.0000
1875.589,-5.86,0.0000
1875.589,-3.51,0.0000
1875.589,-1.17,0.0000
1875.589,1.17,0.0000
1875.589,3.51,0.0000
1875.589,5.86,0.0000
1875.589,8.21,-0.0075
1875.589,10.58,0.0000
1875.589,12.97,0.0000
1875.589,15.39,-0.0013
1875.589,17.83,-0.0011
1875.589,20.30,0.0000
1875.589,22.81,-0.0001
1875.589,25.38,0.0000
1875.589,27.99,0.0000
1875.589,30.68,0.0000
1875.589,33.44,0.0000
1875.589,36.29,0.0000
1875.589,39.25,0.0000
1875.589,42.34,0.0000
1875.589,45.58,0.0000
1875.589,49.03,0.0000
1875.589,52.74,0.0000
1875.589,56.80,0.0000
1875.589,61.35,0.0000
1875.589,66.69,0.0000
1875.589,73.57,0.0000
1875.589,87.44,0.0000
1875.663,-87.44,0.0000
1875.663,-73.57,0.0000
1875.663,-66.69,0.0000
1875.663,-61.35,0.0000
1875.663,-56.80,0.0000
1875.663,-52.74,0.0000
1875.663,-49.03,0.0000
1875.663,-45.58,0.0000
1875.663,-42.34,0.0000
1875.663,-39.25,0.0000
1875.663,-36.29,0.0000
1875.663,-33.44,0.0000
1875.663,-30.68,0.0000
1875.663,-27.99,0.0000
1875.663,-25.38,0.0000
1875.663,-22.81,0.0000
1875.663,-20.30,0.0000
1875.663,-17.83,0.0000
1875.663,-15.39,0.0000
1875.663,-12.97,0.0000
1875.663,-10.58,-0.0001
1875.663,-8.21,0.0000
1875.663,-5.86,0.0000
1875.663,-3.51,0.0000
1875.663,-1.17,0.0000
1875.663,1.17,0.0000
1875.663,3.51,0.0000
1875.663,5.86,-0.0020
1875.663,8.21,-0.0074
1875.663,10.58,-0.0003
1875.663,12.97,0.0000
1875.663,15.39,0.0000
1875.663,17.83,0.0000
1875.663,20.30,0.0000
1875.663,22.81,0.0000
1875.663,25.38,0.0000
1875.663,27.99,0.0000
1875.663,30.68,0.0000
1875.663,33.44,0.0000
1875.663,36.29,0.0000
1875.663,39.25,0.0000
1875.663,42.34,0.0000
1875.663,45.58,0.0000
1875.663,49.03,0.0000
1875.663,52.74,0.0000
1875.663,56.80,0.0000
1875.663,61.35,0.0000
1875.663,66.69,0.0000
1875.663,73.57,0.0000
1875.663,87.44,0.0000
1875.736,-87.44,0.0000
1875.736,-73.57,0.0000
1875.736,-66.69,0.0000
1875.736,-61.35,0.0000
1875.736,-56.80,0.0000
1875.736,-52.74,0.0000
1875.736,-49.03,0.0000
1875.736,-45.58,0.0000
1875.736,-42.34,0.0000
1875.736,-39.25,0.0000
1875.736,-36.29,0.0000
1875.736,-33.44,0.0000
1875.736,-30.68,0.0000
1875.736,-27.99,0.0000
1875.736,-25.38,0.0000
1875.736,-22.81,0.0000
1875.736,-20.30,0.0000
1875.736,-17.83,-0.0001
1875.736,-15.39,-0.0001
1875.736,-12.97,0.0000
1875.736,-10.58,0.0000
1875.736,-8.21,0.0000
1875.736,-5.86,0.0000
1875.736,-3.51,0.0000
1875.736,-1.17,0.0000
1875.736,1.17,0.0000
1875.736,3.51,0.0000
1875.736,5.86,-0.0001
1875.736,8.21,-0.0002
1875.736,10.58,0.0000
1875.736,12.97,0.0000
1875.736,15.39,-0.0010
1875.736,17.83,0.0000
1875.736,20.30,0.0000
1875.736,22.81,0.0000
1875.736,25.38,0.0000
1875.736,27.99,0.0000
1875.736,30.68,0.0000
1875.736,33.44,0.0000
1875.736,36.29,0.0000
1875.736,39.25,0.0000
1875.736,42.34,0.0000
1875.736,45.58,0.0000
1875.736,49.03,0.0000
1875.736,52.74,0.0000
1875.736,56.80,0.0000
1875.736,61.35,0.0000
1875.736,66.69,0.0000
1875.736,73.57,0.0000
1875.736,87.44,0.0000
1875.810,-87.44,0.0000
