Title: Sunspot, latitude and percentage area
Source:  http://solarscience.msfc.nasa.gov/greenwch/bflydata.txt
Year,Latitude, Percentage of area
1925.397,8.21,0.0000
1925.397,10.58,0.0001
1925.397,12.97,0.0001
1925.397,15.39,0.0348
1925.397,17.83,0.0051
1925.397,20.30,0.0067
1925.397,22.81,0.0117
1925.397,25.38,0.0005
1925.397,27.99,0.0007
1925.397,30.68,0.0001
1925.397,33.44,0.0045
1925.397,36.29,0.0011
1925.397,39.25,0.0000
1925.397,42.34,0.0000
1925.397,45.58,0.0000
1925.397,49.03,0.0000
1925.397,52.74,0.0000
1925.397,56.80,0.0000
1925.397,61.35,0.0000
1925.397,66.69,0.0000
1925.397,73.57,0.0000
1925.397,87.44,0.0000
1925.474,-87.44,0.0000
1925.474,-73.57,0.0000
1925.474,-66.69,0.0000
1925.474,-61.35,0.0000
1925.474,-56.80,0.0000
1925.474,-52.74,0.0000
1925.474,-49.03,0.0000
1925.474,-45.58,0.0000
1925.474,-42.34,0.0000
1925.474,-39.25,0.0000
1925.474,-36.29,0.0027
1925.474,-33.44,0.0001
1925.474,-30.68,0.0002
1925.474,-27.99,0.0032
1925.474,-25.38,0.0001
1925.474,-22.81,0.0002
1925.474,-20.30,0.0044
1925.474,-17.83,0.0002
1925.474,-15.39,0.0033
1925.474,-12.97,0.0032
1925.474,-10.58,0.0000
1925.474,-8.21,0.0000
1925.474,-5.86,0.0000
1925.474,-3.51,0.0000
1925.474,-1.17,0.0000
1925.474,1.17,0.0000
1925.474,3.51,0.0000
1925.474,5.86,0.0000
1925.474,8.21,0.0000
1925.474,10.58,0.0001
1925.474,12.97,0.0055
1925.474,15.39,0.0021
1925.474,17.83,0.0074
1925.474,20.30,0.0104
1925.474,22.81,0.0127
1925.474,25.38,0.0125
1925.474,27.99,0.0053
1925.474,30.68,0.0048
1925.474,33.44,0.0000
1925.474,36.29,0.0001
1925.474,39.25,0.0000
1925.474,42.34,0.0000
1925.474,45.58,0.0000
1925.474,49.03,0.0000
1925.474,52.74,0.0000
1925.474,56.80,0.0000
1925.474,61.35,0.0000
1925.474,66.69,0.0000
1925.474,73.57,0.0000
1925.474,87.44,0.0000
1925.548,-87.44,0.0000
1925.548,-73.57,0.0000
1925.548,-66.69,0.0000
1925.548,-61.35,0.0000
1925.548,-56.80,0.0000
1925.548,-52.74,0.0000
1925.548,-49.03,0.0000
1925.548,-45.58,0.0000
1925.548,-42.34,0.0000
1925.548,-39.25,0.0000
1925.548,-36.29,0.0007
1925.548,-33.44,0.0000
1925.548,-30.68,0.0007
1925.548,-27.99,0.0016
1925.548,-25.38,0.0004
1925.548,-22.81,0.0000
1925.548,-20.30,0.0007
1925.548,-17.83,0.0004
1925.548,-15.39,0.0209
1925.548,-12.97,0.0074
1925.548,-10.58,0.0000
1925.548,-8.21,0.0000
1925.548,-5.86,0.0000
1925.548,-3.51,0.0000
1925.548,-1.17,0.0000
1925.548,1.17,0.0000
1925.548,3.51,0.0000
1925.548,5.86,0.0000
1925.548,8.21,0.0001
1925.548,10.58,0.0001
1925.548,12.97,0.0000
1925.548,15.39,0.0002
1925.548,17.83,0.0031
1925.548,20.30,0.0011
1925.548,22.81,0.0031
1925.548,25.38,0.0002
1925.548,27.99,0.0000
1925.548,30.68,0.0000
1925.548,33.44,0.0000
1925.548,36.29,0.0000
1925.548,39.25,0.0000
1925.548,42.34,0.0000
1925.548,45.58,0.0000
1925.548,49.03,0.0000
1925.548,52.74,0.0000
1925.548,56.80,0.0000
1925.548,61.35,0.0000
1925.548,66.69,0.0000
1925.548,73.57,0.0000
1925.548,87.44,0.0000
1925.621,-87.44,0.0000
1925.621,-73.57,0.0000
1925.621,-66.69,0.0000
1925.621,-61.35,0.0000
1925.621,-56.80,0.0000
1925.621,-52.74,0.0000
1925.621,-49.03,0.0000
1925.621,-45.58,0.0000
1925.621,-42.34,0.0000
1925.621,-39.25,0.0000
1925.621,-36.29,0.0000
1925.621,-33.44,0.0000
1925.621,-30.68,0.0068
1925.621,-27.99,0.0027
1925.621,-25.38,0.0003
1925.621,-22.81,0.0000
1925.621,-20.30,0.0001
1925.621,-17.83,0.0001
1925.621,-15.39,0.0002
1925.621,-12.97,0.0001
1925.621,-10.58,0.0003
1925.621,-8.21,0.0000
1925.621,-5.86,0.0000
1925.621,-3.51,0.0000
1925.621,-1.17,0.0000
1925.621,1.17,0.0000
1925.621,3.51,0.0000
1925.621,5.86,0.0000
1925.621,8.21,0.0000
1925.621,10.58,0.0000
1925.621,12.97,0.0000
1925.621,15.39,0.0001
1925.621,17.83,0.0005
1925.621,20.30,0.0023
1925.621,22.81,0.0183
1925.621,25.38,0.0038
1925.621,27.99,0.0001
1925.621,30.68,0.0001
1925.621,33.44,0.0000
1925.621,36.29,0.0000
1925.621,39.25,0.0000
1925.621,42.34,0.0000
1925.621,45.58,0.0000
1925.621,49.03,0.0000
1925.621,52.74,0.0000
1925.621,56.80,0.0000
1925.621,61.35,0.0000
1925.621,66.69,0.0000
1925.621,73.57,0.0000
1925.621,87.44,0.0000
1925.695,-87.44,0.0000
1925.695,-73.57,0.0000
1925.695,-66.69,0.0000
1925.695,-61.35,0.0000
1925.695,-56.80,0.0000
1925.695,-52.74,0.0000
1925.695,-49.03,0.0000
1925.695,-45.58,0.0000
1925.695,-42.34,0.0000
1925.695,-39.25,0.0000
1925.695,-36.29,0.0000
1925.695,-33.44,0.0000
1925.695,-30.68,0.0001
1925.695,-27.99,0.0026
1925.695,-25.38,0.0001
1925.695,-22.81,0.0007
1925.695,-20.30,0.0018
1925.695,-17.83,0.0114
1925.695,-15.39,0.0000
1925.695,-12.97,0.0000
1925.695,-10.58,0.0000
1925.695,-8.21,0.0000
1925.695,-5.86,0.0000
1925.695,-3.51,0.0000
1925.695,-1.17,0.0000
1925.695,1.17,0.0000
1925.695,3.51,0.0000
1925.695,5.86,0.0000
1925.695,8.21,0.0000
1925.695,10.58,0.0000
1925.695,12.97,0.0001
1925.695,15.39,0.0022
1925.695,17.83,0.0009
1925.695,20.30,0.0105
1925.695,22.81,0.0103
1925.695,25.38,0.0064
1925.695,27.99,0.0013
1925.695,30.68,0.0007
1925.695,33.44,0.0000
1925.695,36.29,0.0000
1925.695,39.25,0.0000
1925.695,42.34,0.0000
1925.695,45.58,0.0000
1925.695,49.03,0.0000
1925.695,52.74,0.0000
1925.695,56.80,0.0000
1925.695,61.35,0.0000
1925.695,66.69,0.0000
1925.695,73.57,0.0000
1925.695,87.44,0.0000
1925.772,-87.44,0.0000
1925.772,-73.57,0.0000
1925.772,-66.69,0.0000
1925.772,-61.35,0.0000
1925.772,-56.80,0.0000
1925.772,-52.74,0.0000
1925.772,-49.03,0.0000
1925.772,-45.58,0.0000
1925.772,-42.34,0.0000
1925.772,-39.25,0.0000
1925.772,-36.29,0.0000
1925.772,-33.44,0.0073
1925.772,-30.68,0.0000
1925.772,-27.99,0.0003
1925.772,-25.38,0.0000
1925.772,-22.81,0.0001
1925.772,-20.30,0.0159
1925.772,-17.83,0.0049
1925.772,-15.39,0.0004
1925.772,-12.97,0.0121
1925.772,-10.58,0.0000
1925.772,-8.21,0.0000
1925.772,-5.86,0.0000
1925.772,-3.51,0.0000
1925.772,-1.17,0.0000
1925.772,1.17,0.0000
1925.772,3.51,0.0000
1925.772,5.86,0.0000
1925.772,8.21,0.0000
1925.772,10.58,0.0000
1925.772,12.97,0.0080
1925.772,15.39,0.0064
1925.772,17.83,0.0031
1925.772,20.30,0.0186
1925.772,22.81,0.0029
1925.772,25.38,0.0005
1925.772,27.99,0.0001
1925.772,30.68,0.0051
1925.772,33.44,0.0001
1925.772,36.29,0.0000
1925.772,39.25,0.0000
1925.772,42.34,0.0000
1925.772,45.58,0.0000
1925.772,49.03,0.0000
1925.772,52.74,0.0000
1925.772,56.80,0.0000
1925.772,61.35,0.0000
1925.772,66.69,0.0000
1925.772,73.57,0.0000
1925.772,87.44,0.0000
1925.846,-87.44,0.0000
1925.846,-73.57,0.0000
1925.846,-66.69,0.0000
1925.846,-61.35,0.0000
1925.846,-56.80,0.0000
1925.846,-52.74,0.0000
1925.846,-49.03,0.0000
1925.846,-45.58,0.0000
1925.846,-42.34,0.0000
1925.846,-39.25,0.0000
1925.846,-36.29,0.0000
1925.846,-33.44,0.0000
1925.846,-30.68,0.0000
1925.846,-27.99,0.0001
1925.846,-25.38,0.0053
1925.846,-22.81,0.0017
1925.846,-20.30,0.0390
1925.846,-17.83,0.0106
1925.846,-15.39,0.0118
1925.846,-12.97,0.0086
1925.846,-10.58,0.0000
1925.846,-8.21,0.0000
1925.846,-5.86,0.0000
1925.846,-3.51,0.0000
1925.846,-1.17,0.0000
1925.846,1.17,0.0000
1925.846,3.51,0.0000
1925.846,5.86,0.0000
1925.846,8.21,0.0000
1925.846,10.58,0.0001
1925.846,12.97,0.0046
1925.846,15.39,0.0033
1925.846,17.83,0.0144
1925.846,20.30,0.0043
1925.846,22.81,0.0215
1925.846,25.38,0.0018
1925.846,27.99,0.0010
1925.846,30.68,0.0001
1925.846,33.44,0.0000
1925.846,36.29,0.0000
1925.846,39.25,0.0000
1925.846,42.34,0.0000
1925.846,45.58,0.0000
1925.846,49.03,0.0000
1925.846,52.74,0.0000
1925.846,56.80,0.0000
1925.846,61.35,0.0000
1925.846,66.69,0.0000
1925.846,73.57,0.0000
1925.846,87.44,0.0000
1925.920,-87.44,0.0000
1925.920,-73.57,0.0000
1925.920,-66.69,0.0000
1925.920,-61.35,0.0000
1925.920,-56.80,0.0000
1925.920,-52.74,0.0000
1925.920,-49.03,0.0000
1925.920,-45.58,0.0000
1925.920,-42.34,0.0000
1925.920,-39.25,0.0000
1925.920,-36.29,0.0000
1925.920,-33.44,0.0010
1925.920,-30.68,0.0004
1925.920,-27.99,0.0000
1925.920,-25.38,0.0001
1925.920,-22.81,0.0075
1925.920,-20.30,0.0003
1925.920,-17.83,0.0001
1925.920,-15.39,0.0342
1925.920,-12.97,0.0001
1925.920,-10.58,0.0001
1925.920,-8.21,0.0000
1925.920,-5.86,0.0000
1925.920,-3.51,0.0000
1925.920,-1.17,0.0000
1925.920,1.17,0.0000
1925.920,3.51,0.0000
1925.920,5.86,0.0000
1925.920,8.21,0.0000
1925.920,10.58,0.0002
1925.920,12.97,0.0008
1925.920,15.39,0.0008
1925.920,17.83,0.0668
1925.920,20.30,0.0050
1925.920,22.81,0.0411
1925.920,25.38,0.0010
1925.920,27.99,0.0015
1925.920,30.68,0.0001
1925.920,33.44,0.0000
1925.920,36.29,0.0000
1925.920,39.25,0.0000
1925.920,42.34,0.0000
1925.920,45.58,0.0000
1925.920,49.03,0.0000
1925.920,52.74,0.0000
1925.920,56.80,0.0000
1925.920,61.35,0.0000
1925.920,66.69,0.0000
1925.920,73.57,0.0000
1925.920,87.44,0.0000
1925.994,-87.44,0.0000
1925.994,-73.57,0.0000
1925.994,-66.69,0.0000
1925.994,-61.35,0.0000
1925.994,-56.80,0.0000
1925.994,-52.74,0.0000
1925.994,-49.03,0.0000
1925.994,-45.58,0.0000
1925.994,-42.34,0.0000
1925.994,-39.25,0.0000
1925.994,-36.29,0.0000
1925.994,-33.44,0.0000
1925.994,-30.68,0.0001
1925.994,-27.99,0.0001
1925.994,-25.38,0.0001
1925.994,-22.81,0.0013
1925.994,-20.30,0.0911
1925.994,-17.83,0.0029
1925.994,-15.39,0.0086
1925.994,-12.97,0.0052
1925.994,-10.58,0.0001
1925.994,-8.21,0.0000
1925.994,-5.86,0.0000
1925.994,-3.51,0.0000
1925.994,-1.17,0.0000
1925.994,1.17,0.0000
1925.994,3.51,0.0000
1925.994,5.86,0.0000
1925.994,8.21,0.0001
1925.994,10.58,0.0016
1925.994,12.97,0.0001
1925.994,15.39,0.0374
1925.994,17.83,0.0001
1925.994,20.30,0.0048
1925.994,22.81,0.1207
1925.994,25.38,0.0421
1925.994,27.99,0.0073
1925.994,30.68,0.0002
1925.994,33.44,0.0000
1925.994,36.29,0.0000
1925.994,39.25,0.0003
1925.994,42.34,0.0000
1925.994,45.58,0.0000
1925.994,49.03,0.0000
1925.994,52.74,0.0000
1925.994,56.80,0.0000
1925.994,61.35,0.0000
1925.994,66.69,0.0000
1925.994,73.57,0.0000
1925.994,87.44,0.0000
1926.071,-87.44,0.0000
1926.071,-73.57,0.0000
1926.071,-66.69,0.0000
1926.071,-61.35,0.0000
1926.071,-56.80,0.0000
1926.071,-52.74,0.0000
1926.071,-49.03,0.0000
1926.071,-45.58,0.0000
1926.071,-42.34,0.0000
1926.071,-39.25,0.0000
1926.071,-36.29,0.0001
1926.071,-33.44,0.0007
1926.071,-30.68,0.0005
1926.071,-27.99,0.0001
1926.071,-25.38,0.0001
1926.071,-22.81,0.0289
1926.071,-20.30,0.0282
1926.071,-17.83,0.0192
1926.071,-15.39,0.0032
1926.071,-12.97,0.0006
1926.071,-10.58,0.0015
1926.071,-8.21,0.0007
1926.071,-5.86,0.0000
1926.071,-3.51,0.0000
1926.071,-1.17,0.0000
1926.071,1.17,0.0000
1926.071,3.51,0.0000
1926.071,5.86,0.0000
1926.071,8.21,0.0000
1926.071,10.58,0.0041
1926.071,12.97,0.0000
1926.071,15.39,0.0146
1926.071,17.83,0.0097
1926.071,20.30,0.0644
1926.071,22.81,0.0976
1926.071,25.38,0.0106
1926.071,27.99,0.0001
1926.071,30.68,0.0001
1926.071,33.44,0.0001
1926.071,36.29,0.0001
1926.071,39.25,0.0018
1926.071,42.34,0.0000
1926.071,45.58,0.0000
1926.071,49.03,0.0000
1926.071,52.74,0.0000
1926.071,56.80,0.0000
1926.071,61.35,0.0000
1926.071,66.69,0.0000
1926.071,73.57,0.0000
1926.071,87.44,0.0000
1926.145,-87.44,0.0000
1926.145,-73.57,0.0000
1926.145,-66.69,0.0000
1926.145,-61.35,0.0000
1926.145,-56.80,0.0000
1926.145,-52.74,0.0000
1926.145,-49.03,0.0000
1926.145,-45.58,0.0000
1926.145,-42.34,0.0000
1926.145,-39.25,0.0000
1926.145,-36.29,0.0000
1926.145,-33.44,0.0000
1926.145,-30.68,0.0000
1926.145,-27.99,0.0001
1926.145,-25.38,0.0001
1926.145,-22.81,0.0131
1926.145,-20.30,0.0735
1926.145,-17.83,0.0096
1926.145,-15.39,0.0007
1926.145,-12.97,0.0235
1926.145,-10.58,0.0000
1926.145,-8.21,0.0000
1926.145,-5.86,0.0000
1926.145,-3.51,0.0000
1926.145,-1.17,0.0000
1926.145,1.17,0.0000
1926.145,3.51,0.0000
1926.145,5.86,0.0000
1926.145,8.21,0.0000
1926.145,10.58,0.0001
1926.145,12.97,0.0022
1926.145,15.39,0.0129
1926.145,17.83,0.0022
1926.145,20.30,0.0528
1926.145,22.81,0.0174
1926.145,25.38,0.0001
1926.145,27.99,0.0000
1926.145,30.68,0.0001
1926.145,33.44,0.0001
1926.145,36.29,0.0000
1926.145,39.25,0.0000
1926.145,42.34,0.0000
1926.145,45.58,0.0000
1926.145,49.03,0.0000
1926.145,52.74,0.0000
1926.145,56.80,0.0000
1926.145,61.35,0.0000
1926.145,66.69,0.0000
1926.145,73.57,0.0000
1926.145,87.44,0.0000
1926.219,-87.44,0.0000
1926.219,-73.57,0.0000
1926.219,-66.69,0.0000
1926.219,-61.35,0.0000
1926.219,-56.80,0.0000
1926.219,-52.74,0.0000
1926.219,-49.03,0.0000
1926.219,-45.58,0.0000
1926.219,-42.34,0.0000
1926.219,-39.25,0.0000
1926.219,-36.29,0.0000
1926.219,-33.44,0.0000
1926.219,-30.68,0.0007
1926.219,-27.99,0.0813
1926.219,-25.38,0.0001
1926.219,-22.81,0.0003
1926.219,-20.30,0.0298
1926.219,-17.83,0.0077
1926.219,-15.39,0.0062
1926.219,-12.97,0.0037
1926.219,-10.58,0.0001
1926.219,-8.21,0.0001
1926.219,-5.86,0.0000
1926.219,-3.51,0.0000
1926.219,-1.17,0.0000
1926.219,1.17,0.0000
1926.219,3.51,0.0000
1926.219,5.86,0.0000
1926.219,8.21,0.0010
1926.219,10.58,0.0004
1926.219,12.97,0.0070
1926.219,15.39,0.0015
1926.219,17.83,0.0002
1926.219,20.30,0.0045
1926.219,22.81,0.0138
1926.219,25.38,0.0029
1926.219,27.99,0.0056
1926.219,30.68,0.0001
1926.219,33.44,0.0000
1926.219,36.29,0.0000
1926.219,39.25,0.0000
1926.219,42.34,0.0000
1926.219,45.58,0.0000
1926.219,49.03,0.0000
1926.219,52.74,0.0000
1926.219,56.80,0.0000
1926.219,61.35,0.0000
1926.219,66.69,0.0000
1926.219,73.57,0.0000
1926.219,87.44,0.0000
1926.296,-87.44,0.0000
1926.296,-73.57,0.0000
1926.296,-66.69,0.0000
1926.296,-61.35,0.0000
1926.296,-56.80,0.0000
1926.296,-52.74,0.0000
1926.296,-49.03,0.0000
1926.296,-45.58,0.0000
1926.296,-42.34,0.0000
1926.296,-39.25,0.0000
1926.296,-36.29,0.0001
1926.296,-33.44,0.0000
1926.296,-30.68,0.0066
1926.296,-27.99,0.0000
1926.296,-25.38,0.0031
1926.296,-22.81,0.0008
1926.296,-20.30,0.0094
1926.296,-17.83,0.0017
1926.296,-15.39,0.0003
1926.296,-12.97,0.0001
1926.296,-10.58,0.0000
1926.296,-8.21,0.0052
1926.296,-5.86,0.0000
1926.296,-3.51,0.0000
1926.296,-1.17,0.0000
1926.296,1.17,0.0000
1926.296,3.51,0.0000
1926.296,5.86,0.0000
1926.296,8.21,0.0001
1926.296,10.58,0.0010
1926.296,12.97,0.0057
1926.296,15.39,0.0002
1926.296,17.83,0.0001
1926.296,20.30,0.0014
1926.296,22.81,0.0012
1926.296,25.38,0.0055
1926.296,27.99,0.0113
1926.296,30.68,0.0001
1926.296,33.44,0.0000
1926.296,36.29,0.0000
1926.296,39.25,0.0000
1926.296,42.34,0.0000
1926.296,45.58,0.0000
1926.296,49.03,0.0000
1926.296,52.74,0.0000
1926.296,56.80,0.0000
1926.296,61.35,0.0000
1926.296,66.69,0.0000
1926.296,73.57,0.0000
1926.296,87.44,0.0000
1926.370,-87.44,0.0000
1926.370,-73.57,0.0000
1926.370,-66.69,0.0000
1926.370,-61.35,0.0000
1926.370,-56.80,0.0000
1926.370,-52.74,0.0000
1926.370,-49.03,0.0000
1926.370,-45.58,0.0000
1926.370,-42.34,0.0000
1926.370,-39.25,0.0000
1926.370,-36.29,0.0000
1926.370,-33.44,0.0000
1926.370,-30.68,0.0017
1926.370,-27.99,0.0001
1926.370,-25.38,0.0020
1926.370,-22.81,0.0001
1926.370,-20.30,0.0608
1926.370,-17.83,0.0062
1926.370,-15.39,0.0006
1926.370,-12.97,0.0001
1926.370,-10.58,0.0000
1926.370,-8.21,0.0000
1926.370,-5.86,0.0000
1926.370,-3.51,0.0000
1926.370,-1.17,0.0000
1926.370,1.17,0.0000
1926.370,3.51,0.0001
1926.370,5.86,0.0029
1926.370,8.21,0.0067
1926.370,10.58,0.0008
1926.370,12.97,0.0000
1926.370,15.39,0.0033
1926.370,17.83,0.0045
1926.370,20.30,0.0024
1926.370,22.81,0.0024
1926.370,25.38,0.0022
1926.370,27.99,0.0032
1926.370,30.68,0.0000
1926.370,33.44,0.0000
1926.370,36.29,0.0000
1926.370,39.25,0.0000
1926.370,42.34,0.0000
1926.370,45.58,0.0000
1926.370,49.03,0.0000
1926.370,52.74,0.0000
1926.370,56.80,0.0000
1926.370,61.35,0.0000
1926.370,66.69,0.0000
1926.370,73.57,0.0000
1926.370,87.44,0.0000
1926.443,-87.44,0.0000
1926.443,-73.57,0.0000
1926.443,-66.69,0.0000
1926.443,-61.35,0.0000
1926.443,-56.80,0.0000
1926.443,-52.74,0.0000
1926.443,-49.03,0.0000
1926.443,-45.58,0.0000
1926.443,-42.34,0.0000
1926.443,-39.25,0.0000
1926.443,-36.29,0.0000
1926.443,-33.44,0.0001
1926.443,-30.68,0.0001
1926.443,-27.99,0.0000
1926.443,-25.38,0.0020
1926.443,-22.81,0.0010
1926.443,-20.30,0.0146
1926.443,-17.83,0.0199
1926.443,-15.39,0.0120
1926.443,-12.97,0.0010
1926.443,-10.58,0.0000
1926.443,-8.21,0.0049
1926.443,-5.86,0.0000
1926.443,-3.51,0.0000
1926.443,-1.17,0.0000
1926.443,1.17,0.0000
1926.443,3.51,0.0000
1926.443,5.86,0.0000
1926.443,8.21,0.0194
1926.443,10.58,0.0002
1926.443,12.97,0.0007
1926.443,15.39,0.0001
1926.443,17.83,0.0106
1926.443,20.30,0.0004
1926.443,22.81,0.0062
1926.443,25.38,0.0004
1926.443,27.99,0.0004
1926.443,30.68,0.0001
1926.443,33.44,0.0000
1926.443,36.29,0.0000
1926.443,39.25,0.0000
1926.443,42.34,0.0000
1926.443,45.58,0.0000
1926.443,49.03,0.0000
1926.443,52.74,0.0000
1926.443,56.80,0.0000
1926.443,61.35,0.0000
1926.443,66.69,0.0000
1926.443,73.57,0.0000
1926.443,87.44,0.0000
1926.517,-87.44,0.0000
1926.517,-73.57,0.0000
1926.517,-66.69,0.0000
1926.517,-61.35,0.0000
1926.517,-56.80,0.0000
1926.517,-52.74,0.0000
1926.517,-49.03,0.0000
1926.517,-45.58,0.0000
1926.517,-42.34,0.0000
1926.517,-39.25,0.0000
1926.517,-36.29,0.0000
1926.517,-33.44,0.0000
1926.517,-30.68,0.0009
1926.517,-27.99,0.0028
1926.517,-25.38,0.0010
1926.517,-22.81,0.0001
1926.517,-20.30,0.0002
1926.517,-17.83,0.0013
1926.517,-15.39,0.0016
1926.517,-12.97,0.0062
1926.517,-10.58,0.0005
1926.517,-8.21,0.0000
1926.517,-5.86,0.0001
1926.517,-3.51,0.0000
1926.517,-1.17,0.0000
1926.517,1.17,0.0000
1926.517,3.51,0.0000
1926.517,5.86,0.0014
1926.517,8.21,0.0118
1926.517,10.58,0.0011
1926.517,12.97,0.0001
1926.517,15.39,0.0002
1926.517,17.83,0.0012
1926.517,20.30,0.0130
1926.517,22.81,0.0437
1926.517,25.38,0.0236
1926.517,27.99,0.0000
1926.517,30.68,0.0005
1926.517,33.44,0.0000
1926.517,36.29,0.0000
1926.517,39.25,0.0000
1926.517,42.34,0.0000
1926.517,45.58,0.0000
1926.517,49.03,0.0000
1926.517,52.74,0.0000
1926.517,56.80,0.0000
1926.517,61.35,0.0000
1926.517,66.69,0.0000
1926.517,73.57,0.0000
1926.517,87.44,0.0000
1926.594,-87.44,0.0000
1926.594,-73.57,0.0000
1926.594,-66.69,0.0000
1926.594,-61.35,0.0000
1926.594,-56.80,0.0000
1926.594,-52.74,0.0000
1926.594,-49.03,0.0000
1926.594,-45.58,0.0000
1926.594,-42.34,0.0000
1926.594,-39.25,0.0000
1926.594,-36.29,0.0000
1926.594,-33.44,0.0000
1926.594,-30.68,0.0000
1926.594,-27.99,0.0001
1926.594,-25.38,0.0000
1926.594,-22.81,0.0016
1926.594,-20.30,0.0097
1926.594,-17.83,0.0089
1926.594,-15.39,0.0001
1926.594,-12.97,0.0046
1926.594,-10.58,0.0534
1926.594,-8.21,0.0004
1926.594,-5.86,0.0000
1926.594,-3.51,0.0000
1926.594,-1.17,0.0000
1926.594,1.17,0.0000
1926.594,3.51,0.0000
1926.594,5.86,0.0000
1926.594,8.21,0.0003
1926.594,10.58,0.0013
1926.594,12.97,0.0001
1926.594,15.39,0.0024
1926.594,17.83,0.0057
1926.594,20.30,0.0016
1926.594,22.81,0.0073
1926.594,25.38,0.0001
1926.594,27.99,0.0003
1926.594,30.68,0.0001
1926.594,33.44,0.0000
1926.594,36.29,0.0000
1926.594,39.25,0.0000
1926.594,42.34,0.0000
1926.594,45.58,0.0000
1926.594,49.03,0.0000
1926.594,52.74,0.0000
1926.594,56.80,0.0000
1926.594,61.35,0.0000
1926.594,66.69,0.0000
1926.594,73.57,0.0000
1926.594,87.44,0.0000
1926.668,-87.44,0.0000
1926.668,-73.57,0.0000
1926.668,-66.69,0.0000
1926.668,-61.35,0.0000
1926.668,-56.80,0.0000
1926.668,-52.74,0.0000
1926.668,-49.03,0.0000
1926.668,-45.58,0.0000
1926.668,-42.34,0.0000
1926.668,-39.25,0.0000
1926.668,-36.29,0.0000
1926.668,-33.44,0.0001
1926.668,-30.68,0.0001
1926.668,-27.99,0.0000
1926.668,-25.38,0.0006
1926.668,-22.81,0.0004
1926.668,-20.30,0.0261
1926.668,-17.83,0.0257
1926.668,-15.39,0.0002
1926.668,-12.97,0.0020
1926.668,-10.58,0.0005
1926.668,-8.21,0.0066
1926.668,-5.86,0.0000
1926.668,-3.51,0.0000
1926.668,-1.17,0.0000
1926.668,1.17,0.0000
1926.668,3.51,0.0000
1926.668,5.86,0.0000
1926.668,8.21,0.0001
1926.668,10.58,0.0003
1926.668,12.97,0.0001
1926.668,15.39,0.0001
1926.668,17.83,0.0012
1926.668,20.30,0.0094
1926.668,22.81,0.0002
1926.668,25.38,0.0003
1926.668,27.99,0.0001
1926.668,30.68,0.0000
1926.668,33.44,0.0001
1926.668,36.29,0.0000
1926.668,39.25,0.0000
1926.668,42.34,0.0000
1926.668,45.58,0.0000
1926.668,49.03,0.0000
1926.668,52.74,0.0000
1926.668,56.80,0.0000
1926.668,61.35,0.0000
1926.668,66.69,0.0000
1926.668,73.57,0.0000
1926.668,87.44,0.0000
1926.742,-87.44,0.0000
1926.742,-73.57,0.0000
1926.742,-66.69,0.0000
1926.742,-61.35,0.0000
1926.742,-56.80,0.0000
1926.742,-52.74,0.0000
1926.742,-49.03,0.0000
1926.742,-45.58,0.0000
1926.742,-42.34,0.0000
1926.742,-39.25,0.0000
1926.742,-36.29,0.0000
1926.742,-33.44,0.0000
1926.742,-30.68,0.0004
1926.742,-27.99,0.0000
1926.742,-25.38,0.0010
1926.742,-22.81,0.0001
1926.742,-20.30,0.0006
1926.742,-17.83,0.0013
1926.742,-15.39,0.0064
1926.742,-12.97,0.0069
1926.742,-10.58,0.0032
1926.742,-8.21,0.0000
1926.742,-5.86,0.0000
1926.742,-3.51,0.0000
1926.742,-1.17,0.0000
1926.742,1.17,0.0001
1926.742,3.51,0.0000
1926.742,5.86,0.0000
1926.742,8.21,0.0000
1926.742,10.58,0.0027
1926.742,12.97,0.0000
1926.742,15.39,0.0001
1926.742,17.83,0.0001
1926.742,20.30,0.0115
1926.742,22.81,0.0001
1926.742,25.38,0.0936
1926.742,27.99,0.0002
1926.742,30.68,0.0000
1926.742,33.44,0.0000
1926.742,36.29,0.0000
1926.742,39.25,0.0000
1926.742,42.34,0.0000
1926.742,45.58,0.0000
1926.742,49.03,0.0000
1926.742,52.74,0.0000
1926.742,56.80,0.0000
1926.742,61.35,0.0000
1926.742,66.69,0.0000
1926.742,73.57,0.0000
1926.742,87.44,0.0000
1926.816,-87.44,0.0000
1926.816,-73.57,0.0000
1926.816,-66.69,0.0000
1926.816,-61.35,0.0000
1926.816,-56.80,0.0000
1926.816,-52.74,0.0000
1926.816,-49.03,0.0000
1926.816,-45.58,0.0000
1926.816,-42.34,0.0000
1926.816,-39.25,0.0000
1926.816,-36.29,0.0000
1926.816,-33.44,0.0000
1926.816,-30.68,0.0003
1926.816,-27.99,0.0000
1926.816,-25.38,0.0000
1926.816,-22.81,0.0000
1926.816,-20.30,0.0002
1926.816,-17.83,0.0000
1926.816,-15.39,0.0110
1926.816,-12.97,0.0087
1926.816,-10.58,0.0038
1926.816,-8.21,0.0005
1926.816,-5.86,0.0000
1926.816,-3.51,0.0000
1926.816,-1.17,0.0000
1926.816,1.17,0.0000
1926.816,3.51,0.0000
1926.816,5.86,0.0000
1926.816,8.21,0.0030
1926.816,10.58,0.0010
1926.816,12.97,0.0032
1926.816,15.39,0.0157
1926.816,17.83,0.0693
1926.816,20.30,0.0040
1926.816,22.81,0.0021
1926.816,25.38,0.0207
1926.816,27.99,0.0012
1926.816,30.68,0.0001
1926.816,33.44,0.0000
