The copyright to the intellectual property of this file is held by www.climatedata.info
Title,Estimated monthly sunspot nmubers.,,
Reference,"Hoyt, D. V., and K. H. Schatten, 1997. Group Sunspot Numbers: A New Solar Activity Reconstruction. Solar Physics, (submitted).",,
URL,http://www.ngdc.noaa.gov/stp/SOLAR/ftpsunspotnumber.html,,
Missing,-99,,
Yeay,Month,Date,Sun spot number
1783,4,1783.291667,24
1783,5,1783.375,
1783,6,1783.458333,24
1783,7,1783.541667,27.4
1783,8,1783.625,
1783,9,1783.708333,
1783,10,1783.791667,0
1783,11,1783.875,
1783,12,1783.958333,0
1784,1,1784.041667,
1784,2,1784.125,0
1784,3,1784.208333,
1784,4,1784.291667,
1784,5,1784.375,0
1784,6,1784.458333,
1784,7,1784.541667,0
1784,8,1784.625,
1784,9,1784.708333,
1784,10,1784.791667,0
1784,11,1784.875,24
1784,12,1784.958333,
1785,1,1785.041667,0
1785,2,1785.125,0
1785,3,1785.208333,0
1785,4,1785.291667,0
1785,5,1785.375,16
1785,6,1785.458333,24
1785,7,1785.541667,48
1785,8,1785.625,0
1785,9,1785.708333,37
1785,10,1785.791667,35.1
1785,11,1785.875,32
1785,12,1785.958333,0
1786,1,1786.041667,28.8
1786,2,1786.125,36.9
1786,3,1786.208333,33.6
1786,4,1786.291667,67.2
1786,5,1786.375,65.6
1786,6,1786.458333,48
1786,7,1786.541667,72
1786,8,1786.625,65.1
1786,9,1786.708333,96
1786,10,1786.791667,120
1786,11,1786.875,53.8
1786,12,1786.958333,72
1787,1,1787.041667,104
1787,2,1787.125,48
1787,3,1787.208333,60
1787,4,1787.291667,76
1787,5,1787.375,96
1787,6,1787.458333,80.3
1787,7,1787.541667,96
1787,8,1787.625,80
1787,9,1787.708333,100
1787,10,1787.791667,
1787,11,1787.875,72
1787,12,1787.958333,169
1788,1,1788.041667,72
1788,2,1788.125,72
1788,3,1788.208333,84
1788,4,1788.291667,72
1788,5,1788.375,72
1788,6,1788.458333,95.8
1788,7,1788.541667,96
1788,8,1788.625,72
1788,9,1788.708333,86.6
1788,10,1788.791667,99.4
1788,11,1788.875,72
1788,12,1788.958333,96
1789,1,1789.041667,48
1789,2,1789.125,72
1789,3,1789.208333,72
1789,4,1789.291667,96
1789,5,1789.375,96
1789,6,1789.458333,
1789,7,1789.541667,
1789,8,1789.625,48
1789,9,1789.708333,
1789,10,1789.791667,57
1789,11,1789.875,117
1789,12,1789.958333,111.6
1790,1,1790.041667,72
1790,2,1790.125,120
1790,3,1790.208333,72
1790,4,1790.291667,
1790,5,1790.375,
1790,6,1790.458333,
1790,7,1790.541667,24
1790,8,1790.625,
1790,9,1790.708333,48
1790,10,1790.791667,72
1790,11,1790.875,
1790,12,1790.958333,48
1791,1,1791.041667,48
1791,2,1791.125,36
1791,3,1791.208333,52.8
1791,4,1791.291667,59.3
1791,5,1791.375,
1791,6,1791.458333,40
1791,7,1791.541667,
1791,8,1791.625,12
1791,9,1791.708333,48
1791,10,1791.791667,48
1791,11,1791.875,
1791,12,1791.958333,45
1792,1,1792.041667,24
1792,2,1792.125,
1792,3,1792.208333,
1792,4,1792.291667,96
1792,5,1792.375,
1792,6,1792.458333,
1792,7,1792.541667,0
1792,8,1792.625,
1792,9,1792.708333,
1792,10,1792.791667,48
1792,11,1792.875,
1792,12,1792.958333,
1793,1,1793.041667,
1793,2,1793.125,
1793,3,1793.208333,48
1793,4,1793.291667,
1793,5,1793.375,123
1793,6,1793.458333,
1793,7,1793.541667,
1793,8,1793.625,9.8
1793,9,1793.708333,0
1793,10,1793.791667,
1793,11,1793.875,24
1793,12,1793.958333,
1794,1,1794.041667,28
1794,2,1794.125,16
1794,3,1794.208333,15
1794,4,1794.291667,15
1794,5,1794.375,50.1
1794,6,1794.458333,
1794,7,1794.541667,
1794,8,1794.625,
1794,9,1794.708333,8.2
1794,10,1794.791667,10.7
1794,11,1794.875,78.9
1794,12,1794.958333,50
1795,1,1795.041667,20.5
1795,2,1795.125,40.1
1795,3,1795.208333,14.6
1795,4,1795.291667,19.4
1795,5,1795.375,
1795,6,1795.458333,16.7
1795,7,1795.541667,21.4
1795,8,1795.625,18
1795,9,1795.708333,0
1795,10,1795.791667,2.5
1795,11,1795.875,20
1795,12,1795.958333,0
1796,1,1796.041667,36
1796,2,1796.125,24
1796,3,1796.208333,0
1796,4,1796.291667,33.3
1796,5,1796.375,6.3
1796,6,1796.458333,4.6
1796,7,1796.541667,29
1796,8,1796.625,1.6
1796,9,1796.708333,14.7
1796,10,1796.791667,10.3
1796,11,1796.875,5
1796,12,1796.958333,0
1797,1,1797.041667,16.2
1797,2,1797.125,7.5
1797,3,1797.208333,4.2
1797,4,1797.291667,2.7
1797,5,1797.375,4.7
1797,6,1797.458333,7.7
1797,7,1797.541667,4.8
1797,8,1797.625,6.5
1797,9,1797.708333,6.7
1797,10,1797.791667,7.5
1797,11,1797.875,4.2
1797,12,1797.958333,20
1798,1,1798.041667,3.8
1798,2,1798.125,7.7
1798,3,1798.208333,21.8
1798,4,1798.291667,0
1798,5,1798.375,0
1798,6,1798.458333,0
1798,7,1798.541667,0
1798,8,1798.625,1
1798,9,1798.708333,2.5
1798,10,1798.791667,1.6
1798,11,1798.875,8
1798,12,1798.958333,10.6
1799,1,1799.041667,0
1799,2,1799.125,8.7
1799,3,1799.208333,26.5
1799,4,1799.291667,3.8
1799,5,1799.375,6.7
1799,6,1799.458333,5.6
1799,7,1799.541667,0.8
1799,8,1799.625,0
1799,9,1799.708333,0
1799,10,1799.791667,3.4
1799,11,1799.875,4.2
1799,12,1799.958333,7.4
1800,1,1800.041667,2.5
1800,2,1800.125,4.1
1800,3,1800.208333,9.8
1800,4,1800.291667,0
1800,5,1800.375,2.5
1800,6,1800.458333,23.8
1800,7,1800.541667,13
1800,8,1800.625,16.7
1800,9,1800.708333,3.8
1800,10,1800.791667,5.7
1800,11,1800.875,9.6
1800,12,1800.958333,40.2
1801,1,1801.041667,51.7
1801,2,1801.125,82.8
1801,3,1801.208333,56.3
1801,4,1801.291667,62.1
1801,5,1801.375,49.3
1801,6,1801.458333,31.7
1801,7,1801.541667,45.5
1801,8,1801.625,44.8
1801,9,1801.708333,42.9
1801,10,1801.791667,44.1
1801,11,1801.875,40.3
1801,12,1801.958333,62
1802,1,1802.041667,51.2
1802,2,1802.125,29.5
1802,3,1802.208333,26.5
1802,4,1802.291667,43.2
1802,5,1802.375,34.5
1802,6,1802.458333,46.6
1802,7,1802.541667,51
1802,8,1802.625,29.4
1802,9,1802.708333,34.6
1802,10,1802.791667,20.3
1802,11,1802.875,15.6
1802,12,1802.958333,40.6
1803,1,1803.041667,16.7
1803,2,1803.125,36.4
1803,3,1803.208333,32.7
1803,4,1803.291667,11.7
1803,5,1803.375,13.3
1803,6,1803.458333,5.5
1803,7,1803.541667,31.5
1803,8,1803.625,16.4
1803,9,1803.708333,15.6
1803,10,1803.791667,14.7
1803,11,1803.875,9.2
1803,12,1803.958333,18.9
1804,1,1804.041667,28.6
1804,2,1804.125,42.6
1804,3,1804.208333,54
1804,4,1804.291667,11.4
1804,5,1804.375,17.7
1804,6,1804.458333,11.7
1804,7,1804.541667,14.4
1804,8,1804.625,12.3
1804,9,1804.708333,22.6
1804,10,1804.791667,33.7
1804,11,1804.875,2.5
1804,12,1804.958333,7.6
1805,1,1805.041667,42.8
1805,2,1805.125,34.7
1805,3,1805.208333,28.6
1805,4,1805.291667,12.9
1805,5,1805.375,0
1805,6,1805.458333,2.4
1805,7,1805.541667,15.3
1805,8,1805.625,29.4
1805,9,1805.708333,33.7
1805,10,1805.791667,13
1805,11,1805.875,67
1805,12,1805.958333,27.8
1806,1,1806.041667,17.1
1806,2,1806.125,35.1
1806,3,1806.208333,32
1806,4,1806.291667,13.5
1806,5,1806.375,0
1806,6,1806.458333,13
1806,7,1806.541667,9.1
1806,8,1806.625,3
1806,9,1806.708333,11.7
1806,10,1806.791667,25
1806,11,1806.875,0
1806,12,1806.958333,0
1807,1,1807.041667,0
1807,2,1807.125,9.8
1807,3,1807.208333,3
1807,4,1807.291667,26.4
1807,5,1807.375,0
1807,6,1807.458333,19.9
1807,7,1807.541667,0
1807,8,1807.625,0
1807,9,1807.708333,0
1807,10,1807.791667,0
1807,11,1807.875,0.4
1807,12,1807.958333,0
1808,1,1808.041667,0
1808,2,1808.125,2.6
1808,3,1808.208333,0
1808,4,1808.291667,10.4
1808,5,1808.375,13
1808,6,1808.458333,1.9
1808,7,1808.541667,1
1808,8,1808.625,0
1808,9,1808.708333,0.8
1808,10,1808.791667,0
1808,11,1808.875,5.2
1808,12,1808.958333,6.5
1809,1,1809.041667,7
1809,2,1809.125,6.5
1809,3,1809.208333,0
1809,4,1809.291667,0
1809,5,1809.375,0
1809,6,1809.458333,0.8
1809,7,1809.541667,0
1809,8,1809.625,0
1809,9,1809.708333,0
1809,10,1809.791667,0
1809,11,1809.875,0
1809,12,1809.958333,0
1810,1,1810.041667,0
1810,2,1810.125,0
1810,3,1810.208333,0
1810,4,1810.291667,0
1810,5,1810.375,0
1810,6,1810.458333,0
1810,7,1810.541667,0
1810,8,1810.625,0
1810,9,1810.708333,0
1810,10,1810.791667,0
1810,11,1810.875,0
1810,12,1810.958333,0
1811,1,1811.041667,0
1811,2,1811.125,0
1811,3,1811.208333,0
1811,4,1811.291667,0
1811,5,1811.375,0
1811,6,1811.458333,0
1811,7,1811.541667,0.7
1811,8,1811.625,0
1811,9,1811.708333,0.8
1811,10,1811.791667,2.1
1811,11,1811.875,0
1811,12,1811.958333,0
1812,1,1812.041667,8
1812,2,1812.125,0.6
1812,3,1812.208333,0
1812,4,1812.291667,0
1812,5,1812.375,0
1812,6,1812.458333,0
1812,7,1812.541667,0
1812,8,1812.625,14
1812,9,1812.708333,5.5
1812,10,1812.791667,1.5
1812,11,1812.875,5.9
1812,12,1812.958333,12.2
1813,1,1813.041667,0.5
1813,2,1813.125,7.8
1813,3,1813.208333,0
1813,4,1813.291667,8.7
1813,5,1813.375,4.5
1813,6,1813.458333,6
1813,7,1813.541667,12.9
1813,8,1813.625,10.5
1813,9,1813.708333,10.9
1813,10,1813.791667,17.7
1813,11,1813.875,14.6
1813,12,1813.958333,14.9
1814,1,1814.041667,11.1
1814,2,1814.125,8.1
1814,3,1814.208333,3.6
1814,4,1814.291667,15.4
1814,5,1814.375,7.5
1814,6,1814.458333,9.4
1814,7,1814.541667,16.1
1814,8,1814.625,6.8
1814,9,1814.708333,8.5
1814,10,1814.791667,17.8
1814,11,1814.875,5.2
1814,12,1814.958333,15.7
1815,1,1815.041667,14.6
1815,2,1815.125,20.5
1815,3,1815.208333,12.7
1815,4,1815.291667,17.9
1815,5,1815.375,12.4
1815,6,1815.458333,25
1815,7,1815.541667,25.6
1815,8,1815.625,14.1
1815,9,1815.708333,16
1815,10,1815.791667,13.9
1815,11,1815.875,14.9
1815,12,1815.958333,14.6
1816,1,1816.041667,22.3
1816,2,1816.125,25.3
1816,3,1816.208333,32.9
1816,4,1816.291667,46.3
1816,5,1816.375,41.1
1816,6,1816.458333,41.9
1816,7,1816.541667,31.2
1816,8,1816.625,17.3
1816,9,1816.708333,27.2
1816,10,1816.791667,32.1
1816,11,1816.875,29.1
1816,12,1816.958333,23.1
1817,1,1817.041667,20.6
1817,2,1817.125,23.6
1817,3,1817.208333,57
1817,4,1817.291667,18.9
1817,5,1817.375,14.8
1817,6,1817.458333,27.8
1817,7,1817.541667,34.4
1817,8,1817.625,31.8
1817,9,1817.708333,33.7
1817,10,1817.791667,23.1
1817,11,1817.875,26.9
1817,12,1817.958333,24
1818,1,1818.041667,23.1
1818,2,1818.125,11.5
1818,3,1818.208333,16.7
1818,4,1818.291667,21.8
1818,5,1818.375,30.8
1818,6,1818.458333,26
1818,7,1818.541667,18.7
1818,8,1818.625,28.6
1818,9,1818.708333,20.6
1818,10,1818.791667,24
1818,11,1818.875,10.9
1818,12,1818.958333,27.7
1819,1,1819.041667,32.5
1819,2,1819.125,14.8
1819,3,1819.208333,6.5
1819,4,1819.291667,18.7
1819,5,1819.375,15.6
1819,6,1819.458333,32.1
1819,7,1819.541667,16.4
1819,8,1819.625,25.6
1819,9,1819.708333,12.6
1819,10,1819.791667,19.1
1819,11,1819.875,13.5
1819,12,1819.958333,23.2
1820,1,1820.041667,14.2
1820,2,1820.125,16.8
1820,3,1820.208333,6
1820,4,1820.291667,13.5
1820,5,1820.375,14.7
1820,6,1820.458333,7.9
1820,7,1820.541667,7.3
1820,8,1820.625,11.5
1820,9,1820.708333,6.7
1820,10,1820.791667,7
1820,11,1820.875,9.5
1820,12,1820.958333,12.8
1821,1,1821.041667,12.6
1821,2,1821.125,2.6
1821,3,1821.208333,0.3
1821,4,1821.291667,5.5
1821,5,1821.375,1.3
1821,6,1821.458333,0.1
1821,7,1821.541667,1.7
1821,8,1821.625,5.8
1821,9,1821.708333,3
1821,10,1821.791667,14.6
1821,11,1821.875,3.9
1821,12,1821.958333,0
1822,1,1822.041667,0
1822,2,1822.125,0
1822,3,1822.208333,13.6
1822,4,1822.291667,9.9
1822,5,1822.375,1.4
1822,6,1822.458333,4.4
1822,7,1822.541667,5.7
1822,8,1822.625,0.3
1822,9,1822.708333,0
1822,10,1822.791667,0
1822,11,1822.875,0
1822,12,1822.958333,0.5
1823,1,1823.041667,0
1823,2,1823.125,0
1823,3,1823.208333,0.4
1823,4,1823.291667,0
1823,5,1823.375,0
1823,6,1823.458333,0
1823,7,1823.541667,0
1823,8,1823.625,0
1823,9,1823.708333,0
1823,10,1823.791667,0
1823,11,1823.875,0
1823,12,1823.958333,14.2
1824,1,1824.041667,15.7
1824,2,1824.125,0.5
1824,3,1824.208333,0
1824,4,1824.291667,13.5
1824,5,1824.375,1.8
1824,6,1824.458333,0
1824,7,1824.541667,0
1824,8,1824.625,0.1
1824,9,1824.708333,11.8
1824,10,1824.791667,17.1
1824,11,1824.875,0
1824,12,1824.958333,0.2
1825,1,1825.041667,6.4
1825,2,1825.125,10.9
1825,3,1825.208333,15
1825,4,1825.291667,1
1825,5,1825.375,10.5
1825,6,1825.458333,19.8
1825,7,1825.541667,21.5
1825,8,1825.625,24.5
1825,9,1825.708333,16.3
1825,10,1825.791667,15.6
1825,11,1825.875,14.5
1825,12,1825.958333,17.3
1826,1,1826.041667,13.3
1826,2,1826.125,13.4
1826,3,1826.208333,29.8
1826,4,1826.291667,14.6
1826,5,1826.375,26.4
1826,6,1826.458333,32.8
1826,7,1826.541667,46.4
1826,8,1826.625,32.1
1826,9,1826.708333,14.2
1826,10,1826.791667,40.9
1826,11,1826.875,28.1
1826,12,1826.958333,50.7
1827,1,1827.041667,28.9
1827,2,1827.125,40
1827,3,1827.208333,53.1
1827,4,1827.291667,46.7
1827,5,1827.375,51.2
1827,6,1827.458333,47.5
1827,7,1827.541667,35.9
1827,8,1827.625,45.5
1827,9,1827.708333,46.3
1827,10,1827.791667,48.7
1827,11,1827.875,51.3
1827,12,1827.958333,37.7
1828,1,1828.041667,54.4
1828,2,1828.125,46.4
1828,3,1828.208333,59.8
1828,4,1828.291667,53.2
1828,5,1828.375,83.3
1828,6,1828.458333,78.3
1828,7,1828.541667,52.6
1828,8,1828.625,66.5
1828,9,1828.708333,49.5
1828,10,1828.791667,49.6
1828,11,1828.875,48.4
1828,12,1828.958333,42.5
1829,1,1829.041667,44.4
1829,2,1829.125,51.1
1829,3,1829.208333,58.8
1829,4,1829.291667,77.2
1829,5,1829.375,49.8
1829,6,1829.458333,59.2
1829,7,1829.541667,81.7
1829,8,1829.625,71.8
1829,9,1829.708333,46.5
1829,10,1829.791667,54.4
1829,11,1829.875,61.6
1829,12,1829.958333,54.4
1830,1,1830.041667,34.1
1830,2,1830.125,68.2
1830,3,1830.208333,80.6
1830,4,1830.291667,101.5
1830,5,1830.375,59.5
1830,6,1830.458333,56.7
1830,7,1830.541667,38
1830,8,1830.625,42.8
1830,9,1830.708333,59.1
1830,10,1830.791667,83.1
1830,11,1830.875,78.8
1830,12,1830.958333,69.1
1831,1,1831.041667,25.9
1831,2,1831.125,34.6
1831,3,1831.208333,88.5
1831,4,1831.291667,50
1831,5,1831.375,36.9
1831,6,1831.458333,29.8
1831,7,1831.541667,40.2
1831,8,1831.625,37.8
1831,9,1831.708333,34.1
1831,10,1831.791667,42.5
1831,11,1831.875,29.5
1831,12,1831.958333,20.7
1832,1,1832.041667,34.4
1832,2,1832.125,50.8
1832,3,1832.208333,42.7
1832,4,1832.291667,22.1
1832,5,1832.375,30
1832,6,1832.458333,29
1832,7,1832.541667,8.1
1832,8,1832.625,3.9
1832,9,1832.708333,5.4
1832,10,1832.791667,13.7
1832,11,1832.875,10.6
1832,12,1832.958333,21.6
1833,1,1833.041667,12.8
1833,2,1833.125,12.3
1833,3,1833.208333,7.1
1833,4,1833.291667,1.1
1833,5,1833.375,10.7
1833,6,1833.458333,0.3
1833,7,1833.541667,6.3
1833,8,1833.625,0.8
1833,9,1833.708333,9.3
1833,10,1833.791667,6.8
1833,11,1833.875,4.4
1833,12,1833.958333,6.5
1834,1,1834.041667,1.3
1834,2,1834.125,13.8
1834,3,1834.208333,1.8
1834,4,1834.291667,2.8
1834,5,1834.375,6.9
1834,6,1834.458333,6.5
1834,7,1834.541667,2.1
1834,8,1834.625,0.9
1834,9,1834.708333,10
1834,10,1834.791667,20.5
1834,11,1834.875,24
1834,12,1834.958333,26.8
1835,1,1835.041667,5
1835,2,1835.125,17.1
1835,3,1835.208333,14
1835,4,1835.291667,44.2
1835,5,1835.375,43.2
1835,6,1835.458333,36.7
1835,7,1835.541667,50.7
1835,8,1835.625,42.2
1835,9,1835.708333,83.8
1835,10,1835.791667,71.5
1835,11,1835.875,74.8
1835,12,1835.958333,71.7
1836,1,1836.041667,69.4
1836,2,1836.125,81.9
1836,3,1836.208333,77.5
1836,4,1836.291667,112.4
1836,5,1836.375,95.6
1836,6,1836.458333,105.5
1836,7,1836.541667,116.5
1836,8,1836.625,95.7
1836,9,1836.708333,69
1836,10,1836.791667,113.2
1836,11,1836.875,120.9
1836,12,1836.958333,144.3
1837,1,1837.041667,160.7
1837,2,1837.125,138.4
1837,3,1837.208333,104.8
1837,4,1837.291667,114.6
1837,5,1837.375,89.4
1837,6,1837.458333,120.1
1837,7,1837.541667,120.4
1837,8,1837.625,103.2
1837,9,1837.708333,73.5
1837,10,1837.791667,91.4
1837,11,1837.875,77.9
1837,12,1837.958333,118.9
1838,1,1838.041667,86.4
1838,2,1838.125,65.1
1838,3,1838.208333,98.4
1838,4,1838.291667,99.7
1838,5,1838.375,109.6
1838,6,1838.458333,82.3
1838,7,1838.541667,92.2
1838,8,1838.625,61
1838,9,1838.708333,54.5
1838,10,1838.791667,62.5
1838,11,1838.875,62.8
1838,12,1838.958333,55
1839,1,1839.041667,78.2
1839,2,1839.125,80
1839,3,1839.208333,61.5
1839,4,1839.291667,46.1
1839,5,1839.375,41.4
1839,6,1839.458333,43.7
1839,7,1839.541667,73.4
1839,8,1839.625,94
1839,9,1839.708333,87.4
1839,10,1839.791667,61.7
1839,11,1839.875,63.1
1839,12,1839.958333,50.3
1840,1,1840.041667,59.7
1840,2,1840.125,68.6
1840,3,1840.208333,53.2
1840,4,1840.291667,50.6
1840,5,1840.375,52.6
1840,6,1840.458333,42.3
1840,7,1840.541667,42.1
1840,8,1840.625,39.9
1840,9,1840.708333,47.8
1840,10,1840.791667,41
1840,11,1840.875,40.3
1840,12,1840.958333,41.6
1841,1,1841.041667,21.8
1841,2,1841.125,22.4
1841,3,1841.208333,23.4
1841,4,1841.291667,25.2
1841,5,1841.375,39.5
1841,6,1841.458333,43
1841,7,1841.541667,22
1841,8,1841.625,32
1841,9,1841.708333,28
1841,10,1841.791667,22
1841,11,1841.875,14.3
1841,12,1841.958333,25.5
1842,1,1842.041667,14.3
1842,2,1842.125,10.8
1842,3,1842.208333,14.7
1842,4,1842.291667,17.5
1842,5,1842.375,21.2
1842,6,1842.458333,16.2
1842,7,1842.541667,9.4
1842,8,1842.625,22.1
1842,9,1842.708333,17
1842,10,1842.791667,35.5
1842,11,1842.875,29.9
1842,12,1842.958333,16.9
1843,1,1843.041667,9.5
1843,2,1843.125,4.5
1843,3,1843.208333,7.5
1843,4,1843.291667,7
1843,5,1843.375,10.2
1843,6,1843.458333,8.8
1843,7,1843.541667,7.7
1843,8,1843.625,8.4
1843,9,1843.708333,4.2
1843,10,1843.791667,4.3
1843,11,1843.875,16
1843,12,1843.958333,10.7
1844,1,1844.041667,11.1
1844,2,1844.125,12.1
1844,3,1844.208333,13.2
1844,4,1844.291667,14.5
1844,5,1844.375,10.8
1844,6,1844.458333,3
1844,7,1844.541667,16.4
1844,8,1844.625,16.7
1844,9,1844.708333,5
1844,10,1844.791667,16.9
1844,11,1844.875,6.1
1844,12,1844.958333,15.7
1845,1,1845.041667,20.6
1845,2,1845.125,30
1845,3,1845.208333,28.9
1845,4,1845.291667,36.6
1845,5,1845.375,35.4
1845,6,1845.458333,28.3
1845,7,1845.541667,27.3
1845,8,1845.625,23.3
1845,9,1845.708333,24.4
1845,10,1845.791667,32.3
1845,11,1845.875,31.2
1845,12,1845.958333,39.9
1846,1,1846.041667,40.5
1846,2,1846.125,42.3
1846,3,1846.208333,40.3
1846,4,1846.291667,42.1
1846,5,1846.375,41.9
1846,6,1846.458333,41.1
1846,7,1846.541667,29.4
1846,8,1846.625,45.1
1846,9,1846.708333,82.2
1846,10,1846.791667,30.4
1846,11,1846.875,39.8
1846,12,1846.958333,50.8
1847,1,1847.041667,33.5
1847,2,1847.125,36.2
1847,3,1847.208333,62.5
1847,4,1847.291667,30
1847,5,1847.375,38.8
1847,6,1847.458333,46.2
1847,7,1847.541667,30.8
1847,8,1847.625,62.2
1847,9,1847.708333,95.3
1847,10,1847.791667,88.7
1847,11,1847.875,87.3
1847,12,1847.958333,83.9
1848,1,1848.041667,113.7
1848,2,1848.125,82.8
1848,3,1848.208333,71.9
1848,4,1848.291667,58.5
1848,5,1848.375,67.8
1848,6,1848.458333,81.8
1848,7,1848.541667,91.3
1848,8,1848.625,92.2
1848,9,1848.708333,68.9
1848,10,1848.791667,105.2
1848,11,1848.875,78.7
1848,12,1848.958333,117.1
1849,1,1849.041667,130.9
1849,2,1849.125,126.5
1849,3,1849.208333,78.5
1849,4,1849.291667,81.3
1849,5,1849.375,63.2
1849,6,1849.458333,64.5
1849,7,1849.541667,77.9
1849,8,1849.625,63.6
1849,9,1849.708333,83.9
1849,10,1849.791667,70.8
1849,11,1849.875,87.2
1849,12,1849.958333,76.2
1850,1,1850.041667,70.5
1850,2,1850.125,77.8
1850,3,1850.208333,67.3
1850,4,1850.291667,36.9
1850,5,1850.375,55.1
1850,6,1850.458333,68.1
1850,7,1850.541667,38.1
1850,8,1850.625,46.2
1850,9,1850.708333,64
1850,10,1850.791667,53
1850,11,1850.875,41.8
1850,12,1850.958333,41.5
1851,1,1851.041667,63.3
1851,2,1851.125,93.4
1851,3,1851.208333,57.1
1851,4,1851.291667,52.3
1851,5,1851.375,58.5
1851,6,1851.458333,58.5
1851,7,1851.541667,35.2
1851,8,1851.625,56.3
1851,9,1851.708333,63.4
1851,10,1851.791667,44.7
1851,11,1851.875,45.6
1851,12,1851.958333,69
1852,1,1852.041667,63.9
1852,2,1852.125,58.3
1852,3,1852.208333,58.6
1852,4,1852.291667,61
1852,5,1852.375,53.1
1852,6,1852.458333,42
1852,7,1852.541667,36.5
1852,8,1852.625,37.5
1852,9,1852.708333,38.1
1852,10,1852.791667,60.8
1852,11,1852.875,46.6
1852,12,1852.958333,40.8
1853,1,1853.041667,40
1853,2,1853.125,39.4
1853,3,1853.208333,37
1853,4,1853.291667,39.6
1853,5,1853.375,27.4
1853,6,1853.458333,37.1
1853,7,1853.541667,39.9
1853,8,1853.625,47.8
1853,9,1853.708333,34.1
1853,10,1853.791667,39.4
1853,11,1853.875,26.4
1853,12,1853.958333,19.1
1854,1,1854.041667,11.8
1854,2,1854.125,16.6
1854,3,1854.208333,16.7
1854,4,1854.291667,25.7
1854,5,1854.375,19.5
1854,6,1854.458333,19.1
1854,7,1854.541667,16.3
1854,8,1854.625,15.2
1854,9,1854.708333,19.1
1854,10,1854.791667,12.6
1854,11,1854.875,20.6
1854,12,1854.958333,13.8
1855,1,1855.041667,7.4
1855,2,1855.125,7.9
1855,3,1855.208333,12.9
1855,4,1855.291667,2
1855,5,1855.375,8.4
1855,6,1855.458333,3.3
1855,7,1855.541667,0
1855,8,1855.625,2.1
1855,9,1855.708333,0.2
1855,10,1855.791667,6.5
1855,11,1855.875,1.6
1855,12,1855.958333,1.4
1856,1,1856.041667,0
1856,2,1856.125,0.4
1856,3,1856.208333,0
1856,4,1856.291667,4.6
1856,5,1856.375,0
1856,6,1856.458333,4.8
1856,7,1856.541667,4.4
1856,8,1856.625,5.3
1856,9,1856.708333,3.5
1856,10,1856.791667,4.4
1856,11,1856.875,5.4
1856,12,1856.958333,4.1
1857,1,1857.041667,7.9
1857,2,1857.125,5.2
1857,3,1857.208333,1.9
1857,4,1857.291667,6.1
1857,5,1857.375,20.8
1857,6,1857.458333,10.5
1857,7,1857.541667,15.8
1857,8,1857.625,16.6
1857,9,1857.708333,32.6
1857,10,1857.791667,32.9
1857,11,1857.875,28
1857,12,1857.958333,30.1
1858,1,1858.041667,33.4
1858,2,1858.125,28.7
1858,3,1858.208333,50.9
1858,4,1858.291667,29.3
1858,5,1858.375,37
1858,6,1858.458333,36.6
1858,7,1858.541667,48.3
1858,8,1858.625,45.6
1858,9,1858.708333,70.3
1858,10,1858.791667,62.7
1858,11,1858.875,39.7
1858,12,1858.958333,50.1
1859,1,1859.041667,66.2
1859,2,1859.125,72.6
1859,3,1859.208333,63.7
1859,4,1859.291667,66.6
1859,5,1859.375,67.9
1859,6,1859.458333,75.7
1859,7,1859.541667,85.2
1859,8,1859.625,76.9
1859,9,1859.708333,80.1
1859,10,1859.791667,94.7
1859,11,1859.875,83.1
1859,12,1859.958333,74.7
1860,1,1860.041667,72.1
1860,2,1860.125,67.7
1860,3,1860.208333,88
1860,4,1860.291667,69.7
1860,5,1860.375,96.1
1860,6,1860.458333,95.2
1860,7,1860.541667,103.4
1860,8,1860.625,85.8
1860,9,1860.708333,92.8
1860,10,1860.791667,82.1
1860,11,1860.875,90.3
1860,12,1860.958333,84
1861,1,1861.041667,58.9
1861,2,1861.125,72.4
1861,3,1861.208333,90.1
1861,4,1861.291667,86.8
1861,5,1861.375,55.9
1861,6,1861.458333,80.1
1861,7,1861.541667,72.5
1861,8,1861.625,75.5
1861,9,1861.708333,71.5
1861,10,1861.791667,61.6
1861,11,1861.875,47.5
1861,12,1861.958333,75.3
1862,1,1862.041667,48.2
1862,2,1862.125,51.7
1862,3,1862.208333,43.8
1862,4,1862.291667,47.9
1862,5,1862.375,58
1862,6,1862.458333,68.1
1862,7,1862.541667,55.4
1862,8,1862.625,56.5
1862,9,1862.708333,53.3
1862,10,1862.791667,44.8
1862,11,1862.875,43.5
1862,12,1862.958333,34.9
1863,1,1863.041667,37.8
1863,2,1863.125,47
1863,3,1863.208333,58.8
1863,4,1863.291667,42
1863,5,1863.375,55.1
1863,6,1863.458333,43.3
1863,7,1863.541667,34.6
1863,8,1863.625,45.6
1863,9,1863.708333,20.7
1863,10,1863.791667,30
1863,11,1863.875,35.5
1863,12,1863.958333,39.9
1864,1,1864.041667,42.1
1864,2,1864.125,36.6
1864,3,1864.208333,57.5
1864,4,1864.291667,28
1864,5,1864.375,30.4
1864,6,1864.458333,40.9
1864,7,1864.541667,34.7
1864,8,1864.625,33.7
1864,9,1864.708333,24.3
1864,10,1864.791667,26.2
1864,11,1864.875,40.3
1864,12,1864.958333,18.9
1865,1,1865.041667,34.7
1865,2,1865.125,34.6
