The copyright to the intellectual property of this file is held by www.climatedata.info
Title,Estimated monthly sunspot nmubers.,,
Reference,"Hoyt, D. V., and K. H. Schatten, 1997. Group Sunspot Numbers: A New Solar Activity Reconstruction. Solar Physics, (submitted).",,
URL,http://www.ngdc.noaa.gov/stp/SOLAR/ftpsunspotnumber.html,,
Missing,-99,,
Yeay,Month,Date,Sun spot number
1696,6,1696.458333,0
1696,7,1696.541667,0
1696,8,1696.625,0
1696,9,1696.708333,0
1696,10,1696.791667,0
1696,11,1696.875,0
1696,12,1696.958333,0
1697,1,1697.041667,0
1697,2,1697.125,0
1697,3,1697.208333,0
1697,4,1697.291667,0
1697,5,1697.375,0
1697,6,1697.458333,0
1697,7,1697.541667,0
1697,8,1697.625,0
1697,9,1697.708333,0
1697,10,1697.791667,0
1697,11,1697.875,0
1697,12,1697.958333,0
1698,1,1698.041667,0
1698,2,1698.125,0
1698,3,1698.208333,0
1698,4,1698.291667,0
1698,5,1698.375,0
1698,6,1698.458333,0
1698,7,1698.541667,0
1698,8,1698.625,0
1698,9,1698.708333,0
1698,10,1698.791667,0
1698,11,1698.875,0
1698,12,1698.958333,0
1699,1,1699.041667,0
1699,2,1699.125,0
1699,3,1699.208333,0
1699,4,1699.291667,0
1699,5,1699.375,0
1699,6,1699.458333,0
1699,7,1699.541667,0
1699,8,1699.625,0
1699,9,1699.708333,0
1699,10,1699.791667,0
1699,11,1699.875,0
1699,12,1699.958333,0
1700,1,1700.041667,0
1700,2,1700.125,0
1700,3,1700.208333,0
1700,4,1700.291667,0
1700,5,1700.375,0
1700,6,1700.458333,0
1700,7,1700.541667,0
1700,8,1700.625,0
1700,9,1700.708333,0
1700,10,1700.791667,0
1700,11,1700.875,2.8
1700,12,1700.958333,2.1
1701,1,1701.041667,1.6
1701,2,1701.125,0
1701,3,1701.208333,0
1701,4,1701.291667,0
1701,5,1701.375,0
1701,6,1701.458333,0
1701,7,1701.541667,0
1701,8,1701.625,0
1701,9,1701.708333,0
1701,10,1701.791667,0
1701,11,1701.875,4.4
1701,12,1701.958333,0
1702,1,1702.041667,0
1702,2,1702.125,0
1702,3,1702.208333,0
1702,4,1702.291667,0
1702,5,1702.375,3.9
1702,6,1702.458333,0
1702,7,1702.541667,0
1702,8,1702.625,0
1702,9,1702.708333,0
1702,10,1702.791667,0
1702,11,1702.875,0
1702,12,1702.958333,3.2
1703,1,1703.041667,0.4
1703,2,1703.125,0
1703,3,1703.208333,0
1703,4,1703.291667,0
1703,5,1703.375,4.1
1703,6,1703.458333,12.7
1703,7,1703.541667,6.8
1703,8,1703.625,0
1703,9,1703.708333,0
1703,10,1703.791667,1
1703,11,1703.875,3.1
1703,12,1703.958333,3.9
1704,1,1704.041667,12.5
1704,2,1704.125,6
1704,3,1704.208333,4.3
1704,4,1704.291667,2.1
1704,5,1704.375,0.9
1704,6,1704.458333,10.3
1704,7,1704.541667,3.6
1704,8,1704.625,0.5
1704,9,1704.708333,0.6
1704,10,1704.791667,0
1704,11,1704.875,7.7
1704,12,1704.958333,0.5
1705,1,1705.041667,10.2
1705,2,1705.125,5.7
1705,3,1705.208333,4.3
1705,4,1705.291667,6.1
1705,5,1705.375,5.9
1705,6,1705.458333,4.9
1705,7,1705.541667,5.2
1705,8,1705.625,1.4
1705,9,1705.708333,1.6
1705,10,1705.791667,12.6
1705,11,1705.875,6.8
1705,12,1705.958333,1.4
1706,1,1706.041667,0
1706,2,1706.125,1.6
1706,3,1706.208333,6.1
1706,4,1706.291667,4.9
1706,5,1706.375,0
1706,6,1706.458333,2.5
1706,7,1706.541667,0
1706,8,1706.625,0
1706,9,1706.708333,9.3
1706,10,1706.791667,1.3
1706,11,1706.875,4.4
1706,12,1706.958333,8.3
1707,1,1707.041667,1.3
1707,2,1707.125,2.4
1707,3,1707.208333,19
1707,4,1707.291667,1.1
1707,5,1707.375,0
1707,6,1707.458333,0
1707,7,1707.541667,1
1707,8,1707.625,0
1707,9,1707.708333,13.9
1707,10,1707.791667,3.1
1707,11,1707.875,15.1
1707,12,1707.958333,6.2
1708,1,1708.041667,2.5
1708,2,1708.125,0
1708,3,1708.208333,0
1708,4,1708.291667,0
1708,5,1708.375,0
1708,6,1708.458333,0.4
1708,7,1708.541667,0.5
1708,8,1708.625,12
1708,9,1708.708333,8.9
1708,10,1708.791667,0.6
1708,11,1708.875,7.7
1708,12,1708.958333,1.5
1709,1,1709.041667,4.3
1709,2,1709.125,3.2
1709,3,1709.208333,0
1709,4,1709.291667,0
1709,5,1709.375,0
1709,6,1709.458333,0
1709,7,1709.541667,0
1709,8,1709.625,2.9
1709,9,1709.708333,0
1709,10,1709.791667,1.4
1709,11,1709.875,7.4
1709,12,1709.958333,0
1710,1,1710.041667,0
1710,2,1710.125,0
1710,3,1710.208333,0
1710,4,1710.291667,0
1710,5,1710.375,0
1710,6,1710.458333,0
1710,7,1710.541667,0
1710,8,1710.625,0
1710,9,1710.708333,0
1710,10,1710.791667,4.8
1710,11,1710.875,0
1710,12,1710.958333,0
1711,1,1711.041667,0
1711,2,1711.125,0
1711,3,1711.208333,0
1711,4,1711.291667,0
1711,5,1711.375,0
1711,6,1711.458333,0
1711,7,1711.541667,0
1711,8,1711.625,0
1711,9,1711.708333,0
1711,10,1711.791667,0
1711,11,1711.875,0
1711,12,1711.958333,0
1712,1,1712.041667,0
1712,2,1712.125,0
1712,3,1712.208333,0
1712,4,1712.291667,0
1712,5,1712.375,0
1712,6,1712.458333,0
1712,7,1712.541667,0
1712,8,1712.625,0
1712,9,1712.708333,0
1712,10,1712.791667,0
1712,11,1712.875,0
1712,12,1712.958333,0
1713,1,1713.041667,0
1713,2,1713.125,0
1713,3,1713.208333,0
1713,4,1713.291667,0
1713,5,1713.375,3.9
1713,6,1713.458333,0
1713,7,1713.541667,0
1713,8,1713.625,0
1713,9,1713.708333,0
1713,10,1713.791667,0
1713,11,1713.875,0
1713,12,1713.958333,0
1714,1,1714.041667,0
1714,2,1714.125,0
1714,3,1714.208333,0
1714,4,1714.291667,0.8
1714,5,1714.375,0
1714,6,1714.458333,0
1714,7,1714.541667,0
1714,8,1714.625,3.9
1714,9,1714.708333,6
1714,10,1714.791667,0.4
1714,11,1714.875,0
1714,12,1714.958333,0
1715,1,1715.041667,4.7
1715,2,1715.125,1.2
1715,3,1715.208333,0
1715,4,1715.291667,3.6
1715,5,1715.375,4.9
1715,6,1715.458333,0.6
1715,7,1715.541667,4.3
1715,8,1715.625,8.3
1715,9,1715.708333,6.9
1715,10,1715.791667,2.1
1715,11,1715.875,4.4
1715,12,1715.958333,1.6
1716,1,1716.041667,5.6
1716,2,1716.125,2.9
1716,3,1716.208333,0
1716,4,1716.291667,19.3
1716,5,1716.375,9.4
1716,6,1716.458333,12.1
1716,7,1716.541667,15
1716,8,1716.625,12.5
1716,9,1716.708333,15.9
1716,10,1716.791667,1.2
1716,11,1716.875,14.7
1716,12,1716.958333,1.2
1717,1,1717.041667,9.7
1717,2,1717.125,21
1717,3,1717.208333,10.8
1717,4,1717.291667,29.6
1717,5,1717.375,25.6
1717,6,1717.458333,10.2
1717,7,1717.541667,11.1
1717,8,1717.625,16.6
1717,9,1717.708333,12.5
1717,10,1717.791667,17.2
1717,11,1717.875,27.2
1717,12,1717.958333,18.4
1718,1,1718.041667,19.7
1718,2,1718.125,18.4
1718,3,1718.208333,13.1
1718,4,1718.291667,3.4
1718,5,1718.375,6.7
1718,6,1718.458333,
1718,7,1718.541667,
1718,8,1718.625,4.8
1718,9,1718.708333,15
1718,10,1718.791667,1.7
1718,11,1718.875,1.3
1718,12,1718.958333,5.8
1719,1,1719.041667,35.2
1719,2,1719.125,19.8
1719,3,1719.208333,6.4
1719,4,1719.291667,26.1
1719,5,1719.375,28.8
1719,6,1719.458333,64.5
1719,7,1719.541667,46.6
1719,8,1719.625,45.1
1719,9,1719.708333,31.6
1719,10,1719.791667,37.6
1719,11,1719.875,44.8
1719,12,1719.958333,20.6
1720,1,1720.041667,16.9
1720,2,1720.125,18.7
1720,3,1720.208333,28.2
1720,4,1720.291667,20.2
1720,5,1720.375,41.4
1720,6,1720.458333,46.3
1720,7,1720.541667,36.4
1720,8,1720.625,23.4
1720,9,1720.708333,14.9
1720,10,1720.791667,9.3
1720,11,1720.875,15.4
1720,12,1720.958333,9.9
1721,1,1721.041667,12.2
1721,2,1721.125,75.7
1721,3,1721.208333,24.6
1721,4,1721.291667,30
1721,5,1721.375,45.1
1721,6,1721.458333,23
1721,7,1721.541667,12.7
1721,8,1721.625,10.1
1721,9,1721.708333,13.5
1721,10,1721.791667,5
1721,11,1721.875,4
1721,12,1721.958333,1.4
1722,1,1722.041667,14.2
1722,2,1722.125,
1722,3,1722.208333,8.4
1722,4,1722.291667,6.5
1722,5,1722.375,11.1
1722,6,1722.458333,22.6
1722,7,1722.541667,11
1722,8,1722.625,0.7
1722,9,1722.708333,12
1722,10,1722.791667,
1722,11,1722.875,12
1722,12,1722.958333,12
1723,1,1723.041667,
1723,2,1723.125,
1723,3,1723.208333,
1723,4,1723.291667,
1723,5,1723.375,
1723,6,1723.458333,0
1723,7,1723.541667,
1723,8,1723.625,
1723,9,1723.708333,
1723,10,1723.791667,
1723,11,1723.875,8.9
1723,12,1723.958333,
1724,1,1724.041667,
1724,2,1724.125,
1724,3,1724.208333,
1724,4,1724.291667,
1724,5,1724.375,11.7
1724,6,1724.458333,26
1724,7,1724.541667,
1724,8,1724.625,
1724,9,1724.708333,
1724,10,1724.791667,
1724,11,1724.875,
1724,12,1724.958333,9
1725,1,1725.041667,
1725,2,1725.125,12
1725,3,1725.208333,12
1725,4,1725.291667,17.5
1725,5,1725.375,18.9
1725,6,1725.458333,12.9
1725,7,1725.541667,0
1725,8,1725.625,4.5
1725,9,1725.708333,12
1725,10,1725.791667,
1725,11,1725.875,22.1
1725,12,1725.958333,16.4
1726,1,1726.041667,34.9
1726,2,1726.125,23.7
1726,3,1726.208333,44.9
1726,4,1726.291667,30.6
1726,5,1726.375,31.3
1726,6,1726.458333,34.8
1726,7,1726.541667,27.1
1726,8,1726.625,22.7
1726,9,1726.708333,42
1726,10,1726.791667,44.5
1726,11,1726.875,44.1
1726,12,1726.958333,53.7
1727,1,1727.041667,27.2
1727,2,1727.125,37.5
1727,3,1727.208333,
1727,4,1727.291667,
1727,5,1727.375,
1727,6,1727.458333,
1727,7,1727.541667,
1727,8,1727.625,
1727,9,1727.708333,38.7
1727,10,1727.791667,42.6
1727,11,1727.875,
1727,12,1727.958333,
1728,1,1728.041667,
1728,2,1728.125,
1728,3,1728.208333,
1728,4,1728.291667,86.7
1728,5,1728.375,76.5
1728,6,1728.458333,42.5
1728,7,1728.541667,51.3
1728,8,1728.625,
1728,9,1728.708333,27.5
1728,10,1728.791667,
1728,11,1728.875,101
1728,12,1728.958333,
1729,1,1729.041667,22
1729,2,1729.125,66.9
1729,3,1729.208333,11
1729,4,1729.291667,
1729,5,1729.375,15
1729,6,1729.458333,
1729,7,1729.541667,5
1729,8,1729.625,
1729,9,1729.708333,
1729,10,1729.791667,
1729,11,1729.875,
1729,12,1729.958333,
1730,1,1730.041667,67.7
1730,2,1730.125,86.6
1730,3,1730.208333,
1730,4,1730.291667,113.4
1730,5,1730.375,85
1730,6,1730.458333,
1730,7,1730.541667,60.5
1730,8,1730.625,
1730,9,1730.708333,5
1730,10,1730.791667,
1730,11,1730.875,
1730,12,1730.958333,
1731,1,1731.041667,
1731,2,1731.125,
1731,3,1731.208333,
1731,4,1731.291667,
1731,5,1731.375,
1731,6,1731.458333,
1731,7,1731.541667,
1731,8,1731.625,
1731,9,1731.708333,
1731,10,1731.791667,
1731,11,1731.875,
1731,12,1731.958333,0
1732,1,1732.041667,
1732,2,1732.125,
1732,3,1732.208333,
1732,4,1732.291667,
1732,5,1732.375,
1732,6,1732.458333,
1732,7,1732.541667,
1732,8,1732.625,
1732,9,1732.708333,0
1732,10,1732.791667,
1732,11,1732.875,
1732,12,1732.958333,36
1733,1,1733.041667,0
1733,2,1733.125,0
1733,3,1733.208333,0
1733,4,1733.291667,0
1733,5,1733.375,0.4
1733,6,1733.458333,0
1733,7,1733.541667,0
1733,8,1733.625,0
1733,9,1733.708333,0
1733,10,1733.791667,0
1733,11,1733.875,0
1733,12,1733.958333,0
1734,1,1734.041667,
1734,2,1734.125,
1734,3,1734.208333,
1734,4,1734.291667,
1734,5,1734.375,0
1734,6,1734.458333,
1734,7,1734.541667,
1734,8,1734.625,
1734,9,1734.708333,
1734,10,1734.791667,
1734,11,1734.875,
1734,12,1734.958333,
1735,1,1735.041667,
1735,2,1735.125,21
1735,3,1735.208333,24.3
1735,4,1735.291667,21.6
1735,5,1735.375,20.2
1735,6,1735.458333,7.5
1735,7,1735.541667,
1735,8,1735.625,
1735,9,1735.708333,
1735,10,1735.791667,15
1735,11,1735.875,
1735,12,1735.958333,
1736,1,1736.041667,
1736,2,1736.125,
1736,3,1736.208333,68.7
1736,4,1736.291667,70
1736,5,1736.375,52
1736,6,1736.458333,54.6
1736,7,1736.541667,38
1736,8,1736.625,45
1736,9,1736.708333,38
1736,10,1736.791667,11
1736,11,1736.875,57
1736,12,1736.958333,52
1737,1,1737.041667,
1737,2,1737.125,24
1737,3,1737.208333,
1737,4,1737.291667,
1737,5,1737.375,24
1737,6,1737.458333,
1737,7,1737.541667,
1737,8,1737.625,
1737,9,1737.708333,
1737,10,1737.791667,
1737,11,1737.875,
1737,12,1737.958333,
1738,1,1738.041667,
1738,2,1738.125,
1738,3,1738.208333,
1738,4,1738.291667,
1738,5,1738.375,
1738,6,1738.458333,
1738,7,1738.541667,
1738,8,1738.625,17
1738,9,1738.708333,
1738,10,1738.791667,
1738,11,1738.875,
1738,12,1738.958333,
1739,1,1739.041667,
1739,2,1739.125,30
1739,3,1739.208333,
1739,4,1739.291667,106
1739,5,1739.375,
1739,6,1739.458333,30
1739,7,1739.541667,41
1739,8,1739.625,49.5
1739,9,1739.708333,30
1739,10,1739.791667,121
1739,11,1739.875,60
1739,12,1739.958333,5
1740,1,1740.041667,
1740,2,1740.125,
1740,3,1740.208333,13.8
1740,4,1740.291667,12
1740,5,1740.375,0
1740,6,1740.458333,12
1740,7,1740.541667,13.1
1740,8,1740.625,
1740,9,1740.708333,13.5
1740,10,1740.791667,10
1740,11,1740.875,
1740,12,1740.958333,0
1741,1,1741.041667,106
1741,2,1741.125,
1741,3,1741.208333,
1741,4,1741.291667,
1741,5,1741.375,
1741,6,1741.458333,
1741,7,1741.541667,
1741,8,1741.625,
1741,9,1741.708333,
1741,10,1741.791667,
1741,11,1741.875,
1741,12,1741.958333,9.4
1742,1,1742.041667,15
1742,2,1742.125,15
1742,3,1742.208333,
1742,4,1742.291667,
1742,5,1742.375,
1742,6,1742.458333,15
1742,7,1742.541667,
1742,8,1742.625,23.5
1742,9,1742.708333,23.5
1742,10,1742.791667,19
1742,11,1742.875,2
1742,12,1742.958333,
1743,1,1743.041667,
1743,2,1743.125,
1743,3,1743.208333,
1743,4,1743.291667,
1743,5,1743.375,
1743,6,1743.458333,11
1743,7,1743.541667,13
1743,8,1743.625,
1743,9,1743.708333,
1743,10,1743.791667,9
1743,11,1743.875,0
1743,12,1743.958333,
1744,1,1744.041667,
1744,2,1744.125,
1744,3,1744.208333
1744,4,1744.291667
1744,5,1744.375
1744,6,1744.458333
1744,7,1744.541667
1744,8,1744.625
1744,9,1744.708333
1744,10,1744.791667
1744,11,1744.875
1744,12,1744.958333
1745,1,1745.041667
1745,2,1745.125
1745,3,1745.208333
1745,4,1745.291667
1745,5,1745.375
1745,6,1745.458333
1745,7,1745.541667,
1745,8,1745.625,
1745,9,1745.708333,
1745,10,1745.791667,
1745,11,1745.875,
1745,12,1745.958333,
1746,1,1746.041667,
1746,2,1746.125,
1746,3,1746.208333,0
1746,4,1746.291667,
1746,5,1746.375,
1746,6,1746.458333,
1746,7,1746.541667,
1746,8,1746.625,
1746,9,1746.708333,
1746,10,1746.791667,
1746,11,1746.875
1746,12,1746.958333
1747,1,1747.041667
1747,2,1747.125
1747,3,1747.208333
1747,4,1747.291667
1747,5,1747.375
1747,6,1747.458333
1747,7,1747.541667
1747,8,1747.625
1747,9,1747.708333
1747,10,1747.791667
1747,11,1747.875
1747,12,1747.958333
1748,1,1748.041667
1748,2,1748.125
1748,3,1748.208333,
1748,4,1748.291667,
1748,5,1748.375,
1748,6,1748.458333,
1748,7,1748.541667,61
1748,8,1748.625,
1748,9,1748.708333,
1748,10,1748.791667,
1748,11,1748.875,
1748,12,1748.958333,
1749,1,1749.041667,
1749,2,1749.125,58.3
1749,3,1749.208333,42.9
1749,4,1749.291667,38.4
1749,5,1749.375,
1749,6,1749.458333,52.8
1749,7,1749.541667,82.5
1749,8,1749.625,48
1749,9,1749.708333,52.6
1749,10,1749.791667,58.7
1749,11,1749.875,128.9
1749,12,1749.958333,68.6
1750,1,1750.041667,41.3
1750,2,1750.125,50.1
1750,3,1750.208333,53.6
1750,4,1750.291667,72
1750,5,1750.375,
1750,6,1750.458333,96
1750,7,1750.541667,55.2
1750,8,1750.625,96
1750,9,1750.708333,60
1750,10,1750.791667,48
1750,11,1750.875,24
1750,12,1750.958333,41.3
1751,1,1751.041667,48.3
1751,2,1751.125,30
1751,3,1751.208333,32.8
1751,4,1751.291667,34.4
1751,5,1751.375,49.1
1751,6,1751.458333,34.7
1751,7,1751.541667,56
1751,8,1751.625,36.9
1751,9,1751.708333,6.9
1751,10,1751.791667,15.3
1751,11,1751.875,24
1751,12,1751.958333,36
1752,1,1752.041667,24
1752,2,1752.125,24
1752,3,1752.208333,66.7
1752,4,1752.291667,24
1752,5,1752.375,27.4
1752,6,1752.458333,21
1752,7,1752.541667,47.6
1752,8,1752.625,17.3
1752,9,1752.708333,16
1752,10,1752.791667,31.1
1752,11,1752.875,25.3
1752,12,1752.958333,24
1753,1,1753.041667,
1753,2,1753.125,24
1753,3,1753.208333,48
1753,4,1753.291667,
1753,5,1753.375,47
1753,6,1753.458333,24
1753,7,1753.541667,0
1753,8,1753.625,48
1753,9,1753.708333,24
1753,10,1753.791667,0
1753,11,1753.875,
1753,12,1753.958333,0
1754,1,1754.041667,0
1754,2,1754.125,
1754,3,1754.208333,0
1754,4,1754.291667,9.5
1754,5,1754.375,11.8
1754,6,1754.458333,14.2
1754,7,1754.541667,14.9
1754,8,1754.625,8.2
1754,9,1754.708333,9.5
1754,10,1754.791667,15.4
1754,11,1754.875,10.2
1754,12,1754.958333,2.9
1755,1,1755.041667,4.4
1755,2,1755.125,6.4
1755,3,1755.208333,5.3
1755,4,1755.291667,5
1755,5,1755.375,0
1755,6,1755.458333,0
1755,7,1755.541667,6.5
1755,8,1755.625,0.5
1755,9,1755.708333,5.5
1755,10,1755.791667,14.5
1755,11,1755.875,3
1755,12,1755.958333,5.3
1756,1,1756.041667,6.2
1756,2,1756.125,5
1756,3,1756.208333,3.9
1756,4,1756.291667,6
1756,5,1756.375,10.2
1756,6,1756.458333,12.6
1756,7,1756.541667,2.7
1756,8,1756.625,2.6
1756,9,1756.708333,7
1756,10,1756.791667,8.7
1756,11,1756.875,15.1
1756,12,1756.958333,7.5
1757,1,1757.041667,6
1757,2,1757.125,13.9
1757,3,1757.208333,19.5
1757,4,1757.291667,24.9
1757,5,1757.375,19.4
1757,6,1757.458333,11.5
1757,7,1757.541667,9.7
1757,8,1757.625,75
1757,9,1757.708333,31.8
1757,10,1757.791667,24.6
1757,11,1757.875,34.6
1757,12,1757.958333,26.8
1758,1,1758.041667,28
1758,2,1758.125,36.9
1758,3,1758.208333,36.1
1758,4,1758.291667,54.6
1758,5,1758.375,30.7
1758,6,1758.458333,
1758,7,1758.541667,
1758,8,1758.625,24
1758,9,1758.708333,72
1758,10,1758.791667,24
1758,11,1758.875,
1758,12,1758.958333,60
1759,1,1759.041667,
1759,2,1759.125,48
1759,3,1759.208333,46
1759,4,1759.291667,
1759,5,1759.375,
1759,6,1759.458333,
1759,7,1759.541667,
1759,8,1759.625,
1759,9,1759.708333,80
1759,10,1759.791667,
1759,11,1759.875,24
1759,12,1759.958333,
1760,1,1760.041667,
1760,2,1760.125,39.6
1760,3,1760.208333,72
1760,4,1760.291667,
1760,5,1760.375,
1760,6,1760.458333,34.3
1760,7,1760.541667,
1760,8,1760.625,54
1760,9,1760.708333,38.9
1760,10,1760.791667,31.5
1760,11,1760.875,48
1760,12,1760.958333,
1761,1,1761.041667,86.4
1761,2,1761.125,71
1761,3,1761.208333,55.2
1761,4,1761.291667,35.8
1761,5,1761.375,109.4
1761,6,1761.458333,80.5
1761,7,1761.541667,83.2
1761,8,1761.625,65.8
1761,9,1761.708333,76
1761,10,1761.791667,60
1761,11,1761.875,74.5
1761,12,1761.958333,24
1762,1,1762.041667,31.1
1762,2,1762.125,57.2
1762,3,1762.208333,40.8
1762,4,1762.291667,44
1762,5,1762.375,33.6
1762,6,1762.458333,54.4
1762,7,1762.541667,25
1762,8,1762.625,44.1
1762,9,1762.708333,51.2
1762,10,1762.791667,50.3
1762,11,1762.875,66.9
1762,12,1762.958333,56.3
1763,1,1763.041667,40.8
1763,2,1763.125,25
1763,3,1763.208333,22.3
1763,4,1763.291667,25.6
1763,5,1763.375,24
1763,6,1763.458333,25.8
1763,7,1763.541667,42
1763,8,1763.625,21.8
1763,9,1763.708333,57
1763,10,1763.791667,34.8
1763,11,1763.875,41.6
1763,12,1763.958333,50.2
1764,1,1764.041667,80.6
1764,2,1764.125,39.8
1764,3,1764.208333,34.6
1764,4,1764.291667,29.1
1764,5,1764.375,34.3
1764,6,1764.458333,8.5
1764,7,1764.541667,12.2
1764,8,1764.625,8.7
1764,9,1764.708333,20.3
1764,10,1764.791667,
1764,11,1764.875,37
1764,12,1764.958333,30.5
1765,1,1765.041667,
1765,2,1765.125,12
1765,3,1765.208333,24
1765,4,1765.291667,
1765,5,1765.375,21.3
1765,6,1765.458333,
1765,7,1765.541667,11.1
1765,8,1765.625,6.9
1765,9,1765.708333,0
1765,10,1765.791667,0
1765,11,1765.875,0
1765,12,1765.958333,0
1766,1,1766.041667,0
1766,2,1766.125,0
1766,3,1766.208333,21.5
1766,4,1766.291667,0
1766,5,1766.375,8.8
1766,6,1766.458333,0
1766,7,1766.541667,0
1766,8,1766.625,0
1766,9,1766.708333,0
1766,10,1766.791667,0
1766,11,1766.875,0
1766,12,1766.958333,14.5
1767,1,1767.041667,16.1
1767,2,1767.125,0
1767,3,1767.208333,29.1
1767,4,1767.291667,27.3
1767,5,1767.375,30.4
1767,6,1767.458333,31.2
1767,7,1767.541667,23.6
1767,8,1767.625,43.9
1767,9,1767.708333,39.4
1767,10,1767.791667,44.9
1767,11,1767.875,54.8
1767,12,1767.958333,65.9
1768,1,1768.041667,49
1768,2,1768.125,76.6
1768,3,1768.208333,40.9
1768,4,1768.291667,37.7
1768,5,1768.375,92.7
1768,6,1768.458333,93.2
1768,7,1768.541667,59.2
1768,8,1768.625,67.3
1768,9,1768.708333,76.7
1768,10,1768.791667,85.6
1768,11,1768.875,85.1
1768,12,1768.958333,92.2
1769,1,1769.041667,71.3
1769,2,1769.125,76.5
1769,3,1769.208333,55.5
1769,4,1769.291667,105.5
1769,5,1769.375,64.1
1769,6,1769.458333,84.4
1769,7,1769.541667,124.5
1769,8,1769.625,106.2
1769,9,1769.708333,121.9
1769,10,1769.791667,152.7
1769,11,1769.875,128.8
1769,12,1769.958333,90.5
1770,1,1770.041667,107.6
1770,2,1770.125,126.6
1770,3,1770.208333,75.2
1770,4,1770.291667,43.7
1770,5,1770.375,59.1
1770,6,1770.458333,74.8
1770,7,1770.541667,127.3
1770,8,1770.625,124.8
1770,9,1770.708333,105.8
1770,10,1770.791667,96.6
1770,11,1770.875,133.8
1770,12,1770.958333,96.3
1771,1,1771.041667,25.8
1771,2,1771.125,47.3
1771,3,1771.208333,37.1
1771,4,1771.291667,68.9
1771,5,1771.375,162.5
1771,6,1771.458333,110.6
1771,7,1771.541667,66.6
1771,8,1771.625,63.8
1771,9,1771.708333,88.8
1771,10,1771.791667,68.2
1771,11,1771.875,88.9
1771,12,1771.958333,124.7
1772,1,1772.041667,90.9
1772,2,1772.125,86.8
1772,3,1772.208333,44.3
1772,4,1772.291667,85.8
1772,5,1772.375,42.3
1772,6,1772.458333,58.7
1772,7,1772.541667,62.6
1772,8,1772.625,61.2
1772,9,1772.708333,47.1
1772,10,1772.791667,57.8
1772,11,1772.875,71.8
1772,12,1772.958333,84.7
1773,1,1773.041667,48.5
1773,2,1773.125,27.1
1773,3,1773.208333,47.5
1773,4,1773.291667,27.8
1773,5,1773.375,42.6
1773,6,1773.458333,28.8
1773,7,1773.541667,16.6
1773,8,1773.625,12.9
1773,9,1773.708333,25.5
1773,10,1773.791667,25.1
1773,11,1773.875,44.4
1773,12,1773.958333,42
1774,1,1774.041667,41.5
1774,2,1774.125,53.2
1774,3,1774.208333,44
1774,4,1774.291667,45.3
1774,5,1774.375,34.3
1774,6,1774.458333,26.4
1774,7,1774.541667,15.5
1774,8,1774.625,5.9
1774,9,1774.708333,9.7
1774,10,1774.791667,11.8
1774,11,1774.875,11
1774,12,1774.958333,11
1775,1,1775.041667,0.9
1775,2,1775.125,0
1775,3,1775.208333,11
1775,4,1775.291667,9.4
1775,5,1775.375,3.8
1775,6,1775.458333,11.8
1775,7,1775.541667,0.7
1775,8,1775.625,5.5
1775,9,1775.708333,3.5
1775,10,1775.791667,2.7
1775,11,1775.875,10.7
1775,12,1775.958333,7.5
1776,1,1776.041667,19.7
1776,2,1776.125,6
1776,3,1776.208333,6.1
1776,4,1776.291667,14.6
1776,5,1776.375,9.7
1776,6,1776.458333,16.3
1776,7,1776.541667,0.6
1776,8,1776.625,9.5
1776,9,1776.708333,17.2
1776,10,1776.791667,20.7
1776,11,1776.875,21
1776,12,1776.958333,27.1
1777,1,1777.041667,34.3
1777,2,1777.125,15.1
1777,3,1777.208333,18.8
1777,4,1777.291667,38.8
1777,5,1777.375,66
1777,6,1777.458333,36.4
1777,7,1777.541667,17.6
1777,8,1777.625,27.2
1777,9,1777.708333,36.4
1777,10,1777.791667,53.3
1777,11,1777.875,51.4
1777,12,1777.958333,64.5
1778,1,1778.041667,144
1778,2,1778.125,60
1778,3,1778.208333,64
1778,4,1778.291667,96
1778,5,1778.375,65.5
1778,6,1778.458333,44.8
1778,7,1778.541667,34
1778,8,1778.625,32.9
1778,9,1778.708333,104
1778,10,1778.791667,96
1778,11,1778.875,63
1778,12,1778.958333,60
1779,1,1779.041667,69.6
1779,2,1779.125,97.8
1779,3,1779.208333,72
1779,4,1779.291667,
1779,5,1779.375,
1779,6,1779.458333,72
1779,7,1779.541667,120
1779,8,1779.625,46.7
1779,9,1779.708333,72
1779,10,1779.791667,96
1779,11,1779.875,
1779,12,1779.958333,
1780,1,1780.041667,48
1780,2,1780.125,63.3
1780,3,1780.208333,
1780,4,1780.291667,
1780,5,1780.375,96
1780,6,1780.458333,15
1780,7,1780.541667,
1780,8,1780.625,72
1780,9,1780.708333,76.8
1780,10,1780.791667,45
1780,11,1780.875,24
1780,12,1780.958333,
1781,1,1781.041667,69
1781,2,1781.125,
1781,3,1781.208333,36
1781,4,1781.291667,72
1781,5,1781.375,86.4
1781,6,1781.458333,120
1781,7,1781.541667,72
1781,8,1781.625,
1781,9,1781.708333,
1781,10,1781.791667,73.6
1781,11,1781.875,60
1781,12,1781.958333,51.3
1782,1,1782.041667,48
1782,2,1782.125,24
1782,3,1782.208333,24
1782,4,1782.291667,30.5
1782,5,1782.375,72
1782,6,1782.458333,
1782,7,1782.541667,
1782,8,1782.625,48
1782,9,1782.708333,
1782,10,1782.791667,4.8
1782,11,1782.875,11.7
1782,12,1782.958333,
1783,1,1783.041667,
1783,2,1783.125,48
1783,3,1783.208333,24
