Title,Multivariate ENSO Index (MEI) ,,,,
Reference,"Monitoring ENSO in COADS with a seasonally adjusted principal component index, K Wolter and M S Timlin.",,,,
URL,http://www.cdc.noaa.gov/people/klaus.wolter/MEI/table.html,,,,
Missing,-999.9,,,,
Date,Year,Index,,,
Dec-02,2002.958,1.142,1.142,0,-0.98
Jan-03,2003.042,1.23,1.23,0,0.15
Feb-03,2003.125,0.909,0.909,0,1.34
Mar-03,2003.208,0.795,0.795,0,1.08
Apr-03,2003.292,0.359,0.359,0,-1.74
May-03,2003.375,0.037,0.037,0,1.17
Jun-03,2003.458,-0.004,0,-0.004,-0.86
Jul-03,2003.542,0.037,0.037,0,0.09
Aug-03,2003.625,0.259,0.259,0,-0.99
Sep-03,2003.708,0.451,0.451,0,0.35
Oct-03,2003.792,0.552,0.552,0,-3.68
Nov-03,2003.875,0.535,0.535,0,0.31
Dec-03,2003.958,0.34,0.34,0,-0.85
Jan-04,2004.042,0.313,0.313,0,0.2
Feb-04,2004.125,0.361,0.361,0,-1.23
Mar-04,2004.208,-0.114,0,-0.114,1.07
Apr-04,2004.292,0.251,0.251,0,1.08
May-04,2004.375,0.439,0.439,0,-0.67
Jun-04,2004.458,0.268,0.268,0,-0.38
Jul-04,2004.542,0.455,0.455,0,-0.3
Aug-04,2004.625,0.612,0.612,0,-0.76
Sep-04,2004.708,0.56,0.56,0,2.51
Oct-04,2004.792,0.516,0.516,0,-2.18
Nov-04,2004.875,0.808,0.808,0,-0.55
Dec-04,2004.958,0.675,0.675,0,1.27
Jan-05,2005.042,0.302,0.302,0,1.82
Feb-05,2005.125,0.742,0.742,0,-2.25
Mar-05,2005.208,0.928,0.928,0,-1.29
Apr-05,2005.292,0.54,0.54,0,0.71
May-05,2005.375,0.705,0.705,0,-0.13
Jun-05,2005.458,0.463,0.463,0,-1
Jul-05,2005.542,0.422,0.422,0,-0.08
Aug-05,2005.625,0.42,0.42,0,0.94
Sep-05,2005.708,0.192,0.192,0,0.5
Oct-05,2005.792,-0.263,0,-0.263,-0.45
Nov-05,2005.875,-0.399,0,-0.399,-1.01
Dec-05,2005.958,-0.532,0,-0.532,-0.81
Jan-06,2006.042,-0.387,0,-0.387,-0.1
Feb-06,2006.125,-0.464,0,-0.464,-1.24
Mar-06,2006.208,-0.585,0,-0.585,-1.12
Apr-06,2006.292,-0.637,0,-0.637,0.57
May-06,2006.375,-0.022,0,-0.022,-0.22
Jun-06,2006.458,0.469,0.469,0,-0.41
Jul-06,2006.542,0.638,0.638,0,0.83
Aug-06,2006.625,0.736,0.736,0,-2.47
Sep-06,2006.708,0.844,0.844,0,-1.02
Oct-06,2006.792,0.989,0.989,0,-1.97
Nov-06,2006.875,1.265,1.265,0,1.7
Dec-06,2006.958,0.953,0.953,0,3.08
Jan-07,2007.042,0.996,0.996,0,1.77
Feb-07,2007.125,0.491,0.491,0,0.42
Mar-07,2007.208,0.104,0.104,0,2.03
Apr-07,2007.292,0.048,0.048,0,-0.1
May-07,2007.375,0.162,0.162,0,0.62
Jun-07,2007.458,-0.308,0,-0.308,-3.34
Jul-07,2007.542,-0.293,0,-0.293,-1.05
Aug-07,2007.625,-0.442,0,-0.442,-3.41
Sep-07,2007.708,-1.127,0,-1.127,-1.18
Oct-07,2007.792,-1.129,0,-1.129,-0.02
Nov-07,2007.875,-1.133,0,-1.133,-1.67
Dec-07,2007.958,-1.131,0,-1.131,1.42
Jan-08,2008.042,-0.958,0,-0.958,1.87
Feb-08,2008.125,-1.359,0,-1.359,1.81
Mar-08,2008.208,-1.546,0,-1.546,0.37
Apr-08,2008.292,-0.89,0,-0.89,-2.02
May-08,2008.375,-0.4,0,-0.4,-3.26
Jun-08,2008.458,0.05,0.05,0,-2.05
Jul-08,2008.542,0.028,0.028,0,-1.38
Aug-08,2008.625,-0.206,0,-0.206,-0.21
Sep-08,2008.708,-0.569,0,-0.569,-2.07
Oct-08,2008.792,-0.739,0,-0.739,0.01
Nov-08,2008.875,-0.563,0,-0.563,-1.3
Dec-08,2008.958,-0.633,0,-0.633,-0.58
Jan-09,2009.042,-0.695,0,-0.695,
Feb-09,2009.125,-0.725,0,-0.725,
Mar-09,2009.208,-0.737,0,-0.737,
Apr-09,2009.292,-0.191,0,-0.191,
May-09,2009.375,-999.9,,,
Jun-09,2009.458,-999.9,,,
Jul-09,2009.542,-999.9,,,
Aug-09,2009.625,-999.9
Sep-09,2009.708,-999.9
Oct-09,2009.792,-999.9
Nov-09,2009.875,-999.9
Dec-09,2009.958,-999.9
