The copyright to the intellectual property of this file is held by www.climatedata.info,,,,,,
Title,Milankovitch radiation for different latitudes and time periods,,,,,
Source:,http://www1.ncdc.noaa.gov/pub/data/paleo/climate_forcing/orbital_variations/berger_insolation/,,,,,
Average of 60 and 70 N,,,,,,
BP,Months  7to 7,Annual 65N,Annual global,BP,BP,Global cos-weighted
-643900,446.28,216.44,290.04,,,340.535
-643800,446.19,216.39,290.04,,,340.537
-643700,446.09,216.34,290.03,,,340.539
-643600,445.99,216.29,290.03,,,340.541
-643500,445.9,216.24,290.02,,,340.543
-643400,445.8,216.19,290.01,,,340.545
-643300,445.7,216.14,290.01,,,340.547
-643200,445.6,216.09,290,,,340.549
-643100,445.51,216.04,290,,,340.551
-643000,445.41,215.99,289.99,,,340.553
-642900,445.31,215.94,289.99,,,340.555
-642800,445.22,215.89,289.98,,,340.555
-642700,445.12,215.84,289.98,,,340.555
-642600,445.02,215.79,289.98,,,340.555
-642500,444.93,215.74,289.97,,,340.555
-642400,444.83,215.69,289.97,,,340.555
-642300,444.73,215.63,289.96,,,340.555
-642200,444.64,215.58,289.96,,,340.555
-642100,444.54,215.53,289.96,,,340.555
-642000,444.44,215.48,289.95,,,340.555
-641900,444.35,215.43,289.95,,,340.555
-641800,444.25,215.37,289.95,,,340.558
-641700,444.15,215.32,289.95,,,340.56
-641600,444.05,215.26,289.95,,,340.563
-641500,443.96,215.2,289.95,,,340.565
-641400,443.86,215.14,289.95,,,340.568
-641300,443.76,215.08,289.95,,,340.57
-641200,443.67,215.02,289.95,,,340.573
-641100,443.57,214.96,289.95,,,340.576
-641000,443.47,214.91,289.95,,,340.578
-640900,443.38,214.85,289.95,,,340.581
-640800,443.23,214.79,289.96,,,340.583
-640700,443.09,214.73,289.96,,,340.586
-640600,442.94,214.67,289.97,,,340.589
-640500,442.8,214.61,289.97,,,340.592
-640400,442.65,214.56,289.98,,,340.595
-640300,442.5,214.5,289.98,,,340.598
-640200,442.36,214.44,289.99,,,340.6
-640100,442.21,214.38,289.99,,,340.603
-640000,442.07,214.32,290,,,340.606
-639900,441.92,214.26,290,,,340.609
-639800,441.75,214.2,290.01,,,340.61
-639700,441.58,214.13,290.01,,,340.612
-639600,441.42,214.06,290.02,,,340.614
-639500,441.25,214,290.03,,,340.615
-639400,441.08,213.93,290.03,,,340.617
-639300,440.91,213.86,290.04,,,340.618
-639200,440.74,213.8,290.05,,,340.62
-639100,440.57,213.73,290.05,,,340.622
-639000,440.4,213.66,290.06,,,340.623
-638900,440.23,213.6,290.06,,,340.625
-638800,440.04,213.53,290.07,,,340.628
-638700,439.84,213.46,290.09,,,340.631
-638600,439.65,213.39,290.1,,,340.634
-638500,439.45,213.32,290.11,,,340.637
-638400,439.26,213.25,290.12,,,340.64
-638300,439.07,213.18,290.13,,,340.643
-638200,438.87,213.12,290.14,,,340.646
-638100,438.68,213.05,290.15,,,340.649
-638000,438.49,212.98,290.16,,,340.652
-637900,438.29,212.91,290.17,,,340.655
-637800,438.03,212.83,290.18,,,340.656
-637700,437.76,212.75,290.19,,,340.657
-637600,437.49,212.67,290.2,,,340.658
-637500,437.23,212.6,290.21,,,340.659
-637400,436.96,212.52,290.23,,,340.66
-637300,436.69,212.44,290.24,,,340.661
-637200,436.43,212.36,290.25,,,340.662
-637100,436.16,212.28,290.26,,,340.663
-637000,435.89,212.2,290.27,,,340.664
-636900,435.63,212.12,290.28,,,340.665
-636800,435.34,212.06,290.3,,,340.669
-636700,435.05,212,290.31,,,340.673
-636600,434.76,211.94,290.33,,,340.678
-636500,434.47,211.87,290.35,,,340.682
-636400,434.17,211.81,290.36,,,340.687
-636300,433.88,211.75,290.38,,,340.691
-636200,433.59,211.69,290.4,,,340.695
-636100,433.3,211.62,290.41,,,340.7
-636000,433.01,211.56,290.43,,,340.704
-635900,432.72,211.5,290.45,,,340.709
-635800,432.43,211.43,290.46,,,340.71
-635700,432.14,211.36,290.48,,,340.711
-635600,431.85,211.3,290.49,,,340.713
-635500,431.56,211.23,290.51,,,340.714
-635400,431.27,211.16,290.53,,,340.716
-635300,430.98,211.1,290.54,,,340.717
-635200,430.69,211.03,290.56,,,340.718
-635100,430.4,210.97,290.58,,,340.72
-635000,430.11,210.9,290.59,,,340.721
-634900,429.82,210.83,290.61,,,340.723
-634800,429.53,210.8,290.63,,,340.73
-634700,429.24,210.76,290.65,,,340.737
-634600,428.94,210.73,290.68,,,340.744
-634500,428.65,210.69,290.7,,,340.751
-634400,428.36,210.66,290.72,,,340.758
-634300,428.07,210.63,290.75,,,340.766
-634200,427.78,210.59,290.77,,,340.773
-634100,427.49,210.56,290.79,,,340.78
-634000,427.2,210.52,290.82,,,340.787
-633900,426.91,210.49,290.84,,,340.794
-633800,426.69,210.48,290.86,,,340.798
-633700,426.47,210.46,290.88,,,340.802
-633600,426.26,210.45,290.9,,,340.806
-633500,426.04,210.44,290.92,,,340.81
-633400,425.82,210.43,290.94,,,340.814
-633300,425.6,210.42,290.96,,,340.818
-633200,425.38,210.4,290.98,,,340.822
-633100,425.17,210.39,291,,,340.827
-633000,424.95,210.38,291.02,,,340.831
-632900,424.73,210.37,291.05,,,340.835
-632800,424.59,210.4,291.07,,,340.841
-632700,424.44,210.43,291.09,,,340.848
-632600,424.3,210.46,291.12,,,340.854
-632500,424.15,210.49,291.14,,,340.861
-632400,424,210.52,291.17,,,340.867
-632300,423.86,210.55,291.19,,,340.874
-632200,423.71,210.58,291.22,,,340.881
-632100,423.57,210.61,291.24,,,340.887
-632000,423.42,210.64,291.27,,,340.894
-631900,423.28,210.67,291.29,,,340.9
-631800,423.25,210.75,291.31,,,340.903
-631700,423.23,210.82,291.33,,,340.906
-631600,423.21,210.89,291.36,,,340.909
-631500,423.18,210.97,291.38,,,340.913
-631400,423.16,211.04,291.4,,,340.916
-631300,423.13,211.12,291.42,,,340.919
-631200,423.11,211.19,291.44,,,340.922
-631100,423.08,211.27,291.46,,,340.925
-631000,423.06,211.34,291.49,,,340.928
-630900,423.04,211.42,291.51,,,340.931
-630800,423.18,211.54,291.53,,,340.938
-630700,423.33,211.67,291.56,,,340.945
-630600,423.47,211.79,291.58,,,340.952
-630500,423.62,211.92,291.61,,,340.96
-630400,423.76,212.04,291.64,,,340.967
-630300,423.91,212.17,291.66,,,340.974
-630200,424.05,212.29,291.69,,,340.981
-630100,424.2,212.42,291.71,,,340.988
-630000,424.34,212.54,291.74,,,340.995
-629900,424.49,212.67,291.76,,,341.002
-629800,424.8,212.83,291.79,,,341.009
-629700,425.12,213,291.81,,,341.015
-629600,425.43,213.16,291.83,,,341.022
-629500,425.75,213.32,291.85,,,341.028
-629400,426.06,213.49,291.88,,,341.034
-629300,426.38,213.65,291.9,,,341.041
-629200,426.69,213.81,291.92,,,341.047
-629100,427.01,213.98,291.94,,,341.054
-629000,427.32,214.14,291.97,,,341.06
-628900,427.64,214.3,291.99,,,341.066
-628800,428.12,214.51,292.01,,,341.073
-628700,428.61,214.71,292.03,,,341.079
-628600,429.09,214.91,292.06,,,341.086
-628500,429.57,215.12,292.08,,,341.092
-628400,430.06,215.32,292.1,,,341.099
-628300,430.54,215.53,292.12,,,341.105
-628200,431.03,215.73,292.14,,,341.112
-628100,431.51,215.93,292.17,,,341.118
-628000,432,216.14,292.19,,,341.125
-627900,432.48,216.34,292.21,,,341.131
-627800,433.11,216.57,292.23,,,341.139
-627700,433.74,216.8,292.25,,,341.147
-627600,434.37,217.03,292.28,,,341.155
-627500,435,217.26,292.3,,,341.163
-627400,435.63,217.49,292.32,,,341.172
-627300,436.26,217.72,292.34,,,341.18
-627200,436.89,217.95,292.36,,,341.188
-627100,437.52,218.18,292.38,,,341.196
-627000,438.15,218.41,292.41,,,341.204
-626900,438.78,218.64,292.43,,,341.212
-626800,439.57,218.89,292.45,,,341.218
-626700,440.37,219.13,292.47,,,341.224
-626600,441.17,219.38,292.48,,,341.23
-626500,441.97,219.63,292.5,,,341.236
-626400,442.77,219.87,292.52,,,341.242
-626300,443.57,220.12,292.54,,,341.248
-626200,444.37,220.36,292.56,,,341.254
-626100,445.17,220.61,292.58,,,341.261
-626000,445.97,220.86,292.6,,,341.267
-625900,446.77,221.1,292.62,,,341.273
-625800,447.66,221.34,292.63,,,341.279
-625700,448.56,221.57,292.65,,,341.285
-625600,449.45,221.81,292.66,,,341.292
-625500,450.35,222.04,292.68,,,341.298
-625400,451.25,222.27,292.69,,,341.304
-625300,452.14,222.51,292.71,,,341.31
-625200,453.04,222.74,292.73,,,341.317
-625100,453.93,222.98,292.74,,,341.323
-625000,454.83,223.21,292.76,,,341.329
-624900,455.73,223.44,292.77,,,341.335
-624800,456.65,223.66,292.79,,,341.343
-624700,457.57,223.87,292.8,,,341.35
-624600,458.49,224.08,292.82,,,341.357
-624500,459.41,224.29,292.83,,,341.365
-624400,460.33,224.5,292.85,,,341.372
-624300,461.25,224.72,292.86,,,341.379
-624200,462.17,224.93,292.88,,,341.386
-624100,463.09,225.14,292.89,,,341.394
-624000,464.01,225.35,292.91,,,341.401
-623900,464.93,225.56,292.93,,,341.408
-623800,465.8,225.73,292.94,,,341.414
-623700,466.67,225.89,292.95,,,341.42
-623600,467.54,226.05,292.96,,,341.425
-623500,468.42,226.22,292.97,,,341.431
-623400,469.29,226.38,292.98,,,341.437
-623300,470.16,226.54,292.99,,,341.443
-623200,471.03,226.71,293,,,341.449
-623100,471.9,226.87,293.01,,,341.454
-623000,472.77,227.03,293.02,,,341.46
-622900,473.65,227.2,293.03,,,341.466
-622800,474.4,227.3,293.04,,,341.475
-622700,475.15,227.4,293.05,,,341.484
-622600,475.9,227.51,293.06,,,341.493
-622500,476.65,227.61,293.07,,,341.502
-622400,477.4,227.71,293.08,,,341.511
-622300,478.15,227.81,293.09,,,341.52
-622200,478.9,227.92,293.1,,,341.529
-622100,479.65,228.02,293.11,,,341.538
-622000,480.4,228.12,293.12,,,341.547
-621900,481.15,228.23,293.13,,,341.556
-621800,481.71,228.25,293.13,,,341.562
-621700,482.27,228.28,293.13,,,341.567
-621600,482.82,228.31,293.14,,,341.572
-621500,483.38,228.33,293.14,,,341.577
-621400,483.94,228.36,293.15,,,341.582
-621300,484.49,228.38,293.15,,,341.587
-621200,485.05,228.41,293.15,,,341.592
-621100,485.61,228.44,293.16,,,341.597
-621000,486.16,228.46,293.16,,,341.602
-620900,486.72,228.49,293.17,,,341.607
-620800,487.01,228.43,293.17,,,341.615
-620700,487.3,228.37,293.17,,,341.624
-620600,487.59,228.31,293.17,,,341.632
-620500,487.88,228.25,293.18,,,341.64
-620400,488.17,228.2,293.18,,,341.649
-620300,488.47,228.14,293.18,,,341.657
-620200,488.76,228.08,293.19,,,341.666
-620100,489.05,228.02,293.19,,,341.674
-620000,489.34,227.96,293.19,,,341.683
-619900,489.63,227.9,293.19,,,341.691
-619800,489.6,227.76,293.19,,,341.697
-619700,489.58,227.62,293.19,,,341.704
-619600,489.55,227.47,293.19,,,341.71
-619500,489.53,227.33,293.18,,,341.717
-619400,489.51,227.19,293.18,,,341.723
-619300,489.48,227.04,293.18,,,341.729
-619200,489.46,226.9,293.18,,,341.736
-619100,489.43,226.76,293.17,,,341.742
-619000,489.41,226.61,293.17,,,341.749
-618900,489.39,226.47,293.17,,,341.755
-618800,489.02,226.25,293.16,,,341.762
-618700,488.66,226.03,293.16,,,341.769
-618600,488.3,225.81,293.15,,,341.776
-618500,487.93,225.59,293.15,,,341.783
-618400,487.57,225.37,293.14,,,341.789
-618300,487.21,225.15,293.14,,,341.796
-618200,486.84,224.93,293.13,,,341.803
-618100,486.48,224.71,293.13,,,341.81
-618000,486.12,224.49,293.13,,,341.817
-617900,485.75,224.27,293.12,,,341.824
-617800,485.1,223.99,293.11,,,341.831
-617700,484.45,223.71,293.1,,,341.837
-617600,483.79,223.42,293.1,,,341.844
-617500,483.14,223.14,293.09,,,341.851
-617400,482.48,222.86,293.08,,,341.857
-617300,481.83,222.58,293.07,,,341.864
-617200,481.18,222.29,293.07,,,341.871
-617100,480.52,222.01,293.06,,,341.877
-617000,479.87,221.73,293.05,,,341.884
-616900,479.21,221.45,293.04,,,341.891
-616800,478.25,221.13,293.03,,,341.898
-616700,477.28,220.81,293.02,,,341.905
-616600,476.31,220.49,293.01,,,341.913
-616500,475.34,220.17,293,,,341.92
-616400,474.37,219.85,293,,,341.927
-616300,473.4,219.53,292.99,,,341.935
-616200,472.43,219.21,292.98,,,341.942
-616100,471.47,218.9,292.97,,,341.95
-616000,470.5,218.58,292.96,,,341.957
-615900,469.53,218.26,292.95,,,341.964
-615800,468.37,217.92,292.94,,,341.972
-615700,467.2,217.59,292.93,,,341.98
-615600,466.04,217.26,292.92,,,341.987
-615500,464.88,216.93,292.91,,,341.995
-615400,463.72,216.59,292.9,,,342.003
-615300,462.55,216.26,292.89,,,342.01
-615200,461.39,215.93,292.88,,,342.018
-615100,460.23,215.59,292.87,,,342.026
-615000,459.07,215.26,292.86,,,342.034
-614900,457.91,214.93,292.85,,,342.041
-614800,456.62,214.6,292.84,,,342.051
-614700,455.34,214.27,292.83,,,342.061
-614600,454.06,213.95,292.82,,,342.071
-614500,452.77,213.62,292.81,,,342.08
-614400,451.49,213.29,292.8,,,342.09
-614300,450.21,212.97,292.78,,,342.1
-614200,448.92,212.64,292.77,,,342.11
-614100,447.64,212.31,292.76,,,342.119
-614000,446.36,211.99,292.75,,,342.129
-613900,445.07,211.66,292.74,,,342.139
-613800,443.79,211.38,292.73,,,342.144
-613700,442.5,211.1,292.71,,,342.148
-613600,441.22,210.82,292.7,,,342.153
-613500,439.94,210.55,292.68,,,342.157
-613400,438.65,210.27,292.67,,,342.162
-613300,437.37,209.99,292.65,,,342.166
-613200,436.09,209.71,292.64,,,342.171
-613100,434.8,209.43,292.62,,,342.175
-613000,433.52,209.15,292.61,,,342.18
-612900,432.24,208.87,292.59,,,342.184
-612800,431.05,208.66,292.58,,,342.189
-612700,429.86,208.44,292.56,,,342.194
-612600,428.68,208.22,292.55,,,342.199
-612500,427.49,208,292.53,,,342.204
-612400,426.31,207.78,292.51,,,342.209
-612300,425.12,207.57,292.5,,,342.214
-612200,423.93,207.35,292.48,,,342.22
-612100,422.75,207.13,292.47,,,342.225
-612000,421.56,206.91,292.45,,,342.23
-611900,420.37,206.7,292.44,,,342.235
-611800,419.33,206.56,292.42,,,342.24
-611700,418.29,206.42,292.41,,,342.246
-611600,417.25,206.28,292.39,,,342.251
-611500,416.21,206.15,292.37,,,342.257
-611400,415.17,206.01,292.36,,,342.262
-611300,414.12,205.87,292.34,,,342.268
-611200,413.08,205.73,292.33,,,342.274
-611100,412.04,205.6,292.31,,,342.279
-611000,411,205.46,292.3,,,342.285
-610900,409.96,205.32,292.28,,,342.29
-610800,409.23,205.29,292.27,,,342.297
-610700,408.51,205.26,292.25,,,342.304
-610600,407.78,205.23,292.24,,,342.311
-610500,407.05,205.2,292.22,,,342.319
-610400,406.33,205.17,292.21,,,342.326
-610300,405.6,205.14,292.2,,,342.333
-610200,404.87,205.11,292.18,,,342.34
-610100,404.15,205.08,292.17,,,342.347
-610000,403.42,205.05,292.15,,,342.354
-609900,402.7,205.02,292.14,,,342.361
-609800,402.28,205.08,292.12,,,342.365
-609700,401.87,205.14,292.1,,,342.368
-609600,401.46,205.2,292.09,,,342.372
-609500,401.05,205.25,292.07,,,342.375
-609400,400.64,205.31,292.05,,,342.379
-609300,400.23,205.37,292.03,,,342.382
-609200,399.81,205.43,292.02,,,342.386
-609100,399.4,205.49,292,,,342.389
-609000,398.99,205.55,291.98,,,342.393
-608900,398.58,205.61,291.97,,,342.396
-608800,398.51,205.77,291.95,,,342.404
-608700,398.43,205.94,291.94,,,342.411
-608600,398.36,206.11,291.93,,,342.418
-608500,398.29,206.28,291.91,,,342.426
-608400,398.22,206.44,291.9,,,342.433
-608300,398.14,206.61,291.89,,,342.44
-608200,398.07,206.78,291.88,,,342.447
-608100,398,206.95,291.86,,,342.455
-608000,397.93,207.11,291.85,,,342.462
-607900,397.85,207.28,291.84,,,342.469
-607800,398.17,207.52,291.82,,,342.473
-607700,398.48,207.76,291.81,,,342.476
-607600,398.8,208.01,291.79,,,342.48
-607500,399.11,208.25,291.78,,,342.483
-607400,399.43,208.49,291.77,,,342.486
-607300,399.74,208.73,291.75,,,342.49
-607200,400.06,208.98,291.74,,,342.493
-607100,400.37,209.22,291.72,,,342.496
-607000,400.69,209.46,291.71,,,342.5
-606900,401,209.7,291.7,,,342.503
-606800,401.7,210.01,291.68,,,342.508
-606700,402.4,210.32,291.67,,,342.513
-606600,403.11,210.63,291.66,,,342.518
-606500,403.81,210.94,291.65,,,342.522
-606400,404.51,211.25,291.64,,,342.527
-606300,405.21,211.55,291.63,,,342.532
-606200,405.92,211.86,291.62,,,342.537
-606100,406.62,212.17,291.61,,,342.542
-606000,407.32,212.48,291.6,,,342.547
-605900,408.02,212.79,291.59,,,342.551
-605800,408.99,213.13,291.58,,,342.557
-605700,409.96,213.46,291.57,,,342.563
-605600,410.93,213.8,291.56,,,342.568
-605500,411.9,214.14,291.56,,,342.574
-605400,412.87,214.47,291.55,,,342.579
-605300,413.83,214.81,291.54,,,342.585
-605200,414.8,215.15,291.53,,,342.59
-605100,415.77,215.49,291.52,,,342.596
-605000,416.74,215.82,291.52,,,342.602
-604900,417.71,216.16,291.51,,,342.607
-604800,418.87,216.49,291.5,,,342.611
-604700,420.03,216.83,291.5,,,342.616
-604600,421.2,217.16,291.49,,,342.62
-604500,422.36,217.49,291.49,,,342.624
-604400,423.52,217.82,291.48,,,342.628
-604300,424.68,218.16,291.48,,,342.633
-604200,425.85,218.49,291.47,,,342.637
-604100,427.01,218.82,291.47,,,342.641
-604000,428.17,219.16,291.46,,,342.645
-603900,429.33,219.49,291.46,,,342.65
-603800,430.62,219.79,291.45,,,342.652
-603700,431.9,220.1,291.45,,,342.654
-603600,433.18,220.4,291.45,,,342.657
-603500,434.47,220.71,291.44,,,342.659
-603400,435.75,221.01,291.44,,,342.661
-603300,437.03,221.32,291.44,,,342.664
-603200,438.32,221.62,291.43,,,342.666
-603100,439.6,221.93,291.43,,,342.668
-603000,440.88,222.23,291.43,,,342.671
-602900,442.17,222.54,291.43,,,342.673
-602800,443.45,222.78,291.43,,,342.675
-602700,444.73,223.02,291.43,,,342.678
-602600,446.02,223.27,291.43,,,342.68
-602500,447.3,223.51,291.43,,,342.682
-602400,448.58,223.76,291.43,,,342.684
-602300,449.87,224,291.43,,,342.687
-602200,451.15,224.25,291.43,,,342.689
-602100,452.43,224.49,291.43,,,342.691
-602000,453.72,224.73,291.43,,,342.693
-601900,455,224.98,291.43,,,342.696
-601800,456.14,225.13,291.43,,,342.702
-601700,457.28,225.29,291.43,,,342.708
-601600,458.41,225.45,291.44,,,342.714
-601500,459.55,225.61,291.44,,,342.72
-601400,460.69,225.76,291.45,,,342.725
-601300,461.83,225.92,291.45,,,342.731
-601200,462.97,226.08,291.46,,,342.737
-601100,464.1,226.24,291.46,,,342.743
-601000,465.24,226.39,291.47,,,342.749
-600900,466.38,226.55,291.47,,,342.755
-600800,467.25,226.61,291.48,,,342.757
-600700,468.12,226.67,291.48,,,342.759
-600600,469,226.73,291.49,,,342.76
-600500,469.87,226.79,291.49,,,342.762
-600400,470.74,226.84,291.5,,,342.764
-600300,471.61,226.9,291.5,,,342.765
-600200,472.48,226.96,291.5,,,342.767
-600100,473.35,227.02,291.51,,,342.769
-600000,474.23,227.08,291.51,,,342.77
-599900,475.1,227.14,291.52,,,342.772
-599800,475.66,227.08,291.53,,,342.776
-599700,476.21,227.03,291.54,,,342.779
-599600,476.77,226.97,291.55,,,342.783
-599500,477.33,226.92,291.55,,,342.786
-599400,477.88,226.86,291.56,,,342.79
-599300,478.44,226.81,291.57,,,342.793
-599200,479,226.76,291.58,,,342.797
-599100,479.55,226.7,291.59,,,342.8
-599000,480.11,226.65,291.6,,,342.804
-598900,480.67,226.59,291.61,,,342.807
-598800,480.81,226.44,291.61,,,342.806
-598700,480.96,226.29,291.62,,,342.805
-598600,481.1,226.14,291.63,,,342.804
-598500,481.25,225.99,291.63,,,342.803
-598400,481.39,225.85,291.64,,,342.802
-598300,481.54,225.7,291.65,,,342.801
-598200,481.68,225.55,291.65,,,342.8
-598100,481.83,225.4,291.66,,,342.799
-598000,481.98,225.25,291.66,,,342.798
-597900,482.12,225.1,291.67,,,342.797
-597800,481.85,224.85,291.68,,,342.797
-597700,481.59,224.61,291.69,,,342.797
-597600,481.32,224.36,291.7,,,342.796
-597500,481.06,224.11,291.71,,,342.796
-597400,480.79,223.87,291.72,,,342.796
-597300,480.52,223.62,291.73,,,342.795
-597200,480.26,223.38,291.75,,,342.795
-597100,479.99,223.13,291.76,,,342.794
-597000,479.72,222.88,291.77,,,342.794
-596900,479.46,222.64,291.78,,,342.794
-596800,478.83,222.34,291.79,,,342.795
-596700,478.2,222.04,291.81,,,342.797
-596600,477.57,221.74,291.82,,,342.798
-596500,476.94,221.44,291.83,,,342.8
-596400,476.31,221.14,291.85,,,342.801
-596300,475.68,220.84,291.86,,,342.803
-596200,475.05,220.55,291.88,,,342.804
-596100,474.42,220.25,291.89,,,342.806
-596000,473.79,219.95,291.9,,,342.807
-595900,473.16,219.65,291.92,,,342.809
-595800,472.22,219.31,291.93,,,342.808
-595700,471.27,218.98,291.95,,,342.808
-595600,470.33,218.64,291.96,,,342.807
-595500,469.38,218.3,291.98,,,342.806
-595400,468.44,217.97,291.99,,,342.806
-595300,467.49,217.63,292.01,,,342.805
-595200,466.55,217.29,292.02,,,342.804
-595100,465.61,216.95,292.04,,,342.804
-595000,464.66,216.62,292.05,,,342.803
-594900,463.72,216.28,292.07,,,342.802
-594800,462.55,215.94,292.09,,,342.802
-594700,461.39,215.59,292.1,,,342.802
-594600,460.23,215.25,292.12,,,342.801
-594500,459.07,214.91,292.14,,,342.801
-594400,457.91,214.57,292.15,,,342.801
-594300,456.74,214.22,292.17,,,342.8
-594200,455.58,213.88,292.19,,,342.8
-594100,454.42,213.54,292.2,,,342.8
-594000,453.26,213.19,292.22,,,342.799
-593900,452.09,212.85,292.24,,,342.799
-593800,450.88,212.54,292.26,,,342.8
-593700,449.67,212.22,292.28,,,342.802
-593600,448.46,211.91,292.3,,,342.803
-593500,447.25,211.6,292.32,,,342.805
-593400,446.04,211.29,292.34,,,342.806
-593300,444.83,210.97,292.36,,,342.808
-593200,443.62,210.66,292.38,,,342.809
-593100,442.41,210.35,292.4,,,342.81
-593000,441.2,210.03,292.42,,,342.812
-592900,439.99,209.72,292.44,,,342.813
-592800,438.8,209.47,292.46,,,342.809
-592700,437.61,209.21,292.47,,,342.804
-592600,436.43,208.96,292.49,,,342.8
-592500,435.24,208.71,292.51,,,342.795
-592400,434.05,208.45,292.52,,,342.791
-592300,432.87,208.2,292.54,,,342.786
-592200,431.68,207.94,292.56,,,342.782
-592100,430.49,207.69,292.57,,,342.777
-592000,429.31,207.43,292.59,,,342.773
-591900,428.12,207.18,292.61,,,342.768
-591800,427.1,207.02,292.63,,,342.768
-591700,426.09,206.87,292.65,,,342.768
-591600,425.07,206.71,292.67,,,342.768
-591500,424.05,206.56,292.69,,,342.767
-591400,423.04,206.4,292.71,,,342.767
-591300,422.02,206.25,292.73,,,342.767
-591200,421,206.09,292.75,,,342.767
-591100,419.99,205.94,292.78,,,342.766
-591000,418.97,205.78,292.8,,,342.766
-590900,417.95,205.63,292.82,,,342.766
-590800,417.15,205.56,292.84,,,342.766
-590700,416.35,205.49,292.86,,,342.766
-590600,415.55,205.43,292.88,,,342.766
-590500,414.75,205.36,292.9,,,342.766
-590400,413.96,205.29,292.92,,,342.766
-590300,413.16,205.23,292.94,,,342.766
-590200,412.36,205.16,292.96,,,342.765
-590100,411.56,205.09,292.98,,,342.765
-590000,410.76,205.03,293,,,342.765
-589900,409.96,204.96,293.02,,,342.765
-589800,409.52,205.01,293.04,,,342.764
-589700,409.09,205.05,293.06,,,342.762
-589600,408.65,205.1,293.08,,,342.761
-589500,408.22,205.15,293.1,,,342.759
-589400,407.78,205.19,293.12,,,342.758
-589300,407.34,205.24,293.13,,,342.757
-589200,406.91,205.28,293.15,,,342.755
-589100,406.47,205.33,293.17,,,342.754
-589000,406.04,205.38,293.19,,,342.752
-588900,405.6,205.42,293.21,,,342.751
-588800,405.48,205.57,293.23,,,342.748
-588700,405.36,205.72,293.24,,,342.745
-588600,405.24,205.87,293.26,,,342.742
-588500,405.12,206.01,293.28,,,342.739
-588400,405,206.16,293.29,,,342.736
-588300,404.87,206.31,293.31,,,342.733
-588200,404.75,206.46,293.32,,,342.731
-588100,404.63,206.6,293.34,,,342.728
-588000,404.51,206.75,293.36,,,342.725
-587900,404.39,206.9,293.37,,,342.722
-587800,404.63,207.14,293.39,,,342.716
-587700,404.87,207.39,293.4,,,342.711
-587600,405.12,207.64,293.41,,,342.705
-587500,405.36,207.88,293.43,,,342.7
-587400,405.6,208.13,293.44,,,342.694
-587300,405.84,208.37,293.45,,,342.688
-587200,406.09,208.62,293.46,,,342.683
-587100,406.33,208.87,293.48,,,342.677
-587000,406.57,209.11,293.49,,,342.672
-586900,406.81,209.36,293.5,,,342.666
-586800,407.42,209.68,293.52,,,342.665
-586700,408.02,210,293.53,,,342.665
-586600,408.63,210.32,293.55,,,342.664
-586500,409.23,210.63,293.56,,,342.663
-586400,409.84,210.95,293.58,,,342.663
-586300,410.44,211.27,293.59,,,342.662
-586200,411.05,211.59,293.61,,,342.661
-586100,411.66,211.91,293.63,,,342.661
-586000,412.26,212.23,293.64,,,342.66
-585900,412.87,212.55,293.66,,,342.659
-585800,413.76,212.91,293.67,,,342.655
-585700,414.66,213.27,293.68,,,342.65
-585600,415.55,213.64,293.69,,,342.645
-585500,416.45,214,293.7,,,342.641
-585400,417.35,214.36,293.71,,,342.636
-585300,418.24,214.73,293.72,,,342.632
-585200,419.14,215.09,293.73,,,342.627
-585100,420.03,215.45,293.74,,,342.623
-585000,420.93,215.82,293.75,,,342.618
-584900,421.83,216.18,293.76,,,342.614
-584800,422.99,216.56,293.77,,,342.611
-584700,424.15,216.95,293.79,,,342.608
-584600,425.31,217.34,293.8,,,342.604
-584500,426.47,217.72,293.81,,,342.601
-584400,427.64,218.11,293.82,,,342.598
-584300,428.8,218.49,293.83,,,342.595
-584200,429.96,218.88,293.84,,,342.592
-584100,431.12,219.26,293.85,,,342.589
-584000,432.29,219.65,293.86,,,342.586
-583900,433.45,220.03,293.87,,,342.583
-583800,434.76,220.4,293.88,,,342.578
-583700,436.06,220.78,293.89,,,342.573
-583600,437.37,221.15,293.89,,,342.568
-583500,438.68,221.52,293.9,,,342.563
-583400,439.99,221.89,293.91,,,342.558
-583300,441.29,222.26,293.92,,,342.554
-583200,442.6,222.63,293.93,,,342.549
-583100,443.91,223,293.93,,,342.544
-583000,445.22,223.38,293.94,,,342.539
-582900,446.52,223.75,293.95,,,342.534
-582800,447.88,224.08,293.96,,,342.528
-582700,449.24,224.41,293.96,,,342.523
-582600,450.59,224.74,293.97,,,342.517
-582500,451.95,225.07,293.97,,,342.511
-582400,453.3,225.4,293.97,,,342.506
-582300,454.66,225.73,293.98,,,342.5
-582200,456.02,226.06,293.98,,,342.495
-582100,457.37,226.39,293.99,,,342.489
-582000,458.73,226.73,293.99,,,342.483
-581900,460.09,227.06,294,,,342.478
-581800,461.34,227.32,294,,,342.475
-581700,462.6,227.58,294.01,,,342.471
-581600,463.86,227.84,294.01,,,342.468
-581500,465.12,228.1,294.02,,,342.465
-581400,466.38,228.36,294.02,,,342.462
-581300,467.64,228.62,294.03,,,342.459
-581200,468.9,228.88,294.03,,,342.456
-581100,470.16,229.14,294.04,,,342.453
-581000,471.42,229.4,294.04,,,342.449
-580900,472.68,229.66,294.05,,,342.446
