The copyright to the intellectual property of this file is held by www.climatedata.info,,,,,,
Title,Milankovitch radiation for different latitudes and time periods,,,,,
Source:,http://www1.ncdc.noaa.gov/pub/data/paleo/climate_forcing/orbital_variations/berger_insolation/,,,,,
Average of 60 and 70 N,,,,,,
BP,Months  7to 7,Annual 65N,Annual global,BP,BP,Global cos-weighted
-381500,445.7,215.18,291.57,,,340.567
-381400,445.56,215.16,291.59,,,340.566
-381300,445.41,215.14,291.62,,,340.564
-381200,445.27,215.12,291.64,,,340.563
-381100,445.12,215.11,291.66,,,340.561
-381000,444.97,215.09,291.68,,,340.56
-380900,444.83,215.07,291.71,,,340.558
-380800,444.73,215.08,291.73,,,340.558
-380700,444.64,215.08,291.75,,,340.557
-380600,444.54,215.09,291.77,,,340.557
-380500,444.44,215.09,291.79,,,340.556
-380400,444.35,215.1,291.81,,,340.556
-380300,444.25,215.11,291.83,,,340.555
-380200,444.15,215.11,291.85,,,340.555
-380100,444.05,215.12,291.87,,,340.554
-380000,443.96,215.12,291.89,,,340.554
-379900,443.86,215.13,291.91,,,340.553
-379800,443.84,215.16,291.93,,,340.549
-379700,443.81,215.19,291.95,,,340.545
-379600,443.79,215.21,291.96,,,340.542
-379500,443.76,215.24,291.98,,,340.538
-379400,443.74,215.27,291.99,,,340.534
-379300,443.72,215.3,292.01,,,340.53
-379200,443.69,215.33,292.03,,,340.527
-379100,443.67,215.36,292.04,,,340.523
-379000,443.64,215.38,292.06,,,340.519
-378900,443.62,215.41,292.08,,,340.515
-378800,443.69,215.48,292.1,,,340.515
-378700,443.76,215.54,292.11,,,340.516
-378600,443.84,215.6,292.13,,,340.516
-378500,443.91,215.66,292.15,,,340.516
-378400,443.98,215.73,292.17,,,340.516
-378300,444.05,215.79,292.18,,,340.516
-378200,444.13,215.85,292.2,,,340.516
-378100,444.2,215.91,292.22,,,340.516
-378000,444.27,215.98,292.24,,,340.517
-377900,444.35,216.04,292.25,,,340.517
-377800,444.49,216.11,292.27,,,340.516
-377700,444.64,216.19,292.28,,,340.516
-377600,444.78,216.27,292.3,,,340.516
-377500,444.93,216.34,292.31,,,340.516
-377400,445.07,216.42,292.33,,,340.516
-377300,445.22,216.5,292.35,,,340.515
-377200,445.36,216.57,292.36,,,340.515
-377100,445.51,216.65,292.38,,,340.515
-377000,445.65,216.73,292.39,,,340.515
-376900,445.8,216.81,292.41,,,340.514
-376800,446.02,216.89,292.42,,,340.512
-376700,446.23,216.97,292.43,,,340.509
-376600,446.45,217.06,292.44,,,340.506
-376500,446.67,217.14,292.44,,,340.503
-376400,446.89,217.23,292.45,,,340.5
-376300,447.11,217.31,292.46,,,340.497
-376200,447.32,217.4,292.47,,,340.494
-376100,447.54,217.48,292.48,,,340.491
-376000,447.76,217.57,292.49,,,340.488
-375900,447.98,217.65,292.5,,,340.486
-375800,448.22,217.75,292.51,,,340.488
-375700,448.46,217.84,292.52,,,340.49
-375600,448.7,217.94,292.54,,,340.492
-375500,448.95,218.03,292.55,,,340.494
-375400,449.19,218.13,292.56,,,340.497
-375300,449.43,218.22,292.57,,,340.499
-375200,449.67,218.32,292.58,,,340.501
-375100,449.91,218.41,292.59,,,340.503
-375000,450.16,218.51,292.6,,,340.506
-374900,450.4,218.6,292.61,,,340.508
-374800,450.69,218.68,292.62,,,340.506
-374700,450.98,218.76,292.62,,,340.505
-374600,451.27,218.84,292.63,,,340.503
-374500,451.56,218.92,292.63,,,340.502
-374400,451.85,219,292.63,,,340.5
-374300,452.14,219.09,292.64,,,340.498
-374200,452.43,219.17,292.64,,,340.497
-374100,452.72,219.25,292.64,,,340.495
-374000,453.01,219.33,292.65,,,340.494
-373900,453.3,219.41,292.65,,,340.492
-373800,453.57,219.48,292.65,,,340.491
-373700,453.84,219.55,292.65,,,340.489
-373600,454.1,219.62,292.66,,,340.488
-373500,454.37,219.69,292.66,,,340.486
-373400,454.64,219.76,292.66,,,340.484
-373300,454.9,219.83,292.66,,,340.483
-373200,455.17,219.9,292.66,,,340.481
-373100,455.44,219.97,292.67,,,340.48
-373000,455.7,220.04,292.67,,,340.478
-372900,455.97,220.11,292.67,,,340.477
-372800,456.19,220.16,292.67,,,340.475
-372700,456.4,220.21,292.67,,,340.473
-372600,456.62,220.25,292.66,,,340.471
-372500,456.84,220.3,292.66,,,340.469
-372400,457.06,220.35,292.66,,,340.468
-372300,457.28,220.39,292.66,,,340.466
-372200,457.49,220.44,292.65,,,340.464
-372100,457.71,220.49,292.65,,,340.462
-372000,457.93,220.53,292.65,,,340.46
-371900,458.15,220.58,292.65,,,340.459
-371800,458.29,220.58,292.64,,,340.459
-371700,458.44,220.59,292.64,,,340.459
-371600,458.58,220.6,292.63,,,340.46
-371500,458.73,220.6,292.63,,,340.46
-371400,458.87,220.61,292.62,,,340.461
-371300,459.02,220.61,292.62,,,340.461
-371200,459.16,220.62,292.61,,,340.461
-371100,459.31,220.63,292.6,,,340.462
-371000,459.46,220.63,292.6,,,340.462
-370900,459.6,220.64,292.59,,,340.463
-370800,459.65,220.63,292.58,,,340.463
-370700,459.7,220.62,292.58,,,340.463
-370600,459.75,220.61,292.57,,,340.463
-370500,459.79,220.61,292.56,,,340.463
-370400,459.84,220.6,292.55,,,340.463
-370300,459.89,220.59,292.54,,,340.463
-370200,459.94,220.58,292.53,,,340.463
-370100,459.99,220.57,292.52,,,340.463
-370000,460.04,220.57,292.51,,,340.463
-369900,460.09,220.56,292.5,,,340.463
-369800,460.01,220.51,292.49,,,340.461
-369700,459.94,220.47,292.48,,,340.46
-369600,459.87,220.42,292.46,,,340.458
-369500,459.79,220.37,292.45,,,340.457
-369400,459.72,220.33,292.44,,,340.456
-369300,459.65,220.28,292.42,,,340.454
-369200,459.58,220.23,292.41,,,340.453
-369100,459.5,220.19,292.4,,,340.451
-369000,459.43,220.14,292.38,,,340.45
-368900,459.36,220.09,292.37,,,340.448
-368800,459.19,220.03,292.35,,,340.448
-368700,459.02,219.97,292.34,,,340.448
-368600,458.85,219.9,292.32,,,340.447
-368500,458.68,219.84,292.31,,,340.447
-368400,458.51,219.77,292.29,,,340.446
-368300,458.34,219.71,292.28,,,340.446
-368200,458.17,219.64,292.26,,,340.445
-368100,458,219.58,292.24,,,340.445
-368000,457.83,219.51,292.23,,,340.445
-367900,457.66,219.45,292.21,,,340.444
-367800,457.42,219.36,292.19,,,340.447
-367700,457.18,219.27,292.18,,,340.449
-367600,456.94,219.19,292.16,,,340.452
-367500,456.69,219.1,292.15,,,340.455
-367400,456.45,219.01,292.13,,,340.457
-367300,456.21,218.93,292.11,,,340.46
-367200,455.97,218.84,292.1,,,340.462
-367100,455.73,218.75,292.08,,,340.465
-367000,455.48,218.67,292.06,,,340.468
-366900,455.24,218.58,292.05,,,340.47
-366800,454.88,218.48,292.02,,,340.469
-366700,454.52,218.38,292,,,340.469
-366600,454.15,218.28,291.98,,,340.468
-366500,453.79,218.19,291.96,,,340.467
-366400,453.43,218.09,291.94,,,340.466
-366300,453.06,217.99,291.91,,,340.465
-366200,452.7,217.89,291.89,,,340.464
-366100,452.34,217.79,291.87,,,340.464
-366000,451.97,217.69,291.85,,,340.463
-365900,451.61,217.59,291.82,,,340.462
-365800,451.22,217.49,291.8,,,340.461
-365700,450.83,217.39,291.78,,,340.46
-365600,450.45,217.29,291.75,,,340.458
-365500,450.06,217.19,291.73,,,340.457
-365400,449.67,217.09,291.7,,,340.456
-365300,449.29,216.99,291.68,,,340.455
-365200,448.9,216.89,291.66,,,340.454
-365100,448.51,216.78,291.63,,,340.453
-365000,448.12,216.68,291.61,,,340.452
-364900,447.74,216.58,291.58,,,340.45
-364800,447.32,216.49,291.56,,,340.451
-364700,446.91,216.4,291.53,,,340.452
-364600,446.5,216.3,291.51,,,340.452
-364500,446.09,216.21,291.48,,,340.453
-364400,445.68,216.12,291.46,,,340.454
-364300,445.27,216.03,291.43,,,340.455
-364200,444.85,215.93,291.41,,,340.455
-364100,444.44,215.84,291.39,,,340.456
-364000,444.03,215.75,291.36,,,340.457
-363900,443.62,215.65,291.34,,,340.457
-363800,443.23,215.58,291.31,,,340.457
-363700,442.84,215.51,291.28,,,340.456
-363600,442.46,215.44,291.25,,,340.456
-363500,442.07,215.37,291.22,,,340.455
-363400,441.68,215.3,291.2,,,340.455
-363300,441.29,215.23,291.17,,,340.454
-363200,440.91,215.16,291.14,,,340.454
-363100,440.52,215.09,291.11,,,340.453
-363000,440.13,215.02,291.09,,,340.453
-362900,439.74,214.95,291.06,,,340.452
-362800,439.43,214.89,291.03,,,340.451
-362700,439.11,214.83,291,,,340.449
-362600,438.8,214.77,290.97,,,340.448
-362500,438.49,214.71,290.94,,,340.447
-362400,438.17,214.66,290.91,,,340.445
-362300,437.86,214.6,290.88,,,340.444
-362200,437.54,214.54,290.85,,,340.443
-362100,437.23,214.48,290.82,,,340.442
-362000,436.91,214.42,290.79,,,340.44
-361900,436.6,214.36,290.76,,,340.439
-361800,436.38,214.34,290.74,,,340.44
-361700,436.16,214.32,290.71,,,340.441
-361600,435.94,214.3,290.69,,,340.442
-361500,435.72,214.28,290.66,,,340.444
-361400,435.51,214.26,290.64,,,340.445
-361300,435.29,214.24,290.61,,,340.446
-361200,435.07,214.22,290.59,,,340.447
-361100,434.85,214.2,290.56,,,340.448
-361000,434.64,214.18,290.54,,,340.449
-360900,434.42,214.16,290.51,,,340.45
-360800,434.27,214.16,290.49,,,340.451
-360700,434.13,214.15,290.46,,,340.451
-360600,433.98,214.15,290.43,,,340.451
-360500,433.84,214.15,290.4,,,340.451
-360400,433.69,214.14,290.38,,,340.451
-360300,433.55,214.14,290.35,,,340.451
-360200,433.4,214.13,290.32,,,340.452
-360100,433.25,214.13,290.29,,,340.452
-360000,433.11,214.13,290.27,,,340.452
-359900,432.96,214.12,290.24,,,340.452
-359800,432.92,214.15,290.22,,,340.455
-359700,432.87,214.17,290.19,,,340.458
-359600,432.82,214.19,290.17,,,340.461
-359500,432.77,214.22,290.15,,,340.465
-359400,432.72,214.24,290.13,,,340.468
-359300,432.67,214.27,290.11,,,340.471
-359200,432.63,214.29,290.08,,,340.474
-359100,432.58,214.31,290.06,,,340.477
-359000,432.53,214.34,290.04,,,340.48
-358900,432.48,214.36,290.02,,,340.483
-358800,432.55,214.4,289.99,,,340.484
-358700,432.63,214.43,289.97,,,340.484
-358600,432.7,214.46,289.95,,,340.484
-358500,432.77,214.49,289.93,,,340.485
-358400,432.84,214.52,289.9,,,340.485
-358300,432.92,214.56,289.88,,,340.486
-358200,432.99,214.59,289.86,,,340.486
-358100,433.06,214.62,289.83,,,340.486
-358000,433.13,214.65,289.81,,,340.487
-357900,433.21,214.69,289.79,,,340.487
-357800,433.35,214.73,289.77,,,340.488
-357700,433.5,214.77,289.75,,,340.49
-357600,433.64,214.81,289.73,,,340.491
-357500,433.79,214.86,289.71,,,340.493
-357400,433.93,214.9,289.7,,,340.494
-357300,434.08,214.94,289.68,,,340.495
-357200,434.22,214.98,289.66,,,340.497
-357100,434.37,215.03,289.64,,,340.498
-357000,434.51,215.07,289.62,,,340.5
-356900,434.66,215.11,289.61,,,340.501
-356800,434.83,215.14,289.59,,,340.503
-356700,435,215.17,289.58,,,340.505
-356600,435.17,215.2,289.56,,,340.506
-356500,435.34,215.23,289.55,,,340.508
-356400,435.51,215.26,289.53,,,340.51
-356300,435.68,215.29,289.52,,,340.512
-356200,435.85,215.32,289.5,,,340.514
-356100,436.02,215.35,289.49,,,340.516
-356000,436.18,215.38,289.47,,,340.518
-355900,436.35,215.41,289.46,,,340.519
-355800,436.55,215.42,289.44,,,340.521
-355700,436.74,215.44,289.43,,,340.523
-355600,436.94,215.45,289.42,,,340.525
-355500,437.13,215.46,289.41,,,340.527
-355400,437.32,215.47,289.39,,,340.529
-355300,437.52,215.49,289.38,,,340.531
-355200,437.71,215.5,289.37,,,340.533
-355100,437.9,215.51,289.35,,,340.535
-355000,438.1,215.52,289.34,,,340.537
-354900,438.29,215.53,289.33,,,340.539
-354800,438.44,215.53,289.32,,,340.541
-354700,438.58,215.53,289.32,,,340.543
-354600,438.73,215.53,289.31,,,340.545
-354500,438.87,215.53,289.3,,,340.547
-354400,439.02,215.52,289.29,,,340.549
-354300,439.16,215.52,289.29,,,340.552
-354200,439.31,215.52,289.28,,,340.554
-354100,439.45,215.52,289.27,,,340.556
-354000,439.6,215.52,289.27,,,340.558
-353900,439.74,215.51,289.26,,,340.56
-353800,439.84,215.49,289.26,,,340.562
-353700,439.94,215.46,289.26,,,340.564
-353600,440.04,215.43,289.25,,,340.567
-353500,440.13,215.41,289.25,,,340.569
-353400,440.23,215.38,289.25,,,340.572
-353300,440.33,215.36,289.25,,,340.574
-353200,440.42,215.33,289.25,,,340.576
-353100,440.52,215.3,289.24,,,340.579
-353000,440.62,215.28,289.24,,,340.581
-352900,440.71,215.25,289.24,,,340.584
-352800,440.71,215.19,289.24,,,340.587
-352700,440.71,215.13,289.25,,,340.59
-352600,440.71,215.08,289.25,,,340.593
-352500,440.71,215.02,289.25,,,340.596
-352400,440.71,214.96,289.25,,,340.599
-352300,440.71,214.9,289.26,,,340.602
-352200,440.71,214.84,289.26,,,340.605
-352100,440.71,214.78,289.26,,,340.608
-352000,440.71,214.72,289.26,,,340.612
-351900,440.71,214.67,289.27,,,340.615
-351800,440.57,214.58,289.27,,,340.614
-351700,440.42,214.5,289.28,,,340.614
-351600,440.28,214.41,289.28,,,340.614
-351500,440.13,214.33,289.29,,,340.613
-351400,439.99,214.24,289.29,,,340.613
-351300,439.84,214.16,289.3,,,340.613
-351200,439.7,214.07,289.3,,,340.612
-351100,439.55,213.99,289.31,,,340.612
-351000,439.41,213.9,289.32,,,340.611
-350900,439.26,213.82,289.32,,,340.611
-350800,439.04,213.72,289.33,,,340.617
-350700,438.82,213.62,289.35,,,340.624
-350600,438.61,213.53,289.36,,,340.63
-350500,438.39,213.43,289.38,,,340.636
-350400,438.17,213.33,289.39,,,340.643
-350300,437.95,213.24,289.4,,,340.649
-350200,437.73,213.14,289.42,,,340.655
-350100,437.52,213.04,289.43,,,340.662
-350000,437.3,212.95,289.44,,,340.668
-349900,437.08,212.85,289.46,,,340.674
-349800,436.77,212.74,289.47,,,340.674
-349700,436.45,212.64,289.49,,,340.673
-349600,436.14,212.53,289.5,,,340.672
-349500,435.82,212.42,289.51,,,340.672
-349400,435.51,212.32,289.53,,,340.671
-349300,435.19,212.21,289.54,,,340.67
-349200,434.88,212.1,289.55,,,340.67
-349100,434.56,211.99,289.57,,,340.669
-349000,434.25,211.89,289.58,,,340.668
-348900,433.93,211.78,289.59,,,340.668
-348800,433.59,211.69,289.62,,,340.674
-348700,433.25,211.6,289.64,,,340.68
-348600,432.92,211.51,289.66,,,340.687
-348500,432.58,211.43,289.69,,,340.693
-348400,432.24,211.34,289.71,,,340.7
-348300,431.9,211.25,289.73,,,340.706
-348200,431.56,211.16,289.76,,,340.713
-348100,431.22,211.07,289.78,,,340.719
-348000,430.88,210.98,289.8,,,340.725
-347900,430.54,210.89,289.83,,,340.732
-347800,430.18,210.81,289.85,,,340.734
-347700,429.82,210.72,289.87,,,340.735
-347600,429.45,210.64,289.89,,,340.737
-347500,429.09,210.55,289.92,,,340.738
-347400,428.73,210.47,289.94,,,340.74
-347300,428.36,210.38,289.96,,,340.742
-347200,428,210.3,289.98,,,340.743
-347100,427.64,210.21,290.01,,,340.745
-347000,427.27,210.13,290.03,,,340.746
-346900,426.91,210.05,290.05,,,340.748
-346800,426.6,210.01,290.08,,,340.752
-346700,426.28,209.98,290.11,,,340.756
-346600,425.97,209.94,290.14,,,340.76
-346500,425.65,209.91,290.17,,,340.764
-346400,425.34,209.87,290.19,,,340.768
-346300,425.02,209.84,290.22,,,340.772
-346200,424.71,209.8,290.25,,,340.777
-346100,424.39,209.77,290.28,,,340.781
-346000,424.08,209.74,290.31,,,340.785
-345900,423.76,209.7,290.34,,,340.789
-345800,423.54,209.7,290.36,,,340.794
-345700,423.33,209.7,290.39,,,340.798
-345600,423.11,209.7,290.42,,,340.803
-345500,422.89,209.69,290.45,,,340.808
-345400,422.67,209.69,290.48,,,340.813
-345300,422.45,209.69,290.51,,,340.817
-345200,422.24,209.69,290.54,,,340.822
-345100,422.02,209.69,290.57,,,340.827
-345000,421.8,209.68,290.6,,,340.832
-344900,421.58,209.68,290.62,,,340.836
-344800,421.53,209.74,290.65,,,340.839
-344700,421.49,209.8,290.68,,,340.842
-344600,421.44,209.86,290.71,,,340.845
-344500,421.39,209.92,290.74,,,340.847
-344400,421.34,209.97,290.77,,,340.85
-344300,421.29,210.03,290.8,,,340.853
-344200,421.24,210.09,290.83,,,340.856
-344100,421.2,210.15,290.86,,,340.859
-344000,421.15,210.21,290.89,,,340.862
-343900,421.1,210.27,290.92,,,340.864
-343800,421.22,210.39,290.95,,,340.866
-343700,421.34,210.51,290.98,,,340.868
-343600,421.46,210.63,291.01,,,340.87
-343500,421.58,210.75,291.04,,,340.872
-343400,421.7,210.87,291.07,,,340.874
-343300,421.83,210.99,291.1,,,340.875
-343200,421.95,211.11,291.14,,,340.877
-343100,422.07,211.24,291.17,,,340.879
-343000,422.19,211.36,291.2,,,340.881
-342900,422.31,211.48,291.23,,,340.883
-342800,422.62,211.65,291.26,,,340.888
-342700,422.94,211.82,291.29,,,340.892
-342600,423.25,211.99,291.32,,,340.897
-342500,423.57,212.16,291.35,,,340.902
-342400,423.88,212.33,291.38,,,340.907
-342300,424.2,212.49,291.41,,,340.912
-342200,424.51,212.66,291.44,,,340.916
-342100,424.83,212.83,291.47,,,340.921
-342000,425.14,213,291.51,,,340.926
-341900,425.46,213.17,291.54,,,340.931
-341800,425.97,213.38,291.57,,,340.935
-341700,426.47,213.59,291.6,,,340.939
-341600,426.98,213.8,291.63,,,340.943
-341500,427.49,214,291.66,,,340.946
-341400,428,214.21,291.69,,,340.95
-341300,428.51,214.42,291.72,,,340.954
-341200,429.02,214.63,291.75,,,340.958
-341100,429.53,214.84,291.78,,,340.962
-341000,430.03,215.04,291.81,,,340.966
-340900,430.54,215.25,291.84,,,340.97
-340800,431.22,215.49,291.87,,,340.976
-340700,431.9,215.73,291.9,,,340.983
-340600,432.58,215.97,291.93,,,340.99
-340500,433.25,216.21,291.96,,,340.996
-340400,433.93,216.45,291.99,,,341.003
-340300,434.61,216.69,292.02,,,341.01
-340200,435.29,216.93,292.05,,,341.016
-340100,435.97,217.17,292.08,,,341.023
-340000,436.64,217.41,292.11,,,341.03
-339900,437.32,217.65,292.14,,,341.036
-339800,438.15,217.9,292.17,,,341.041
-339700,438.97,218.15,292.2,,,341.046
-339600,439.79,218.4,292.22,,,341.05
-339500,440.62,218.65,292.25,,,341.055
-339400,441.44,218.9,292.28,,,341.06
-339300,442.26,219.15,292.3,,,341.064
-339200,443.09,219.4,292.33,,,341.069
-339100,443.91,219.65,292.35,,,341.074
-339000,444.73,219.9,292.38,,,341.078
-338900,445.56,220.15,292.41,,,341.083
-338800,446.48,220.4,292.43,,,341.086
-338700,447.4,220.64,292.45,,,341.089
-338600,448.32,220.89,292.48,,,341.092
-338500,449.24,221.13,292.5,,,341.095
-338400,450.16,221.38,292.53,,,341.097
-338300,451.08,221.62,292.55,,,341.1
-338200,452,221.86,292.57,,,341.103
-338100,452.92,222.11,292.6,,,341.106
-338000,453.84,222.35,292.62,,,341.109
-337900,454.76,222.6,292.64,,,341.112
-337800,455.65,222.81,292.66,,,341.114
-337700,456.55,223.02,292.68,,,341.116
-337600,457.45,223.24,292.7,,,341.119
-337500,458.34,223.45,292.72,,,341.121
-337400,459.24,223.67,292.74,,,341.123
-337300,460.13,223.88,292.76,,,341.126
-337200,461.03,224.09,292.78,,,341.128
-337100,461.93,224.31,292.8,,,341.131
-337000,462.82,224.52,292.82,,,341.133
-336900,463.72,224.74,292.84,,,341.135
-336800,464.56,224.89,292.85,,,341.141
-336700,465.41,225.05,292.87,,,341.146
-336600,466.26,225.2,292.89,,,341.152
-336500,467.11,225.36,292.9,,,341.157
-336400,467.95,225.51,292.92,,,341.163
-336300,468.8,225.67,292.94,,,341.168
-336200,469.65,225.82,292.95,,,341.174
-336100,470.5,225.98,292.97,,,341.179
-336000,471.35,226.13,292.99,,,341.185
-335900,472.19,226.29,293,,,341.19
-335800,472.89,226.39,293.02,,,341.194
-335700,473.6,226.49,293.03,,,341.197
-335600,474.3,226.59,293.04,,,341.201
-335500,475,226.68,293.05,,,341.204
-335400,475.7,226.78,293.07,,,341.208
-335300,476.41,226.88,293.08,,,341.211
-335200,477.11,226.98,293.09,,,341.215
-335100,477.81,227.08,293.1,,,341.218
-335000,478.51,227.18,293.11,,,341.222
-334900,479.21,227.28,293.13,,,341.225
-334800,479.75,227.3,293.14,,,341.23
-334700,480.28,227.33,293.14,,,341.236
-334600,480.81,227.35,293.15,,,341.241
-334500,481.35,227.37,293.16,,,341.246
-334400,481.88,227.4,293.17,,,341.252
-334300,482.41,227.42,293.18,,,341.257
-334200,482.94,227.45,293.19,,,341.262
-334100,483.48,227.47,293.2,,,341.267
-334000,484.01,227.5,293.21,,,341.273
-333900,484.54,227.52,293.22,,,341.278
-333800,484.78,227.46,293.22,,,341.283
-333700,485.03,227.4,293.22,,,341.288
-333600,485.27,227.34,293.23,,,341.293
-333500,485.51,227.28,293.23,,,341.298
-333400,485.75,227.22,293.23,,,341.304
-333300,486,227.16,293.24,,,341.309
-333200,486.24,227.1,293.24,,,341.314
-333100,486.48,227.04,293.24,,,341.319
-333000,486.72,226.98,293.25,,,341.324
-332900,486.96,226.91,293.25,,,341.329
-332800,486.87,226.78,293.25,,,341.332
-332700,486.77,226.64,293.25,,,341.336
-332600,486.67,226.5,293.25,,,341.339
-332500,486.58,226.37,293.24,,,341.343
-332400,486.48,226.23,293.24,,,341.346
-332300,486.38,226.09,293.24,,,341.35
-332200,486.29,225.95,293.24,,,341.353
-332100,486.19,225.82,293.24,,,341.357
-332000,486.09,225.68,293.23,,,341.36
-331900,486,225.54,293.23,,,341.364
-331800,485.63,225.34,293.23,,,341.368
-331700,485.27,225.14,293.22,,,341.372
-331600,484.91,224.94,293.22,,,341.376
-331500,484.54,224.74,293.22,,,341.38
-331400,484.18,224.54,293.21,,,341.384
-331300,483.82,224.34,293.21,,,341.388
-331200,483.45,224.14,293.2,,,341.392
-331100,483.09,223.94,293.2,,,341.396
-331000,482.73,223.74,293.19,,,341.4
-330900,482.36,223.54,293.19,,,341.404
-330800,481.71,223.29,293.18,,,341.407
-330700,481.06,223.04,293.17,,,341.41
-330600,480.4,222.78,293.16,,,341.413
-330500,479.75,222.53,293.15,,,341.416
-330400,479.09,222.27,293.14,,,341.419
-330300,478.44,222.02,293.13,,,341.422
-330200,477.79,221.77,293.12,,,341.425
-330100,477.13,221.51,293.11,,,341.428
-330000,476.48,221.26,293.1,,,341.431
-329900,475.82,221,293.09,,,341.434
-329800,474.93,220.72,293.08,,,341.438
-329700,474.03,220.44,293.06,,,341.443
-329600,473.14,220.15,293.05,,,341.447
-329500,472.24,219.87,293.04,,,341.451
-329400,471.35,219.59,293.03,,,341.455
-329300,470.45,219.31,293.02,,,341.459
-329200,469.55,219.02,293.01,,,341.463
-329100,468.66,218.74,292.99,,,341.467
-329000,467.76,218.46,292.98,,,341.471
-328900,466.87,218.18,292.97,,,341.476
-328800,465.82,217.89,292.96,,,341.48
-328700,464.78,217.6,292.94,,,341.484
-328600,463.74,217.31,292.93,,,341.489
-328500,462.7,217.02,292.91,,,341.493
-328400,461.66,216.73,292.9,,,341.498
-328300,460.62,216.45,292.88,,,341.502
-328200,459.58,216.16,292.87,,,341.507
-328100,458.54,215.87,292.85,,,341.511
-328000,457.49,215.58,292.84,,,341.516
-327900,456.45,215.29,292.83,,,341.52
-327800,455.34,215.02,292.81,,,341.523
-327700,454.23,214.74,292.79,,,341.526
-327600,453.11,214.47,292.77,,,341.529
-327500,452,214.19,292.75,,,341.532
-327400,450.88,213.92,292.73,,,341.535
-327300,449.77,213.64,292.72,,,341.537
-327200,448.66,213.37,292.7,,,341.54
-327100,447.54,213.1,292.68,,,341.543
-327000,446.43,212.82,292.66,,,341.546
-326900,445.31,212.55,292.64,,,341.549
-326800,444.22,212.32,292.62,,,341.551
-326700,443.13,212.08,292.6,,,341.553
-326600,442.04,211.85,292.58,,,341.555
-326500,440.96,211.62,292.56,,,341.556
-326400,439.87,211.39,292.54,,,341.558
-326300,438.78,211.15,292.52,,,341.56
-326200,437.69,210.92,292.49,,,341.562
-326100,436.6,210.69,292.47,,,341.564
-326000,435.51,210.46,292.45,,,341.566
-325900,434.42,210.23,292.43,,,341.568
-325800,433.4,210.06,292.41,,,341.57
-325700,432.38,209.89,292.39,,,341.573
-325600,431.37,209.72,292.37,,,341.576
-325500,430.35,209.56,292.35,,,341.578
-325400,429.33,209.39,292.33,,,341.581
-325300,428.31,209.22,292.3,,,341.583
-325200,427.3,209.05,292.28,,,341.586
-325100,426.28,208.89,292.26,,,341.589
-325000,425.26,208.72,292.24,,,341.591
-324900,424.25,208.55,292.22,,,341.594
-324800,423.42,208.46,292.2,,,341.599
-324700,422.6,208.37,292.18,,,341.603
-324600,421.78,208.27,292.16,,,341.608
-324500,420.95,208.18,292.14,,,341.613
-324400,420.13,208.09,292.11,,,341.618
-324300,419.31,207.99,292.09,,,341.622
-324200,418.48,207.9,292.07,,,341.627
-324100,417.66,207.81,292.05,,,341.632
-324000,416.84,207.72,292.03,,,341.637
-323900,416.01,207.62,292.01,,,341.641
-323800,415.46,207.62,291.99,,,341.642
-323700,414.9,207.62,291.96,,,341.642
-323600,414.34,207.61,291.94,,,341.643
-323500,413.79,207.61,291.91,,,341.643
-323400,413.23,207.6,291.89,,,341.643
-323300,412.67,207.6,291.86,,,341.644
-323200,412.12,207.6,291.84,,,341.644
-323100,411.56,207.59,291.82,,,341.645
-323000,411,207.59,291.79,,,341.645
-322900,410.44,207.58,291.77,,,341.645
-322800,410.15,207.65,291.75,,,341.65
-322700,409.86,207.71,291.72,,,341.655
-322600,409.57,207.78,291.7,,,341.659
-322500,409.28,207.84,291.68,,,341.664
-322400,408.99,207.91,291.66,,,341.668
-322300,408.7,207.97,291.64,,,341.673
-322200,408.41,208.04,291.62,,,341.677
-322100,408.12,208.1,291.59,,,341.682
-322000,407.83,208.16,291.57,,,341.686
-321900,407.54,208.23,291.55,,,341.691
-321800,407.59,208.38,291.53,,,341.694
-321700,407.64,208.53,291.51,,,341.697
-321600,407.68,208.68,291.49,,,341.7
-321500,407.73,208.83,291.47,,,341.703
-321400,407.78,208.98,291.45,,,341.706
-321300,407.83,209.12,291.43,,,341.709
-321200,407.88,209.27,291.41,,,341.712
-321100,407.93,209.42,291.38,,,341.715
-321000,407.97,209.57,291.36,,,341.718
-320900,408.02,209.72,291.34,,,341.721
-320800,408.36,209.93,291.32,,,341.721
-320700,408.7,210.15,291.31,,,341.721
-320600,409.04,210.36,291.29,,,341.721
-320500,409.38,210.57,291.27,,,341.721
-320400,409.72,210.78,291.25,,,341.721
-320300,410.06,210.99,291.23,,,341.721
-320200,410.4,211.21,291.21,,,341.722
-320100,410.73,211.42,291.19,,,341.722
-320000,411.07,211.63,291.18,,,341.722
-319900,411.41,211.84,291.16,,,341.722
-319800,412.02,212.08,291.14,,,341.723
-319700,412.62,212.31,291.12,,,341.724
-319600,413.23,212.54,291.1,,,341.725
-319500,413.83,212.78,291.09,,,341.726
-319400,414.44,213.01,291.07,,,341.728
-319300,415.05,213.25,291.05,,,341.729
-319200,415.65,213.48,291.03,,,341.73
-319100,416.26,213.71,291.01,,,341.731
-319000,416.86,213.95,291,,,341.732
-318900,417.47,214.18,290.98,,,341.733
-318800,418.27,214.44,290.96,,,341.734
-318700,419.06,214.7,290.95,,,341.736
-318600,419.86,214.96,290.94,,,341.737
