yearsBP,annual65N,annualGlobal,globalCosWeighted,Title,Source
719900,213.84,290.4,341.371,,
719800,214.11,290.42,341.375,,
719700,214.38,290.43,341.38,,
719600,214.65,290.45,341.385,,
719500,214.92,290.46,341.389,,
719400,215.19,290.48,341.394,,
719300,215.46,290.49,341.399,,
719200,215.73,290.51,341.403,,
719100,216,290.53,341.408,,
719000,216.27,290.54,341.412,,
718900,216.54,290.56,341.417,,
718800,216.81,290.58,341.424,,
718700,217.07,290.6,341.431,,
718600,217.34,290.62,341.439,,
718500,217.6,290.64,341.446,,
718400,217.86,290.66,341.453,,
718300,218.13,290.68,341.46,,
718200,218.39,290.7,341.467,,
718100,218.66,290.72,341.475,,
718000,218.92,290.74,341.482,,
717900,219.19,290.76,341.489,,
717800,219.42,290.78,341.493,,
717700,219.66,290.8,341.498,,
717600,219.9,290.82,341.502,,
717500,220.14,290.84,341.506,,
717400,220.38,290.86,341.51,,
717300,220.61,290.88,341.515,,
717200,220.85,290.9,341.519,,
717100,221.09,290.91,341.523,,
717000,221.33,290.93,341.528,,
716900,221.57,290.95,341.532,,
716800,221.75,290.97,341.533,,
716700,221.93,290.99,341.534,,
716600,222.12,291.01,341.535,,
716500,222.3,291.03,341.537,,
716400,222.49,291.05,341.538,,
716300,222.67,291.07,341.539,,
716200,222.85,291.09,341.54,,
716100,223.04,291.11,341.541,,
716000,223.22,291.13,341.542,,
715900,223.4,291.15,341.544,,
715800,223.52,291.17,341.55,,
715700,223.64,291.2,341.555,,
715600,223.76,291.22,341.561,,
715500,223.88,291.25,341.567,,
715400,224,291.27,341.573,,
715300,224.12,291.29,341.579,,
715200,224.24,291.32,341.585,,
715100,224.36,291.34,341.59,,
715000,224.48,291.37,341.596,,
714900,224.59,291.39,341.602,,
714800,224.64,291.41,341.606,,
714700,224.68,291.44,341.611,,
714600,224.73,291.46,341.615,,
714500,224.77,291.48,341.619,,
714400,224.82,291.51,341.624,,
714300,224.86,291.53,341.628,,
714200,224.9,291.55,341.633,,
714100,224.95,291.57,341.637,,
714000,224.99,291.6,341.641,,
713900,225.04,291.62,341.646,,
713800,225,291.64,341.65,,
713700,224.95,291.67,341.654,,
713600,224.91,291.69,341.658,,
713500,224.87,291.72,341.663,,
713400,224.83,291.74,341.667,,
713300,224.78,291.76,341.671,,
713200,224.74,291.79,341.676,,
713100,224.7,291.81,341.68,,
713000,224.66,291.84,341.684,,
712900,224.61,291.86,341.688,,
712800,224.5,291.88,341.694,,
712700,224.38,291.91,341.699,,
712600,224.26,291.93,341.705,,
712500,224.15,291.96,341.71,,
712400,224.03,291.98,341.716,,
712300,223.91,292,341.721,,
712200,223.8,292.03,341.727,,
712100,223.68,292.05,341.732,,
712000,223.56,292.08,341.738,,
711900,223.44,292.1,341.743,,
711800,223.26,292.12,341.746,,
711700,223.08,292.14,341.749,,
711600,222.9,292.16,341.751,,
711500,222.72,292.19,341.754,,
711400,222.54,292.21,341.756,,
711300,222.35,292.23,341.759,,
711200,222.17,292.25,341.762,,
711100,221.99,292.27,341.764,,
711000,221.81,292.29,341.767,,
710900,221.63,292.31,341.77,,
710800,221.4,292.33,341.773,,
710700,221.16,292.35,341.777,,
710600,220.93,292.37,341.78,,
710500,220.7,292.39,341.784,,
710400,220.47,292.42,341.788,,
710300,220.24,292.44,341.791,,
710200,220,292.46,341.795,,
710100,219.77,292.48,341.799,,
710000,219.54,292.5,341.802,,
709900,219.31,292.52,341.806,,
709800,219.04,292.54,341.811,,
709700,218.78,292.56,341.816,,
709600,218.52,292.58,341.82,,
709500,218.26,292.6,341.825,,
709400,218,292.62,341.83,,
709300,217.73,292.64,341.835,,
709200,217.47,292.66,341.84,,
709100,217.21,292.68,341.845,,
709000,216.95,292.7,341.85,,
708900,216.68,292.72,341.854,,
708800,216.43,292.74,341.859,,
708700,216.17,292.75,341.863,,
708600,215.92,292.77,341.867,,
708500,215.66,292.79,341.871,,
708400,215.4,292.81,341.875,,
708300,215.15,292.83,341.88,,
708200,214.89,292.84,341.884,,
708100,214.63,292.86,341.888,,
708000,214.38,292.88,341.892,,
707900,214.12,292.9,341.896,,
707800,213.89,292.91,341.9,,
707700,213.66,292.93,341.903,,
707600,213.43,292.94,341.906,,
707500,213.19,292.96,341.909,,
707400,212.96,292.98,341.912,,
707300,212.73,292.99,341.915,,
707200,212.5,293.01,341.918,,
707100,212.26,293.02,341.921,,
707000,212.03,293.04,341.924,,
706900,211.8,293.05,341.928,,
706800,211.61,293.07,341.929,,
706700,211.43,293.08,341.931,,
706600,211.24,293.09,341.932,,
706500,211.05,293.1,341.934,,
706400,210.86,293.12,341.936,,
706300,210.67,293.13,341.937,,
706200,210.49,293.14,341.939,,
706100,210.3,293.15,341.94,,
706000,210.11,293.17,341.942,,
705900,209.92,293.18,341.944,,
705800,209.81,293.19,341.949,,
705700,209.69,293.2,341.955,,
705600,209.58,293.21,341.96,,
705500,209.46,293.22,341.966,,
705400,209.35,293.23,341.972,,
705300,209.23,293.24,341.977,,
705200,209.12,293.25,341.983,,
705100,209,293.26,341.988,,
705000,208.89,293.28,341.994,,
704900,208.77,293.29,342,,
704800,208.73,293.29,342.002,,
704700,208.69,293.3,342.004,,
704600,208.65,293.31,342.006,,
704500,208.61,293.31,342.008,,
704400,208.57,293.32,342.01,,
704300,208.53,293.33,342.012,,
704200,208.49,293.33,342.014,,
704100,208.45,293.34,342.017,,
704000,208.41,293.35,342.019,,
703900,208.37,293.35,342.021,,
703800,208.42,293.36,342.022,,
703700,208.47,293.36,342.022,,
703600,208.52,293.36,342.023,,
703500,208.56,293.37,342.024,,
703400,208.61,293.37,342.025,,
703300,208.66,293.37,342.025,,
703200,208.71,293.38,342.026,,
703100,208.76,293.38,342.027,,
703000,208.81,293.38,342.028,,
702900,208.85,293.39,342.029,,
702800,208.99,293.39,342.033,,
702700,209.12,293.39,342.037,,
702600,209.25,293.4,342.042,,
702500,209.39,293.4,342.046,,
702400,209.52,293.4,342.051,,
702300,209.65,293.4,342.055,,
702200,209.79,293.4,342.06,,
702100,209.92,293.41,342.064,,
702000,210.05,293.41,342.069,,
701900,210.19,293.41,342.073,,
701800,210.39,293.41,342.073,,
701700,210.6,293.4,342.074,,
701600,210.81,293.4,342.074,,
701500,211.02,293.4,342.075,,
701400,211.23,293.39,342.075,,
701300,211.43,293.39,342.076,,
701200,211.64,293.38,342.076,,
701100,211.85,293.38,342.076,,
701000,212.06,293.38,342.077,,
700900,212.26,293.37,342.077,,
700800,212.53,293.37,342.078,,
700700,212.79,293.36,342.079,,
700600,213.05,293.36,342.08,,
700500,213.31,293.36,342.081,,
700400,213.58,293.35,342.082,,
700300,213.84,293.35,342.083,,
700200,214.1,293.34,342.085,,
700100,214.36,293.34,342.086,,
700000,214.63,293.34,342.087,,
699900,214.89,293.33,342.088,,
699800,215.18,293.33,342.093,,
699700,215.48,293.32,342.098,,
699600,215.77,293.32,342.103,,
699500,216.07,293.31,342.108,,
699400,216.36,293.31,342.113,,
699300,216.66,293.3,342.117,,
699200,216.95,293.3,342.122,,
699100,217.24,293.29,342.127,,
699000,217.54,293.29,342.132,,
698900,217.83,293.28,342.137,,
698800,218.14,293.27,342.138,,
698700,218.44,293.27,342.14,,
698600,218.74,293.26,342.141,,
698500,219.04,293.25,342.142,,
698400,219.35,293.24,342.143,,
698300,219.65,293.23,342.144,,
698200,219.95,293.22,342.145,,
698100,220.26,293.22,342.146,,
698000,220.56,293.21,342.147,,
697900,220.86,293.2,342.148,,
697800,221.15,293.19,342.146,,
697700,221.43,293.18,342.144,,
697600,221.71,293.16,342.142,,
697500,222,293.15,342.14,,
697400,222.28,293.14,342.138,,
697300,222.57,293.13,342.136,,
697200,222.85,293.12,342.134,,
697100,223.14,293.1,342.132,,
697000,223.42,293.09,342.13,,
696900,223.71,293.08,342.128,,
696800,223.94,293.07,342.13,,
696700,224.18,293.06,342.132,,
696600,224.42,293.05,342.134,,
696500,224.66,293.04,342.136,,
696400,224.9,293.03,342.137,,
696300,225.13,293.02,342.139,,
696200,225.37,293.01,342.141,,
696100,225.61,293,342.143,,
696000,225.85,292.99,342.145,,
695900,226.09,292.98,342.147,,
695800,226.25,292.96,342.146,,
695700,226.41,292.95,342.146,,
695600,226.58,292.94,342.145,,
695500,226.74,292.92,342.144,,
695400,226.9,292.91,342.143,,
695300,227.07,292.89,342.142,,
695200,227.23,292.88,342.141,,
695100,227.4,292.87,342.141,,
695000,227.56,292.85,342.14,,
694900,227.72,292.84,342.139,,
694800,227.81,292.83,342.14,,
694700,227.89,292.81,342.141,,
694600,227.98,292.8,342.142,,
694500,228.06,292.79,342.143,,
694400,228.15,292.78,342.144,,
694300,228.23,292.76,342.145,,
694200,228.32,292.75,342.146,,
694100,228.4,292.74,342.148,,
694000,228.48,292.73,342.149,,
693900,228.57,292.71,342.15,,
693800,228.56,292.7,342.15,,
693700,228.54,292.69,342.15,,
693600,228.53,292.67,342.15,,
693500,228.51,292.66,342.15,,
693400,228.5,292.64,342.151,,
693300,228.48,292.63,342.151,,
693200,228.47,292.61,342.151,,
693100,228.46,292.6,342.151,,
693000,228.44,292.58,342.151,,
692900,228.43,292.57,342.151,,
692800,228.32,292.55,342.15,,
692700,228.21,292.54,342.15,,
692600,228.1,292.52,342.149,,
692500,227.99,292.5,342.148,,
692400,227.88,292.49,342.147,,
692300,227.77,292.47,342.146,,
692200,227.67,292.46,342.145,,
692100,227.56,292.44,342.145,,
692000,227.45,292.43,342.144,,
691900,227.34,292.41,342.143,,
691800,227.14,292.4,342.143,,
691700,226.95,292.38,342.143,,
691600,226.76,292.37,342.143,,
691500,226.56,292.35,342.143,,
691400,226.37,292.34,342.143,,
691300,226.18,292.32,342.143,,
691200,225.98,292.31,342.143,,
691100,225.79,292.29,342.143,,
691000,225.6,292.28,342.143,,
690900,225.4,292.26,342.143,,
690800,225.13,292.25,342.143,,
690700,224.86,292.23,342.142,,
690600,224.6,292.22,342.142,,
690500,224.33,292.2,342.141,,
690400,224.06,292.19,342.14,,
690300,223.79,292.17,342.14,,
690200,223.52,292.16,342.139,,
690100,223.25,292.14,342.139,,
690000,222.99,292.13,342.138,,
689900,222.72,292.11,342.138,,
689800,222.4,292.1,342.14,,
689700,222.09,292.09,342.142,,
689600,221.77,292.08,342.144,,
689500,221.46,292.07,342.146,,
689400,221.14,292.05,342.149,,
689300,220.83,292.04,342.151,,
689200,220.51,292.03,342.153,,
689100,220.2,292.02,342.155,,
689000,219.88,292.01,342.158,,
688900,219.57,291.99,342.16,,
688800,219.22,291.98,342.154,,
688700,218.87,291.96,342.148,,
688600,218.52,291.94,342.142,,
688500,218.17,291.93,342.137,,
688400,217.82,291.91,342.131,,
688300,217.47,291.89,342.125,,
688200,217.13,291.87,342.119,,
688100,216.78,291.86,342.113,,
688000,216.43,291.84,342.107,,
687900,216.08,291.82,342.102,,
687800,215.74,291.81,342.102,,
687700,215.41,291.8,342.102,,
687600,215.07,291.79,342.102,,
687500,214.74,291.78,342.102,,
687400,214.4,291.77,342.102,,
687300,214.07,291.76,342.102,,
687200,213.73,291.75,342.102,,
687100,213.4,291.74,342.102,,
687000,213.06,291.73,342.102,,
686900,212.73,291.72,342.102,,
686800,212.43,291.71,342.101,,
686700,212.14,291.71,342.1,,
686600,211.84,291.7,342.1,,
686500,211.54,291.69,342.099,,
686400,211.25,291.68,342.098,,
686300,210.95,291.67,342.098,,
686200,210.65,291.66,342.097,,
686100,210.36,291.65,342.096,,
686000,210.06,291.65,342.096,,
685900,209.76,291.64,342.095,,
685800,209.52,291.63,342.091,,
685700,209.29,291.62,342.088,,
685600,209.05,291.61,342.084,,
685500,208.81,291.6,342.081,,
685400,208.57,291.59,342.077,,
685300,208.33,291.58,342.073,,
685200,208.1,291.57,342.07,,
685100,207.86,291.56,342.066,,
685000,207.62,291.55,342.063,,
684900,207.38,291.54,342.059,,
684800,207.22,291.54,342.056,,
684700,207.05,291.53,342.053,,
684600,206.88,291.52,342.05,,
684500,206.72,291.51,342.047,,
684400,206.55,291.51,342.044,,
684300,206.39,291.5,342.041,,
684200,206.22,291.49,342.038,,
684100,206.06,291.48,342.035,,
684000,205.89,291.47,342.032,,
683900,205.73,291.47,342.028,,
683800,205.65,291.46,342.027,,
683700,205.57,291.46,342.026,,
683600,205.48,291.45,342.024,,
683500,205.4,291.45,342.023,,
683400,205.32,291.44,342.021,,
683300,205.24,291.44,342.02,,
683200,205.16,291.43,342.018,,
683100,205.08,291.43,342.017,,
683000,205,291.42,342.016,,
682900,204.92,291.42,342.014,,
682800,204.95,291.41,342.013,,
682700,204.97,291.41,342.012,,
682600,205,291.41,342.01,,
682500,205.02,291.4,342.009,,
682400,205.05,291.4,342.008,,
682300,205.08,291.4,342.007,,
682200,205.1,291.39,342.006,,
682100,205.13,291.39,342.004,,
682000,205.16,291.38,342.003,,
681900,205.18,291.38,342.002,,
681800,205.29,291.38,341.998,,
681700,205.4,291.37,341.994,,
681600,205.5,291.37,341.99,,
681500,205.61,291.37,341.985,,
681400,205.72,291.36,341.981,,
681300,205.82,291.36,341.977,,
681200,205.93,291.36,341.973,,
681100,206.04,291.36,341.969,,
681000,206.14,291.35,341.965,,
680900,206.25,291.35,341.961,,
680800,206.44,291.35,341.959,,
680700,206.63,291.35,341.957,,
680600,206.81,291.35,341.955,,
680500,207,291.34,341.953,,
680400,207.19,291.34,341.951,,
680300,207.38,291.34,341.949,,
680200,207.56,291.34,341.947,,
680100,207.75,291.34,341.945,,
680000,207.94,291.34,341.943,,
679900,208.13,291.34,341.941,,
679800,208.38,291.34,341.936,,
679700,208.63,291.34,341.932,,
679600,208.88,291.34,341.928,,
679500,209.13,291.34,341.923,,
679400,209.38,291.34,341.919,,
679300,209.63,291.33,341.914,,
679200,209.88,291.33,341.91,,
679100,210.13,291.33,341.905,,
679000,210.38,291.33,341.901,,
678900,210.63,291.33,341.896,,
678800,210.91,291.33,341.893,,
678700,211.2,291.34,341.889,,
678600,211.48,291.34,341.885,,
678500,211.77,291.34,341.881,,
678400,212.05,291.34,341.877,,
678300,212.34,291.34,341.873,,
678200,212.62,291.34,341.87,,
678100,212.91,291.35,341.866,,
678000,213.19,291.35,341.862,,
677900,213.48,291.35,341.858,,
677800,213.77,291.35,341.853,,
677700,214.07,291.35,341.847,,
677600,214.37,291.36,341.842,,
677500,214.66,291.36,341.837,,
677400,214.96,291.36,341.831,,
677300,215.26,291.36,341.826,,
677200,215.55,291.36,341.821,,
677100,215.85,291.37,341.815,,
677000,216.15,291.37,341.81,,
676900,216.44,291.37,341.804,,
676800,216.72,291.37,341.801,,
676700,217,291.38,341.797,,
676600,217.28,291.38,341.793,,
676500,217.56,291.39,341.79,,
676400,217.84,291.39,341.786,,
676300,218.12,291.4,341.783,,
676200,218.41,291.4,341.779,,
676100,218.69,291.41,341.775,,
676000,218.97,291.41,341.772,,
675900,219.25,291.42,341.768,,
675800,219.5,291.42,341.763,,
675700,219.75,291.43,341.758,,
675600,220,291.44,341.753,,
675500,220.25,291.44,341.749,,
675400,220.5,291.45,341.744,,
675300,220.75,291.45,341.739,,
675200,221,291.46,341.734,,
675100,221.25,291.46,341.729,,
675000,221.5,291.47,341.724,,
674900,221.75,291.47,341.72,,
674800,221.94,291.48,341.718,,
674700,222.13,291.49,341.716,,
674600,222.32,291.5,341.715,,
674500,222.52,291.51,341.713,,
674400,222.71,291.52,341.711,,
674300,222.9,291.53,341.71,,
674200,223.09,291.54,341.708,,
674100,223.28,291.55,341.706,,
674000,223.47,291.56,341.705,,
673900,223.67,291.57,341.703,,
673800,223.78,291.58,341.697,,
673700,223.9,291.59,341.691,,
673600,224.02,291.59,341.685,,
673500,224.13,291.6,341.679,,
673400,224.25,291.61,341.673,,
673300,224.37,291.61,341.667,,
673200,224.49,291.62,341.661,,
673100,224.6,291.63,341.654,,
673000,224.72,291.63,341.648,,
672900,224.84,291.64,341.642,,
672800,224.88,291.64,341.636,,
672700,224.93,291.65,341.63,,
672600,224.98,291.66,341.624,,
672500,225.02,291.67,341.617,,
672400,225.07,291.67,341.611,,
672300,225.11,291.68,341.605,,
672200,225.16,291.69,341.599,,
672100,225.21,291.69,341.593,,
672000,225.25,291.7,341.586,,
671900,225.3,291.71,341.58,,
671800,225.27,291.71,341.575,,
671700,225.24,291.72,341.57,,
671600,225.21,291.73,341.565,,
671500,225.18,291.73,341.56,,
671400,225.15,291.74,341.554,,
671300,225.12,291.75,341.549,,
671200,225.09,291.75,341.544,,
671100,225.06,291.76,341.539,,
671000,225.03,291.77,341.534,,
670900,225,291.78,341.529,,
670800,224.9,291.78,341.522,,
670700,224.8,291.79,341.516,,
670600,224.7,291.8,341.51,,
670500,224.6,291.81,341.504,,
670400,224.5,291.82,341.498,,
670300,224.4,291.82,341.492,,
670200,224.31,291.83,341.486,,
670100,224.21,291.84,341.479,,
670000,224.11,291.85,341.473,,
669900,224.01,291.86,341.467,,
669800,223.86,291.86,341.464,,
669700,223.71,291.87,341.46,,
669600,223.57,291.88,341.457,,
669500,223.42,291.89,341.454,,
669400,223.27,291.9,341.45,,
669300,223.13,291.91,341.447,,
669200,222.98,291.91,341.444,,
669100,222.83,291.92,341.44,,
669000,222.68,291.93,341.437,,
668900,222.54,291.94,341.434,,
668800,222.34,291.95,341.43,,
668700,222.14,291.95,341.426,,
668600,221.94,291.96,341.423,,
668500,221.74,291.97,341.419,,
668400,221.54,291.97,341.415,,
668300,221.34,291.98,341.412,,
668200,221.14,291.99,341.408,,
668100,220.94,291.99,341.404,,
668000,220.74,292,341.401,,
667900,220.54,292.01,341.397,,
667800,220.33,292.01,341.391,,
667700,220.13,292.02,341.385,,
667600,219.92,292.03,341.379,,
667500,219.71,292.04,341.373,,
667400,219.51,292.04,341.367,,
667300,219.3,292.05,341.36,,
667200,219.1,292.06,341.354,,
667100,218.89,292.06,341.348,,
667000,218.69,292.07,341.342,,
666900,218.48,292.08,341.336,,
666800,218.27,292.08,341.33,,
666700,218.06,292.09,341.324,,
666600,217.86,292.09,341.318,,
666500,217.65,292.1,341.312,,
666400,217.44,292.1,341.306,,
666300,217.23,292.11,341.3,,
666200,217.02,292.11,341.294,,
666100,216.82,292.12,341.288,,
666000,216.61,292.12,341.282,,
665900,216.4,292.13,341.276,,
665800,216.21,292.13,341.272,,
665700,216.03,292.14,341.268,,
665600,215.84,292.14,341.263,,
665500,215.65,292.15,341.259,,
665400,215.46,292.16,341.255,,
665300,215.28,292.16,341.251,,
665200,215.09,292.17,341.247,,
665100,214.9,292.17,341.243,,
665000,214.71,292.18,341.239,,
664900,214.52,292.18,341.235,,
664800,214.38,292.18,341.229,,
664700,214.23,292.19,341.223,,
664600,214.08,292.19,341.218,,
664500,213.93,292.19,341.212,,
664400,213.78,292.19,341.206,,
664300,213.63,292.2,341.2,,
664200,213.48,292.2,341.195,,
664100,213.33,292.2,341.189,,
664000,213.18,292.2,341.183,,
663900,213.03,292.21,341.178,,
663800,212.92,292.21,341.173,,
663700,212.81,292.21,341.168,,
663600,212.7,292.21,341.163,,
663500,212.6,292.21,341.159,,
663400,212.49,292.22,341.154,,
663300,212.38,292.22,341.149,,
663200,212.27,292.22,341.145,,
663100,212.16,292.22,341.14,,
663000,212.05,292.22,341.135,,
662900,211.94,292.22,341.13,,
662800,211.89,292.23,341.127,,
662700,211.83,292.23,341.124,,
662600,211.77,292.23,341.12,,
662500,211.72,292.23,341.117,,
662400,211.66,292.23,341.114,,
662300,211.6,292.24,341.11,,
662200,211.55,292.24,341.107,,
662100,211.49,292.24,341.103,,
662000,211.43,292.24,341.1,,
661900,211.38,292.24,341.097,,
661800,211.37,292.24,341.089,,
661700,211.36,292.24,341.082,,
661600,211.36,292.23,341.075,,
661500,211.35,292.23,341.067,,
661400,211.35,292.22,341.06,,
661300,211.34,292.22,341.053,,
661200,211.33,292.22,341.045,,
661100,211.33,292.21,341.038,,
661000,211.32,292.21,341.031,,
660900,211.32,292.21,341.023,,
660800,211.35,292.2,341.018,,
660700,211.39,292.2,341.013,,
660600,211.43,292.19,341.007,,
660500,211.46,292.19,341.002,,
660400,211.5,292.18,340.997,,
660300,211.53,292.18,340.991,,
660200,211.57,292.18,340.986,,
660100,211.61,292.17,340.981,,
660000,211.64,292.17,340.975,,
659900,211.68,292.16,340.97,,
659800,211.76,292.16,340.967,,
659700,211.83,292.15,340.965,,
659600,211.91,292.15,340.963,,
659500,211.99,292.15,340.96,,
659400,212.06,292.14,340.958,,
659300,212.14,292.14,340.955,,
659200,212.22,292.13,340.953,,
659100,212.29,292.13,340.951,,
659000,212.37,292.12,340.948,,
658900,212.45,292.12,340.946,,
658800,212.55,292.11,340.941,,
658700,212.65,292.1,340.936,,
658600,212.76,292.09,340.931,,
658500,212.86,292.08,340.927,,
658400,212.96,292.07,340.922,,
658300,213.06,292.06,340.917,,
658200,213.17,292.05,340.912,,
658100,213.27,292.04,340.907,,
658000,213.37,292.04,340.902,,
657900,213.48,292.03,340.898,,
657800,213.59,292.02,340.894,,
657700,213.71,292.01,340.891,,
657600,213.83,292,340.887,,
657500,213.95,291.99,340.884,,
657400,214.07,291.98,340.881,,
657300,214.19,291.97,340.877,,
657200,214.31,291.96,340.874,,
657100,214.43,291.95,340.87,,
657000,214.55,291.94,340.867,,
656900,214.67,291.94,340.864,,
656800,214.79,291.92,340.859,,
656700,214.9,291.91,340.854,,
656600,215.02,291.9,340.849,,
656500,215.14,291.89,340.845,,
656400,215.26,291.88,340.84,,
656300,215.38,291.87,340.835,,
656200,215.5,291.86,340.831,,
656100,215.62,291.85,340.826,,
656000,215.74,291.84,340.821,,
655900,215.86,291.82,340.816,,
655800,215.96,291.81,340.812,,
655700,216.07,291.8,340.807,,
655600,216.18,291.78,340.803,,
655500,216.28,291.77,340.798,,
655400,216.39,291.75,340.793,,
655300,216.5,291.74,340.789,,
655200,216.61,291.72,340.784,,
655100,216.71,291.71,340.779,,
655000,216.82,291.69,340.775,,
654900,216.93,291.68,340.77,,
654800,217.02,291.66,340.767,,
654700,217.11,291.65,340.765,,
654600,217.2,291.64,340.762,,
654500,217.3,291.62,340.759,,
654400,217.39,291.61,340.756,,
654300,217.48,291.59,340.754,,
654200,217.58,291.58,340.751,,
654100,217.67,291.57,340.748,,
